Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.001333,10.29628,[14 42] ; [20 14],[21.15555556 34.84444444] ; [12.84444444 21.15555556],0
p7,1,0.004477,8.079619,[19 37] ; [22 12],[25.51111111 30.48888889] ; [15.48888889 18.51111111],0
v2,1,0.00481,7.949437,[ 8 43] ; [14 18],[13.51807229 37.48192771] ; [ 8.48192771 23.51807229],0
a3,1,0.004879,7.923762,[18 39] ; [21 13],[24.42857143 32.57142857] ; [14.57142857 19.42857143],0
s2,1,0.010883,6.484336,[12 44] ; [16 18],[17.42222222 38.57777778] ; [10.57777778 23.42222222],0
p10,1,0.021998,5.245959,[25 31] ; [23 10],[30.20224719 25.79775281] ; [17.79775281 15.20224719],0
r3,1,0.022001,5.2457,[38 19] ; [30  4],[42.59340659 14.40659341] ; [25.40659341  8.59340659],0
p4,1,0.025708,4.975562,[15 41] ; [17 17],[19.91111111 36.08888889] ; [12.08888889 21.91111111],0
r1,1,0.027891,4.834814,[25 32] ; [23 11],[30.06593407 26.93406593] ; [17.93406593 16.06593407],0
u3,1,0.030659,4.671983,[11 28] ; [8 5],[14.25 24.75] ; [4.75 8.25],0
s7,1,0.045786,3.989453,[12 42] ; [14 19],[16.13793103 37.86206897] ; [ 9.86206897 23.13793103],0
s4,1,0.052336,3.764987,[12 45] ; [ 2 32],[ 8.76923077 48.23076923] ; [ 5.23076923 28.76923077],0
s3,1,0.083917,2.987353,[22 33] ; [20 14],[25.95505618 29.04494382] ; [16.04494382 17.95505618],0
a6,1,0.117854,2.445605,[28 29] ; [11 23],[24.42857143 32.57142857] ; [14.57142857 19.42857143],0
p2,1,0.126235,2.3382,[31 26] ; [24 10],[34.45054945 22.54945055] ; [20.54945055 13.45054945],0
p9,1,0.142639,2.149252,[32 23] ; [25  9],[35.2247191 19.7752809] ; [21.7752809 12.2247191],0
s6,1,0.15179,2.054166,[21 35] ; [18 16],[24.26666667 31.73333333] ; [14.73333333 19.26666667],0
b3,1,0.195331,1.676946,[10 23] ; [13 15],[12.44262295 20.55737705] ; [10.55737705 17.44262295],0
b2,1,0.195331,1.676946,[10 23] ; [13 15],[12.44262295 20.55737705] ; [10.55737705 17.44262295],0
u2,1,0.198851,1.650794,[16 23] ; [8 5],[18. 21.] ; [6. 7.],0
p5,1,0.241738,1.37043,[ 3 54] ; [ 4 29],[ 4.43333333 52.56666667] ; [ 2.56666667 30.43333333],0
v3,1,0.266923,1.232493,[ 9 45] ; [ 9 25],[11.04545455 42.95454545] ; [ 6.95454545 27.04545455],0
s8,1,0.27291,1.202064,[14 43] ; [12 22],[16.28571429 40.71428571] ; [ 9.71428571 24.28571429],0
p11,1,0.293697,1.102599,[34 23] ; [24 10],[36.32967033 20.67032967] ; [21.67032967 12.32967033],0
n6,1,0.300304,1.072843,[39 18] ; [19 14],[36.73333333 20.26666667] ; [21.26666667 11.73333333],0
n2,1,0.301071,1.069444,[14 10] ; [7 2],[15.27272727  8.72727273] ; [5.72727273 3.27272727],0
d3,1,0.310796,1.027292,[10 47] ; [ 9 25],[11.9010989 45.0989011] ; [ 7.0989011 26.9010989],0
b4,1,0.315817,1.006192,[33 24] ; [16 18],[30.69230769 26.30769231] ; [18.30769231 15.69230769],0
r4,1,0.354926,0.855766,[33 24] ; [23 11],[35.07692308 21.92307692] ; [20.92307692 13.07692308],0
v4,1,0.355813,0.852617,[41 15] ; [27  6],[42.78651685 13.21348315] ; [25.21348315  7.78651685],0
b5,1,0.401209,0.704698,[25 32] ; [18 16],[26.93406593 30.06593407] ; [16.06593407 17.93406593],0
r2,1,0.472257,0.516691,[41 16] ; [26  7],[42.43333333 14.56666667] ; [24.56666667  8.43333333],0
s1,1,0.497426,0.460423,[ 3 53] ; [ 3 30],[ 3.7752809 52.2247191] ; [ 2.2247191 30.7752809],0
a1,1,0.507923,0.438345,[ 3 54] ; [ 3 31],[ 3.75824176 53.24175824] ; [ 2.24175824 31.75824176],0
n3,1,0.534731,0.385392,[12 10] ; [6 3],[12.77419355  9.22580645] ; [5.22580645 3.77419355],0
p3,1,0.588029,0.293433,[17 40] ; [12 22],[18.16483516 38.83516484] ; [10.83516484 23.16483516],0
a8,1,0.678069,0.172308,[ 5 47] ; [ 4 28],[ 5.57142857 46.42857143] ; [ 3.42857143 28.57142857],0
p8,1,0.680966,0.16904,[21 36] ; [14 20],[21.92307692 35.07692308] ; [13.07692308 20.92307692],0
d2,1,0.692931,0.155931,[13 44] ; [ 9 25],[13.78021978 43.21978022] ; [ 8.21978022 25.78021978],0
a2,1,0.708731,0.139548,[ 1 56] ; [ 1 33],[ 1.25274725 55.74725275] ; [ 0.74725275 33.25274725],0
p1,1,0.756816,0.095892,[ 8 49] ; [ 4 30],[ 7.51648352 49.48351648] ; [ 4.48351648 29.51648352],0
a4,1,0.769163,0.086124,[ 9 48] ; [ 6 27],[ 9.5 47.5] ; [ 5.5 27.5],0
n1,1,0.816571,0.053804,[ 7 17] ; [3 6],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
n5,1,0.84282,0.039318,[39 17] ; [23 11],[38.57777778 17.42222222] ; [23.42222222 10.57777778],0
n4,1,0.881876,0.022079,[36 21] ; [22 12],[36.32967033 20.67032967] ; [21.67032967 12.32967033],0
d1,1,0.883368,0.021521,[ 2 55] ; [ 1 33],[ 1.87912088 55.12087912] ; [ 1.12087912 32.87912088],0
b1,1,0.935468,0.006556,[28 29] ; [17 17],[28.18681319 28.81318681] ; [16.81318681 17.18681319],0
p6,1,0.969267,0.001484,[10 46] ; [ 6 27],[10.06741573 45.93258427] ; [ 5.93258427 27.06741573],0
a5,1,0.984085,0.000398,[20 37] ; [12 22],[20.04395604 36.95604396] ; [11.95604396 22.04395604],0
s5,1,1.0,0.0,[10 45] ; [ 6 27],[10. 45.] ; [ 6. 27.],0
