Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000118,14.823797,[10 30] ; [245 187],[21.61016949 18.38983051] ; [233.38983051 198.61016949],1
r4,1,0.000709,11.464973,[32  8] ; [409  25],[37.21518987  2.78481013] ; [403.78481013  30.21518987],1
n4,1,0.001149,10.570505,[30 10] ; [395  38],[35.94080338  4.05919662] ; [389.05919662  43.94080338],0
v3,1,0.003589,8.481035,[ 7 28] ; [192 231],[15.20742358 19.79257642] ; [183.79257642 239.20742358],0
p10,1,0.00523,7.797989,[27 11] ; [375  54],[32.71092077  5.28907923] ; [369.28907923  59.71092077],0
a5,1,0.00733,7.190195,[23 17] ; [332 101],[30.02114165  9.97885835] ; [324.97885835 108.02114165],0
p4,1,0.009991,6.636507,[20 20] ; [301 130],[27.2611465 12.7388535] ; [293.7388535 137.2611465],0
b3,1,0.013446,6.109508,[ 4 22] ; [108 162],[ 9.83783784 16.16216216] ; [102.16216216 167.83783784],0
b2,1,0.013446,6.109508,[ 4 22] ; [108 162],[ 9.83783784 16.16216216] ; [102.16216216 167.83783784],0
s5,1,0.016793,5.717904,[10 29] ; [192 230],[17.08893709 21.91106291] ; [184.91106291 237.08893709],0
s7,1,0.020712,5.350877,[19 21] ; [272 141],[25.69536424 14.30463576] ; [265.30463576 147.69536424],0
a4,1,0.031976,4.599772,[12 28] ; [205 225],[18.46808511 21.53191489] ; [198.53191489 231.46808511],0
d2,1,0.054598,3.694326,[14 25] ; [225 208],[19.74788136 19.25211864] ; [219.25211864 213.74788136],0
r2,1,0.058742,3.572541,[34  4] ; [416  17],[36.30573248  1.69426752] ; [413.69426752  19.30573248],0
p12,1,0.072448,3.226665,[ 1 38] ; [ 52 379],[ 4.39787234 34.60212766] ; [ 48.60212766 382.39787234],0
d1,1,0.072678,3.221467,[19 21] ; [269 165],[24.30379747 15.69620253] ; [263.69620253 170.30379747],0
s8,1,0.096941,2.755168,[18 22] ; [253 179],[22.96610169 17.03389831] ; [248.03389831 183.96610169],0
p6,1,0.101759,2.677764,[11 26] ; [187 242],[15.72103004 21.27896996] ; [182.27896996 246.72103004],0
p11,1,0.108553,2.575169,[29 11] ; [359  75],[32.74261603  7.25738397] ; [355.25738397  78.74261603],0
d4,1,0.132802,2.259436,[29 10] ; [362  70],[32.37579618  6.62420382] ; [358.62420382  73.37579618],0
u1,1,0.139069,2.188233,[ 5 35] ; [ 98 336],[ 8.69198312 31.30801688] ; [ 94.30801688 339.69198312],0
d5,1,0.142526,2.150471,[29 10] ; [362  71],[32.30720339  6.69279661] ; [358.69279661  74.30720339],0
p5,1,0.147985,2.092894,[ 3 36] ; [ 71 359],[ 6.15351812 32.84648188] ; [ 67.84648188 362.15351812],0
b1,1,0.162499,1.950819,[20 20] ; [168 266],[15.8649789 24.1350211] ; [172.1350211 261.8649789],0
a8,1,0.173259,1.85452,[ 9 28] ; [ 62 334],[ 6.0669746 30.9330254] ; [ 64.9330254 331.0669746],0
a2,1,0.174193,1.846482,[ 7 33] ; [119 315],[10.63291139 29.36708861] ; [115.36708861 318.63291139],0
u2,1,0.217044,1.52381,[9 3] ; [61 47],[7. 5.] ; [63. 45.],0
s2,1,0.225629,1.468206,[23 17] ; [288 142],[26.46808511 13.53191489] ; [284.53191489 145.46808511],0
r1,1,0.231958,1.428814,[31  9] ; [366  66],[33.6440678  6.3559322] ; [363.3559322  68.6440678],0
b4,1,0.245669,1.347769,[20 20] ; [258 176],[23.45991561 16.54008439] ; [254.54008439 179.45991561],0
p8,1,0.279133,1.171304,[18 20] ; [240 185],[21.174946 16.825054] ; [236.825054 188.174946],0
v1,1,0.29364,1.102857,[20 18] ; [260 164],[23.03030303 14.96969697] ; [256.96969697 167.03030303],0
p9,1,0.341258,0.905701,[32  6] ; [383  46],[33.76873662  4.23126338] ; [381.23126338  47.76873662],0
p7,1,0.432085,0.617213,[26  9] ; [285 135],[23.92307692 11.07692308] ; [287.07692308 132.92307692],0
d3,1,0.445397,0.58234,[25 14] ; [303 130],[27.10169492 11.89830508] ; [300.89830508 132.10169492],0
a3,1,0.450372,0.569716,[28 12] ; [325 106],[29.97876858 10.02123142] ; [323.02123142 107.97876858],0
b5,1,0.472979,0.515009,[27 13] ; [268 166],[24.89451477 15.10548523] ; [270.10548523 163.89451477],0
a7,1,0.546755,0.363162,[27 13] ; [311 121],[28.6440678 11.3559322] ; [309.3559322 122.6440678],0
s1,1,0.704472,0.143862,[ 2 36] ; [ 17 409],[ 1.55603448 36.44396552] ; [ 17.44396552 408.55603448],0
n1,1,0.756801,0.095904,[5 7] ; [39 45],[5.5 6.5] ; [38.5 45.5],0
v4,1,0.767843,0.087141,[38  1] ; [419  15],[37.6807611  1.3192389] ; [419.3192389  14.6807611],0
r3,1,0.773061,0.083159,[37  2] ; [415  18],[37.34745763  1.65254237] ; [414.65254237  18.34745763],0
a6,1,0.788787,0.071763,[27 12] ; [290 142],[26.24840764 12.75159236] ; [290.75159236 141.24840764],0
v2,1,0.861417,0.030475,[21 16] ; [244 175],[21.50219298 15.49780702] ; [243.49780702 175.50219298],0
s3,1,0.881175,0.022344,[28 11] ; [301 125],[27.59354839 11.40645161] ; [301.40645161 124.59354839],0
u3,1,0.881549,0.022203,[7 5] ; [66 43],[7.23966942 4.76033058] ; [65.76033058 43.23966942],0
p2,1,0.883386,0.021515,[34  6] ; [370  61],[34.30997877  5.69002123] ; [369.69002123  61.30997877],0
n3,1,0.93425,0.006806,[8 4] ; [57 27],[8.125 3.875] ; [56.875 27.125],0
s4,1,0.965867,0.001831,[ 8 32] ; [ 84 342],[ 7.89699571 32.10300429] ; [ 84.10300429 341.89699571],0
