Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,6.7e-05,15.891137,[87 23] ; [21 24],[76.64516129 33.35483871] ; [31.35483871 13.64516129],1
p9,1,0.000109,14.972569,[101   9] ; [28 14],[93.35526316 16.64473684] ; [35.64473684  6.35526316],1
p10,1,0.000471,12.227061,[98 12] ; [28 15],[90.58823529 19.41176471] ; [35.41176471  7.58823529],1
p8,1,0.000609,11.74799,[65 43] ; [13 31],[55.42105263 52.57894737] ; [22.57894737 21.42105263],1
n4,1,0.006537,7.396105,[79 31] ; [22 23],[71.67741935 38.32258065] ; [29.32258065 15.67741935],0
p7,1,0.015472,5.861865,[75 31] ; [22 22],[68.54666667 37.45333333] ; [28.45333333 15.54666667],0
n6,1,0.024079,5.088955,[96 13] ; [33 12],[91.30519481 17.69480519] ; [37.69480519  7.30519481],0
d2,1,0.030528,4.679285,[45 65] ; [27 18],[51.09677419 58.90322581] ; [20.90322581 24.09677419],0
d5,1,0.030714,4.66887,[83 27] ; [40  4],[87.85714286 22.14285714] ; [35.14285714  8.85714286],0
p2,1,0.039493,4.239524,[92 18] ; [31 14],[87.29032258 22.70967742] ; [35.70967742  9.29032258],0
b1,1,0.062726,3.463802,[34 76] ; [21 24],[39.03225806 70.96774194] ; [15.96774194 29.03225806],0
s6,1,0.07633,3.141358,[94 13] ; [32 10],[90.48322148 16.51677852] ; [35.51677852  6.48322148],0
p4,1,0.089741,2.879014,[70 40] ; [22 23],[65.29032258 44.70967742] ; [26.70967742 18.29032258],0
r3,1,0.111098,2.538539,[105   5] ; [38  5],[102.81045752   7.18954248] ; [40.18954248  2.81045752],0
p3,1,0.123255,2.375465,[59 51] ; [18 27],[54.64516129 55.35483871] ; [22.35483871 22.64516129],0
d3,1,0.163098,1.945263,[78 32] ; [36  8],[81.42857143 28.57142857] ; [32.57142857 11.42857143],0
p12,1,0.178825,1.807361,[  9 101] ; [ 1 43],[  7.14285714 102.85714286] ; [ 2.85714286 41.14285714],0
s3,1,0.185679,1.751575,[81 27] ; [29 16],[77.64705882 30.35294118] ; [32.35294118 12.64705882],0
s7,1,0.19366,1.689549,[68 42] ; [20 20],[64.53333333 45.46666667] ; [23.46666667 16.53333333],0
n2,1,0.212107,1.556985,[21  3] ; [13  5],[19.42857143  4.57142857] ; [14.57142857  3.42857143],0
v1,1,0.218953,1.51122,[53 56] ; [17 28],[49.54545455 59.45454545] ; [20.45454545 24.54545455],0
a7,1,0.220622,1.500322,[74 36] ; [34 10],[77.14285714 32.85714286] ; [30.85714286 13.14285714],0
r1,1,0.274913,1.192065,[85 25] ; [31 14],[82.32258065 27.67741935] ; [33.67741935 11.32258065],0
p6,1,0.282451,1.155257,[50 59] ; [16 28],[47.01960784 61.98039216] ; [18.98039216 25.01960784],0
n1,1,0.2892,1.123342,[ 9 15] ; [ 4 14],[ 7.42857143 16.57142857] ; [ 5.57142857 12.42857143],0
n3,1,0.346581,0.885937,[17  7] ; [15  3],[18.28571429  5.71428571] ; [13.71428571  4.28571429],0
s8,1,0.349186,0.876413,[58 52] ; [20 25],[55.35483871 54.64516129] ; [22.64516129 22.35483871],0
s1,1,0.50441,0.445646,[  5 104] ; [ 1 43],[  4.2745098 104.7254902] ; [ 1.7254902 42.2745098],0
a4,1,0.510523,0.432994,[45 65] ; [21 24],[46.83870968 63.16129032] ; [19.16129032 25.83870968],0
r2,1,0.534939,0.385,[102   8] ; [42  2],[102.85714286   7.14285714] ; [41.14285714  2.85714286],0
s5,1,0.563579,0.333546,[52 50] ; [22 17],[53.53191489 48.46808511] ; [20.46808511 18.53191489],0
a5,1,0.574314,0.315517,[76 34] ; [29 16],[74.51612903 35.48387097] ; [30.48387097 14.51612903],0
a1,1,0.58285,0.30165,[  3 107] ; [ 2 43],[  3.5483871 106.4516129] ; [ 1.4516129 43.5483871],0
a6,1,0.594231,0.283786,[71 39] ; [27 18],[69.5483871 40.4516129] ; [28.4516129 16.5483871],0
v2,1,0.598038,0.277965,[48 58] ; [22 22],[49.46666667 56.53333333] ; [20.53333333 23.46666667],0
v3,1,0.60679,0.264876,[33 74] ; [12 33],[31.67763158 75.32236842] ; [13.32236842 31.67763158],0
b4,1,0.609965,0.260226,[66 44] ; [25 20],[64.58064516 45.41935484] ; [26.41935484 18.58064516],0
s2,1,0.616456,0.250881,[78 29] ; [31 14],[76.73026316 30.26973684] ; [32.26973684 12.73026316],0
p5,1,0.621144,0.244263,[ 10 100] ; [ 3 42],[  9.22580645 100.77419355] ; [ 3.77419355 41.22580645],0
u3,1,0.628402,0.234234,[22 15] ; [10  5],[22.76923077 14.23076923] ; [9.23076923 5.76923077],0
r4,1,0.668935,0.18285,[98 12] ; [39  6],[97.22580645 12.77419355] ; [39.77419355  5.22580645],0
d4,1,0.750589,0.101037,[88 22] ; [37  8],[88.70967742 21.29032258] ; [36.29032258  8.70967742],0
a2,1,0.750589,0.101037,[22 88] ; [ 8 37],[21.29032258 88.70967742] ; [ 8.70967742 36.29032258],0
u2,1,0.759533,0.093694,[19 18] ; [7 8],[18.5 18.5] ; [7.5 7.5],0
u1,1,0.84909,0.036206,[21 89] ; [ 8 37],[20.58064516 89.41935484] ; [ 8.41935484 36.58064516],0
d1,1,0.871843,0.026023,[62 48] ; [26 19],[62.4516129 47.5483871] ; [25.5483871 19.4516129],0
b5,1,0.878912,0.02321,[67 43] ; [28 17],[67.41935484 42.58064516] ; [27.58064516 17.41935484],0
p1,1,0.885382,0.020779,[  9 101] ; [ 4 41],[  9.22580645 100.77419355] ; [ 3.77419355 41.22580645],0
b2,1,0.914028,0.011655,[14 49] ; [ 4 15],[13.82926829 49.17073171] ; [ 4.17073171 14.82926829],0
b3,1,0.914028,0.011655,[14 49] ; [ 4 15],[13.82926829 49.17073171] ; [ 4.17073171 14.82926829],0
a3,1,0.971068,0.001315,[73 37] ; [30 15],[73.09677419 36.90322581] ; [29.90322581 15.09677419],0
a8,1,0.9711,0.001313,[ 5 98] ; [ 2 38],[ 5.04195804 97.95804196] ; [ 1.95804196 38.04195804],0
