Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.003216,8.680435,[7 4] ; [ 3 19],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
v3,1,0.012866,6.1875,[6 5] ; [ 3 19],[3. 8.] ; [ 6. 16.],0
p10,1,0.097254,2.75,[10  1] ; [14  8],[8. 3.] ; [16.  6.],0
a4,1,0.12471,2.357143,[2 9] ; [10 12],[4. 7.] ; [ 8. 14.],0
b2,1,0.130134,2.290909,[6 4] ; [3 8],[4.28571429 5.71428571] ; [4.71428571 6.28571429],0
b3,1,0.130134,2.290909,[6 4] ; [3 8],[4.28571429 5.71428571] ; [4.71428571 6.28571429],0
s6,1,0.138011,2.2,[8 3] ; [10 12],[6. 5.] ; [12. 10.],0
p2,1,0.191695,1.704545,[9 2] ; [13  9],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
a2,1,0.198959,1.65,[2 9] ; [ 1 21],[ 1. 10.] ; [ 2. 20.],0
s4,1,0.198959,1.65,[2 9] ; [ 1 21],[ 1. 10.] ; [ 2. 20.],0
r1,1,0.207821,1.586538,[6 5] ; [ 7 15],[4.33333333 6.66666667] ; [ 8.66666667 13.33333333],0
b5,1,0.218143,1.516544,[4 7] ; [13  9],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
p11,1,0.22844,1.450549,[10  1] ; [16  6],[8.66666667 2.33333333] ; [17.33333333  4.66666667],0
p9,1,0.22844,1.450549,[10  1] ; [16  6],[8.66666667 2.33333333] ; [17.33333333  4.66666667],0
n6,1,0.248381,1.332389,[8 2] ; [13  9],[6.5625 3.4375] ; [14.4375  7.5625],0
d1,1,0.284005,1.147826,[2 9] ; [ 8 14],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
p7,1,0.313616,1.015385,[8 3] ; [12 10],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
n4,1,0.313616,1.015385,[8 3] ; [12 10],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
s5,1,0.338352,0.916667,[3 8] ; [ 3 19],[2. 9.] ; [ 4. 18.],0
s3,1,0.407016,0.6875,[4 7] ; [ 5 17],[3. 8.] ; [ 6. 16.],0
d4,1,0.407016,0.6875,[9 2] ; [15  7],[8. 3.] ; [16.  6.],0
p12,1,0.45067,0.568966,[2 9] ; [ 2 20],[1.33333333 9.66666667] ; [ 2.66666667 19.33333333],0
v1,1,0.458318,0.55,[6 5] ; [ 9 13],[5. 6.] ; [10. 12.],0
a8,1,0.492331,0.471429,[ 1 10] ; [ 4 18],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
p3,1,0.501138,0.452525,[5 6] ; [ 7 14],[4.125 6.875] ; [ 7.875 13.125],0
r3,1,0.519149,0.415584,[9 2] ; [15  6],[8.25 2.75] ; [15.75  5.25],0
p8,1,0.529148,0.396028,[6 5] ; [ 9 12],[5.15625 5.84375] ; [ 9.84375 11.15625],0
a3,1,0.540396,0.374806,[8 3] ; [13  8],[7.21875 3.78125] ; [13.78125  7.21875],0
n1,1,0.558185,0.342857,[2 4] ; [3 3],[2.5 3.5] ; [2.5 3.5],0
n2,1,0.558185,0.342857,[3 3] ; [4 2],[3.5 2.5] ; [3.5 2.5],0
n3,1,0.558185,0.342857,[3 3] ; [4 2],[3.5 2.5] ; [3.5 2.5],0
s2,1,0.592177,0.286957,[4 7] ; [ 6 16],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
p5,1,0.592948,0.285764,[3 8] ; [ 4 17],[2.40625 8.59375] ; [ 4.59375 16.40625],0
p6,1,0.592948,0.285764,[3 8] ; [ 4 17],[2.40625 8.59375] ; [ 4.59375 16.40625],0
n5,1,0.601508,0.272727,[8 3] ; [14  8],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
a7,1,0.61438,0.253846,[6 5] ; [14  8],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
v2,1,0.618402,0.24812,[4 7] ; [10 12],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
s1,1,0.706063,0.142241,[ 1 10] ; [ 3 19],[1.33333333 9.66666667] ; [ 2.66666667 19.33333333],0
a1,1,0.706063,0.142241,[ 1 10] ; [ 3 19],[1.33333333 9.66666667] ; [ 2.66666667 19.33333333],0
p1,1,0.706063,0.142241,[ 1 10] ; [ 3 19],[1.33333333 9.66666667] ; [ 2.66666667 19.33333333],0
b4,1,0.805453,0.060662,[5 6] ; [11 11],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
v4,1,0.805453,0.060662,[6 5] ; [11 11],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
d3,1,0.805453,0.060662,[5 6] ; [11 11],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
a6,1,1.0,0.0,[7 4] ; [14  8],[7. 4.] ; [14.  8.],0
d5,1,1.0,0.0,[7 4] ; [14  8],[7. 4.] ; [14.  8.],0
d2,1,1.0,0.0,[4 7] ; [ 8 14],[4. 7.] ; [ 8. 14.],0
p4,1,1.0,0.0,[6 5] ; [12 10],[6. 5.] ; [12. 10.],0
u1,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
r4,1,1.0,0.0,[3 8] ; [ 6 16],[3. 8.] ; [ 6. 16.],0
b1,1,1.0,0.0,[6 5] ; [12 10],[6. 5.] ; [12. 10.],0
