Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,21.941601,[57  8] ; [53 48],[43.07228916 21.92771084] ; [66.92771084 34.07228916],1
s2,1,9e-06,19.610972,[30 35] ; [15 86],[17.62048193 47.37951807] ; [27.37951807 73.62048193],1
s8,1,1.1e-05,19.34654,[26 39] ; [11 90],[14.48795181 50.51204819] ; [22.51204819 78.48795181],1
s3,1,7.3e-05,15.732322,[35 30] ; [23 75],[23.12883436 41.87116564] ; [34.87116564 63.12883436],1
v1,1,0.000201,13.821584,[32 31] ; [22 76],[21.13043478 41.86956522] ; [32.86956522 65.13043478],1
p2,1,0.000384,12.607713,[53 12] ; [54 45],[42.40853659 22.59146341] ; [64.59146341 34.40853659],1
r3,1,0.000397,12.545953,[60  5] ; [69 31],[50.81818182 14.18181818] ; [78.18181818 21.81818182],1
s7,1,0.001342,10.283957,[25 38] ; [16 79],[16.34810127 46.65189873] ; [24.65189873 70.34810127],0
p10,1,0.002544,9.108623,[49 15] ; [52 46],[39.90123457 24.09876543] ; [61.09876543 36.90123457],0
p4,1,0.002813,8.925097,[37 28] ; [33 66],[27.74390244 37.25609756] ; [42.25609756 56.74390244],0
d4,1,0.003076,8.76171,[49 16] ; [53 48],[39.93975904 25.06024096] ; [62.06024096 38.93975904],0
p7,1,0.006432,7.425041,[39 24] ; [40 60],[30.53374233 32.46625767] ; [48.46625767 51.53374233],0
v3,1,0.007706,7.100488,[24 40] ; [19 82],[16.67878788 47.32121212] ; [26.32121212 74.67878788],0
v4,1,0.010545,6.540408,[56  8] ; [71 30],[49.26060606 14.73939394] ; [77.73939394 23.26060606],0
p12,1,0.010852,6.489466,[ 6 59] ; [ 1 98],[ 2.77439024 62.22560976] ; [ 4.22560976 94.77439024],0
b3,1,0.011283,6.420241,[ 8 35] ; [25 34],[13.91176471 29.08823529] ; [19.08823529 39.91176471],0
b2,1,0.011283,6.420241,[ 8 35] ; [25 34],[13.91176471 29.08823529] ; [19.08823529 39.91176471],0
v2,1,0.012009,6.309581,[29 35] ; [26 73],[21.59509202 42.40490798] ; [33.40490798 65.59509202],0
p3,1,0.013003,6.168637,[30 35] ; [27 72],[22.59146341 42.40853659] ; [34.40853659 64.59146341],0
r4,1,0.014591,5.965183,[39 26] ; [41 60],[31.3253012 33.6746988] ; [48.6746988 52.3253012],0
d3,1,0.032587,4.567332,[38 27] ; [41 58],[31.31097561 33.68902439] ; [47.68902439 51.31097561],0
n6,1,0.038182,4.296875,[52 13] ; [65 35],[46.09090909 18.90909091] ; [70.90909091 29.09090909],0
p9,1,0.047591,3.924375,[52 13] ; [63 33],[46.42857143 18.57142857] ; [68.57142857 27.42857143],0
p8,1,0.060674,3.518857,[30 35] ; [31 67],[24.32515337 40.67484663] ; [36.67484663 61.32515337],0
p1,1,0.067385,3.345595,[ 2 63] ; [11 90],[ 5.09036145 59.90963855] ; [ 7.90963855 93.09036145],0
u2,1,0.115031,2.483708,[14 12] ; [16 30],[10.83333333 15.16666667] ; [19.16666667 26.83333333],0
b1,1,0.141928,2.156934,[24 41] ; [49 52],[28.58433735 36.41566265] ; [44.41566265 56.58433735],0
a5,1,0.173023,1.856558,[36 29] ; [45 56],[31.71686747 33.28313253] ; [49.28313253 51.71686747],0
d5,1,0.183444,1.769501,[45 20] ; [59 41],[40.96969697 24.03030303] ; [63.03030303 36.96969697],0
p6,1,0.193263,1.692569,[18 47] ; [18 77],[14.625 50.375] ; [21.375 73.625],0
a6,1,0.22181,1.492623,[41 24] ; [54 47],[37.19879518 27.80120482] ; [57.80120482 43.19879518],0
n4,1,0.247487,1.337434,[45 20] ; [61 40],[41.5060241 23.4939759] ; [64.4939759 36.5060241],0
d1,1,0.272645,1.203391,[26 39] ; [32 69],[22.71084337 42.28915663] ; [35.28915663 65.71084337],0
p5,1,0.295669,1.093627,[ 5 59] ; [ 4 96],[ 3.51219512 60.48780488] ; [ 5.48780488 94.51219512],0
n3,1,0.301859,1.065965,[14  4] ; [25 14],[12.31578947  5.68421053] ; [26.68421053 12.31578947],0
b5,1,0.302688,1.062312,[45 20] ; [62 39],[41.89759036 23.10240964] ; [65.10240964 35.89759036],0
a7,1,0.312684,1.019305,[39 26] ; [52 48],[35.84848485 29.15151515] ; [55.15151515 44.84848485],0
n2,1,0.432088,0.617204,[13  5] ; [24 15],[11.68421053  6.31578947] ; [25.31578947 13.68421053],0
n5,1,0.455569,0.556759,[46 18] ; [67 34],[43.83030303 20.16969697] ; [69.16969697 31.83030303],0
n1,1,0.460035,0.545809,[ 8 10] ; [13 25],[ 6.75 11.25] ; [14.25 23.75],0
a2,1,0.481078,0.496418,[ 8 57] ; [ 9 92],[ 6.65662651 58.34337349] ; [10.34337349 90.65662651],0
u3,1,0.487696,0.481605,[10 16] ; [14 32],[ 8.66666667 17.33333333] ; [15.33333333 30.66666667],0
d2,1,0.515621,0.422643,[26 39] ; [35 65],[24.03030303 40.96969697] ; [36.96969697 63.03030303],0
r2,1,0.597744,0.278411,[48 15] ; [71 27],[46.56521739 16.43478261] ; [72.43478261 25.56521739],0
a3,1,0.61176,0.25762,[38 27] ; [55 46],[36.41566265 28.58433735] ; [56.58433735 44.41566265],0
s4,1,0.647314,0.209304,[10 55] ; [13 88],[ 9.0060241 55.9939759] ; [13.9939759 87.0060241],0
b4,1,0.724434,0.124284,[34 31] ; [50 51],[32.89156627 32.10843373] ; [51.10843373 49.89156627],0
a8,1,0.830888,0.045609,[ 5 56] ; [ 9 89],[ 5.37106918 55.62893082] ; [ 8.62893082 89.37106918],0
a1,1,0.844296,0.038574,[ 4 61] ; [ 7 94],[ 4.30722892 60.69277108] ; [ 6.69277108 94.30722892],0
a4,1,0.965647,0.001855,[18 47] ; [28 72],[18.12121212 46.87878788] ; [27.87878788 72.12121212],0
