Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.8e-05,17.544852,[21 47] ; [29 11],[31.48148148 36.51851852] ; [18.51851852 21.48148148],1
s6,1,3.8e-05,16.984505,[33 36] ; [35  5],[43.04587156 25.95412844] ; [24.95412844 15.04587156],1
s8,1,0.000204,13.791867,[14 55] ; [22 18],[22.78899083 46.21100917] ; [13.21100917 26.78899083],1
p3,1,0.00035,12.782432,[18 50] ; [24 15],[26.69158879 41.30841121] ; [15.30841121 23.69158879],1
s3,1,0.001432,10.164706,[26 42] ; [28 12],[34. 34.] ; [20. 20.],0
s4,1,0.002598,9.070084,[10 59] ; [16 24],[16.4587156 52.5412844] ; [ 9.5412844 30.4587156],0
p1,1,0.005087,7.848108,[ 1 67] ; [ 6 33],[ 4.44859813 63.55140187] ; [ 2.55140187 36.44859813],0
p6,1,0.005912,7.576902,[10 57] ; [15 24],[15.80188679 51.19811321] ; [ 9.19811321 29.80188679],0
a5,1,0.017872,5.608624,[44 25] ; [34  6],[49.37614679 19.62385321] ; [28.62385321 11.37614679],0
p10,1,0.019998,5.412029,[41 27] ; [32  7],[46.39252336 21.60747664] ; [26.60747664 12.39252336],0
s7,1,0.0233,5.145987,[16 48] ; [17 19],[21.12 42.88] ; [11.88 24.12],0
p4,1,0.025057,5.019953,[27 42] ; [24 15],[32.58333333 36.41666667] ; [18.41666667 20.58333333],0
p9,1,0.034874,4.451313,[44 23] ; [33  6],[48.66981132 18.33018868] ; [28.33018868 10.66981132],0
n1,1,0.043341,4.082043,[ 5 22] ; [8 9],[ 7.97727273 19.02272727] ; [ 5.02272727 11.97727273],0
a7,1,0.060188,3.532183,[60  9] ; [29 11],[56.33944954 12.66055046] ; [32.66055046  7.33944954],0
a6,1,0.063223,3.450743,[53 16] ; [24 16],[48.74311927 20.25688073] ; [28.25688073 11.74311927],0
a4,1,0.108425,2.577023,[27 42] ; [22 18],[31.01834862 37.98165138] ; [17.98165138 22.01834862],0
v1,1,0.235491,1.407388,[26 40] ; [20 19],[28.91428571 37.08571429] ; [17.08571429 21.91428571],0
p5,1,0.262414,1.255976,[ 2 66] ; [ 3 36],[ 3.17757009 64.82242991] ; [ 1.82242991 37.17757009],0
p12,1,0.263794,1.248734,[ 1 68] ; [ 2 37],[ 1.91666667 67.08333333] ; [ 1.08333333 37.91666667],0
s1,1,0.274779,1.192731,[ 1 68] ; [ 2 38],[ 1.89908257 67.10091743] ; [ 1.10091743 38.89908257],0
b5,1,0.309405,1.033216,[48 21] ; [24 16],[45.57798165 23.42201835] ; [26.42201835 13.57798165],0
n2,1,0.342412,0.90138,[13 13] ; [11  6],[14.51162791 11.48837209] ; [9.48837209 7.51162791],0
p8,1,0.347417,0.882868,[28 41] ; [19 19],[30.30841121 38.69158879] ; [16.69158879 21.30841121],0
p7,1,0.407015,0.687502,[31 37] ; [20 17],[33.02857143 34.97142857] ; [17.97142857 19.02857143],0
v4,1,0.430087,0.622588,[64  4] ; [36  4],[62.96296296  5.03703704] ; [37.03703704  2.96296296],0
u2,1,0.442695,0.589286,[15  6] ; [7 5],[14.  7.] ; [8. 4.],0
r4,1,0.491639,0.472937,[55 14] ; [34  6],[56.33944954 12.66055046] ; [32.66055046  7.33944954],0
a2,1,0.496384,0.462658,[15 54] ; [11 29],[16.4587156 52.5412844] ; [ 9.5412844 30.4587156],0
n3,1,0.496744,0.461887,[14 13] ; [10  6],[15.06976744 11.93023256] ; [8.93023256 7.06976744],0
b3,1,0.504435,0.445594,[13 22] ; [11 13],[14.23728814 20.76271186] ; [ 9.76271186 14.23728814],0
b2,1,0.504435,0.445594,[13 22] ; [11 13],[14.23728814 20.76271186] ; [ 9.76271186 14.23728814],0
d2,1,0.541195,0.37333,[39 30] ; [25 15],[40.51376147 28.48623853] ; [23.48623853 16.51376147],0
d3,1,0.614652,0.253456,[64  5] ; [36  4],[63.30275229  5.69724771] ; [36.69724771  3.30275229],0
d5,1,0.620923,0.244573,[66  3] ; [39  1],[66.46788991  2.53211009] ; [38.53211009  1.46788991],0
n6,1,0.651385,0.204159,[43 26] ; [26 13],[44.08333333 24.91666667] ; [24.91666667 14.08333333],0
p11,1,0.66788,0.184092,[42 27] ; [26 14],[43.04587156 25.95412844] ; [24.95412844 15.04587156],0
n5,1,0.772727,0.083411,[19 50] ; [10 30],[18.35779817 50.64220183] ; [10.64220183 29.35779817],0
b4,1,0.775446,0.081372,[45 24] ; [25 15],[44.31192661 24.68807339] ; [25.68807339 14.31192661],0
v3,1,0.830915,0.045594,[17 46] ; [11 27],[17.46534653 45.53465347] ; [10.53465347 27.46534653],0
u1,1,0.832778,0.04458,[11 58] ; [ 7 33],[11.39449541 57.60550459] ; [ 6.60550459 33.39449541],0
b1,1,0.85942,0.031369,[23 46] ; [14 26],[23.42201835 45.57798165] ; [13.57798165 26.42201835],0
r1,1,0.90792,0.013378,[52 17] ; [29 10],[51.75 17.25] ; [29.25  9.75],0
p2,1,0.925142,0.008828,[50 18] ; [29 10],[50.20560748 17.79439252] ; [28.79439252 10.20560748],0
u3,1,0.938811,0.005893,[16  5] ; [9 3],[15.90909091  5.09090909] ; [9.09090909 2.90909091],0
a3,1,0.96202,0.002268,[48 21] ; [28 12],[48.11009174 20.88990826] ; [27.88990826 12.11009174],0
v2,1,0.97715,0.00082,[35 28] ; [21 17],[34.93069307 28.06930693] ; [21.06930693 16.93069307],0
