Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,105.860907,[457  19] ; [63 38],[428.97746967  47.02253033] ; [91.02253033  9.97746967],1
r2,1,0.0,47.831592,[463  10] ; [77 18],[449.68309859  23.31690141] ; [90.31690141  4.68309859],1
r3,1,4e-06,21.271924,[460  12] ; [88 13],[451.40663176  20.59336824] ; [96.59336824  4.40663176],1
a2,1,2.2e-05,18.021226,[169 307] ; [14 87],[150.96707106 325.03292894] ; [32.03292894 68.96707106],1
a4,1,2.5e-05,17.777964,[246 229] ; [29 72],[226.77951389 248.22048611] ; [48.22048611 52.77951389],1
u1,1,3.5e-05,17.117611,[136 340] ; [ 9 92],[119.6187175 356.3812825] ; [25.3812825 75.6187175],1
v4,1,4.5e-05,16.664314,[460  13] ; [89 12],[452.3989547  20.6010453] ; [96.6010453  4.3989547],1
a5,1,7.5e-05,15.678808,[376 100] ; [61 40],[360.50606586 115.49393414] ; [76.49393414 24.50606586],1
d1,1,9.3e-05,15.26976,[356 120] ; [56 45],[339.88214905 136.11785095] ; [72.11785095 28.88214905],1
d2,1,0.000171,14.130986,[267 208] ; [36 65],[249.86979167 225.13020833] ; [53.13020833 47.86979167],1
p7,1,0.0027,9.000101,[296 165] ; [47 51],[282.86762075 178.13237925] ; [60.13237925 37.86762075],0
p4,1,0.003599,8.475564,[298 174] ; [48 53],[285.0122164 186.9877836] ; [60.9877836 40.0122164],0
p2,1,0.005991,7.553048,[405  69] ; [75 26],[395.68695652  78.31304348] ; [84.31304348 16.68695652],0
n5,1,0.011494,6.387372,[348 125] ; [61 39],[337.62129145 135.37870855] ; [71.37870855 28.62129145],0
d5,1,0.012891,6.184057,[428  48] ; [82 19],[420.72790295  55.27209705] ; [89.27209705 11.72790295],0
s8,1,0.013188,6.143726,[213 259] ; [32 69],[201.81500873 270.18499127] ; [43.18499127 57.81500873],0
v2,1,0.014806,5.93939,[281 174] ; [48 51],[270.20758123 184.79241877] ; [58.79241877 40.20758123],0
s7,1,0.014989,5.917712,[227 226] ; [35 61],[216.18579235 236.81420765] ; [45.81420765 50.18579235],0
n4,1,0.020683,5.353323,[367 108] ; [67 34],[357.89930556 117.10069444] ; [76.10069444 24.89930556],0
a3,1,0.020808,5.342776,[358 116] ; [65 36],[348.69913043 125.30086957] ; [74.30086957 26.69913043],0
u3,1,0.02736,4.86795,[80 36] ; [17 18],[74.51655629 41.48344371] ; [22.48344371 12.51655629],0
a6,1,0.031776,4.610528,[384  91] ; [72 29],[376.04166667  98.95833333] ; [79.95833333 21.04166667],0
d3,1,0.043362,4.08123,[414  62] ; [80 21],[407.52859619  68.47140381] ; [86.47140381 14.52859619],0
