Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.387542,[133  41] ; [122 142],[101.30136986  72.69863014] ; [153.69863014 110.30136986],1
s6,1,0.0,34.440449,[157  17] ; [173  91],[131.09589041  42.90410959] ; [198.90410959  65.09589041],1
p5,1,2e-06,22.595186,[ 46 130] ; [ 24 238],[ 28.12785388 147.87214612] ; [ 41.87214612 220.12785388],1
s7,1,5e-06,20.926719,[117  50] ; [119 132],[94.28708134 72.71291866] ; [141.71291866 109.28708134],1
s3,1,1.7e-05,18.476651,[123  49] ; [133 129],[101.4562212  70.5437788] ; [154.5437788 107.4562212],1
s4,1,7.1e-05,15.772982,[ 45 128] ; [ 30 234],[ 29.69107551 143.30892449] ; [ 45.30892449 218.69107551],1
s8,1,0.000643,11.646208,[106  69] ; [116 148],[88.49658314 86.50341686] ; [133.50341686 130.49658314],1
p6,1,0.002952,8.837066,[101  73] ; [114 148],[85.80275229 88.19724771] ; [129.19724771 132.80275229],0
p3,1,0.006625,7.371836,[132  44] ; [166  99],[118.92970522  57.07029478] ; [179.07029478  85.92970522],0
v3,1,0.009507,6.724942,[87 86] ; [ 94 156],[74.02600473 98.97399527] ; [106.97399527 143.02600473],0
p7,1,0.012429,6.248557,[140  34] ; [182  79],[128.8  45.2] ; [193.2  67.8],0
v1,1,0.014421,5.985915,[118  57] ; [142 113],[105.81395349  69.18604651] ; [154.18604651 100.81395349],0
p9,1,0.024983,5.02504,[163  12] ; [227  36],[155.82191781  19.17808219] ; [234.17808219  28.82191781],0
n6,1,0.02592,4.961372,[160  14] ; [223  40],[152.49885584  21.50114416] ; [230.50114416  32.49885584],0
p1,1,0.027929,4.832418,[ 22 153] ; [ 17 246],[ 15.58219178 159.41780822] ; [ 23.41780822 239.58219178],0
p10,1,0.03448,4.470754,[159  17] ; [218  44],[151.48858447  24.51141553] ; [225.51141553  36.48858447],0
a5,1,0.034793,4.455303,[151  25] ; [206  59],[142.47619048  33.52380952] ; [214.52380952  50.47619048],0
a3,1,0.037497,4.327681,[142  34] ; [190  74],[132.8  43.2] ; [199.2  64.8],0
a7,1,0.039909,4.221748,[125  51] ; [210  54],[134.  42.] ; [201.  63.],0
a4,1,0.047014,3.944903,[101  75] ; [126 138],[90.8 85.2] ; [136.2 127.8],0
b5,1,0.07084,3.263442,[93 83] ; [163 102],[102.16780045  73.83219955] ; [153.83219955 111.16780045],0
r4,1,0.095787,2.774322,[167   9] ; [240  25],[162.430839  13.569161] ; [244.569161  20.430839],0
d3,1,0.097835,2.740487,[151  25] ; [211  54],[144.47165533  31.52834467] ; [217.52834467  47.47165533],0
d1,1,0.101951,2.674762,[139  37] ; [191  74],[131.70068027  44.29931973] ; [198.29931973  66.70068027],0
a6,1,0.103914,2.644421,[114  62] ; [191  74],[121.72335601  54.27664399] ; [183.27664399  81.72335601],0
u1,1,0.113126,2.509998,[ 48 128] ; [ 55 210],[ 41.10657596 134.89342404] ; [ 61.89342404 203.10657596],0
