Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000249,13.416365,[29 18] ; [ 75 151],[17.9047619 29.0952381] ; [ 86.0952381 139.9047619],1
p1,1,0.026925,4.895585,[ 8 39] ; [ 16 212],[ 4.10181818 42.89818182] ; [ 19.89818182 208.10181818],0
b1,1,0.033036,4.543891,[25 22] ; [ 84 146],[18.49458484 28.50541516] ; [ 90.50541516 139.49458484],0
s7,1,0.046622,3.958992,[23 21] ; [ 79 139],[17.12977099 26.87022901] ; [ 84.87022901 133.12977099],0
n4,1,0.060281,3.529645,[39  8] ; [159  70],[33.7173913 13.2826087] ; [164.2826087  64.7173913],0
p5,1,0.088597,2.899676,[ 8 39] ; [ 20 208],[ 4.78545455 42.21454545] ; [ 23.21454545 204.78545455],0
u1,1,0.101565,2.6808,[11 36] ; [ 32 198],[ 7.29602888 39.70397112] ; [ 35.70397112 194.29602888],0
p2,1,0.102943,2.659354,[34 13] ; [190  40],[38.00722022  8.99277978] ; [185.99277978  44.00722022],0
r2,1,0.132777,2.259735,[46  1] ; [207  19],[43.55677656  3.44322344] ; [209.44322344  16.55677656],0
u3,1,0.140596,2.171429,[12  3] ; [48 32],[9.47368421 5.52631579] ; [50.52631579 29.47368421],0
u2,1,0.146507,2.10825,[11  4] ; [43 38],[8.4375 6.5625] ; [45.5625 35.4375],0
n1,1,0.163491,1.941636,[1 5] ; [30 35],[2.61971831 3.38028169] ; [28.38028169 36.61971831],0
s6,1,0.182022,1.781035,[32 14] ; [134  93],[27.97069597 18.02930403] ; [138.02930403  88.97069597],0
p11,1,0.214322,1.541989,[29 18] ; [163  67],[32.57761733 14.42238267] ; [159.42238267  70.57761733],0
a8,1,0.234526,1.413198,[ 3 39] ; [ 30 187],[ 5.35135135 36.64864865] ; [ 27.64864865 189.35135135],0
b5,1,0.245818,1.346917,[34 13] ; [146  84],[30.54151625 16.45848375] ; [149.45848375  80.54151625],0
s2,1,0.278461,1.174587,[25 22] ; [102 127],[21.62681159 25.37318841] ; [105.37318841 123.62681159],0
p3,1,0.292254,1.10921,[23 24] ; [ 93 136],[19.75362319 27.24637681] ; [ 96.24637681 132.75362319],0
a2,1,0.416206,0.661004,[13 34] ; [ 51 179],[10.85920578 36.14079422] ; [ 53.14079422 176.85920578],0
s5,1,0.421903,0.645007,[15 31] ; [ 60 164],[12.77777778 33.22222222] ; [ 62.22222222 161.77777778],0
r4,1,0.456657,0.554075,[42  5] ; [196  34],[40.38267148  6.61732852] ; [197.61732852  32.38267148],0
p12,1,0.456722,0.553916,[ 3 44] ; [  9 219],[ 2.05090909 44.94909091] ; [  9.94909091 218.05090909],0
