Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.512653,[35 87] ; [70 47],[53.59832636 68.40167364] ; [51.40167364 65.59832636],1
p9,1,0.004273,8.164042,[97 25] ; [109   9],[104.71666667  17.28333333] ; [101.28333333  16.71666667],0
p1,1,0.006421,7.428275,[ 18 105] ; [  5 112],[ 11.7875 111.2125] ; [ 11.2125 105.7875],0
p10,1,0.035839,4.404742,[91 31] ; [100  17],[97.49790795 24.50209205] ; [93.50209205 23.49790795],0
u3,1,0.038114,4.29991,[20 21] ; [20  7],[24.11764706 16.88235294] ; [15.88235294 11.11764706],0
n2,1,0.04343,4.078601,[20 13] ; [15  2],[23.1  9.9] ; [11.9  5.1],0
b2,1,0.050092,3.838391,[21 51] ; [34 42],[26.75675676 45.24324324] ; [28.24324324 47.75675676],0
b3,1,0.050092,3.838391,[21 51] ; [34 42],[26.75675676 45.24324324] ; [28.24324324 47.75675676],0
a7,1,0.050318,3.830836,[82 41] ; [92 26],[88.80497925 34.19502075] ; [85.19502075 32.80497925],0
n1,1,0.051169,3.802733,[10 23] ; [10  7],[13.2 19.8] ; [ 6.8 10.2],0
a3,1,0.05312,3.74014,[81 42] ; [91 27],[87.78423237 35.21576763] ; [84.21576763 33.78423237],0
s3,1,0.054709,3.690924,[74 48] ; [57 61],[66.59166667 55.40833333] ; [64.40833333 53.59166667],0
s5,1,0.062209,3.477493,[38 78] ; [51 63],[44.88695652 71.11304348] ; [44.11304348 69.88695652],0
n5,1,0.07008,3.281141,[83 39] ; [91 25],[89.19327731 32.80672269] ; [84.80672269 31.19327731],0
b5,1,0.091973,2.839496,[65 58] ; [75 43],[71.45228216 51.54771784] ; [68.54771784 49.45228216],0
d3,1,0.11891,2.431614,[77 46] ; [85 33],[82.68049793 40.31950207] ; [79.31950207 38.68049793],0
a8,1,0.121644,2.396029,[ 10 107] ; [16 89],[ 13.7027027 103.2972973] ; [12.2972973 92.7027027],0
d5,1,0.129634,2.296885,[96 27] ; [101  17],[100.54356846  22.45643154] ; [96.45643154 21.54356846],0
r3,1,0.13785,2.201802,[111  11] ; [113   5],[113.86666667   8.13333333] ; [110.13333333   7.86666667],0
a5,1,0.142957,2.145839,[88 35] ; [94 24],[92.8879668 30.1120332] ; [89.1120332 28.8879668],0
r4,1,0.149912,2.073145,[104  19] ; [107  11],[107.68879668  15.31120332] ; [103.31120332  14.68879668],0
d4,1,0.182313,1.778664,[96 27] ; [100  18],[100.03319502  22.96680498] ; [95.96680498 22.03319502],0
r2,1,0.205284,1.604377,[111  10] ; [112   5],[113.37394958   7.62605042] ; [109.62605042   7.37394958],0
v4,1,0.211138,1.563605,[113  10] ; [113   5],[115.34439834   7.65560166] ; [110.65560166   7.34439834],0
p7,1,0.21229,1.555739,[84 38] ; [89 28],[88.30962343 33.69037657] ; [84.69037657 32.30962343],0
a2,1,0.214739,1.539186,[25 98] ; [32 86],[29.09128631 93.90871369] ; [27.90871369 90.09128631],0
a4,1,0.229167,1.446022,[52 71] ; [59 59],[56.65145228 66.34854772] ; [54.34854772 63.65145228],0
r1,1,0.229374,1.444738,[88 34] ; [93 25],[92.00833333 29.99166667] ; [88.99166667 29.00833333],0
p6,1,0.278529,1.174256,[55 68] ; [59 55],[59.16455696 63.83544304] ; [54.83544304 59.16455696],0
p11,1,0.287761,1.130066,[92 31] ; [95 23],[95.43983402 27.56016598] ; [91.56016598 26.43983402],0
d1,1,0.303908,1.056969,[67 56] ; [72 46],[70.94190871 52.05809129] ; [68.05809129 49.94190871],0
s8,1,0.314617,1.011193,[48 74] ; [54 64],[51.85 70.15] ; [50.15 67.85],0
u1,1,0.331238,0.944051,[ 21 102] ; [26 92],[23.98755187 99.01244813] ; [23.01244813 94.98755187],0
s1,1,0.339082,0.9139,[  6 117] ; [  3 115],[  4.593361 118.406639] ; [  4.406639 113.593361],0
p2,1,0.356402,0.850532,[102  21] ; [102  15],[104.55  18.45] ; [99.45 17.55],0
a1,1,0.392186,0.732154,[  7 116] ; [  4 114],[  5.61410788 117.38589212] ; [  5.38589212 112.61410788],0
b4,1,0.438443,0.600354,[69 54] ; [72 46],[71.9626556 51.0373444] ; [69.0373444 48.9626556],0
n3,1,0.450282,0.569941,[24  9] ; [14  3],[25.08  7.92] ; [12.92  4.08],0
a6,1,0.539659,0.376172,[82 41] ; [83 35],[84.21161826 38.78838174] ; [80.78838174 37.21161826],0
s6,1,0.631761,0.22968,[81 38] ; [83 34],[82.69491525 36.30508475] ; [81.30508475 35.69491525],0
n6,1,0.702164,0.146231,[101  21] ; [99 18],[102.09205021  19.90794979] ; [97.90794979 19.09205021],0
p12,1,0.716707,0.13167,[  6 116] ; [  7 110],[  6.63598326 115.36401674] ; [  6.36401674 110.63598326],0
p8,1,0.766712,0.088018,[77 45] ; [76 41],[78.10041841 43.89958159] ; [74.89958159 42.10041841],0
n4,1,0.830757,0.045681,[95 28] ; [89 28],[94.3 28.7] ; [89.7 27.3],0
s4,1,0.861257,0.030546,[27 95] ; [27 90],[27.56485356 94.43514644] ; [26.43514644 90.56485356],0
p4,1,0.869082,0.027167,[98 25] ; [93 25],[97.4813278 25.5186722] ; [93.5186722 24.4813278],0
u2,1,0.880636,0.022549,[21 21] ; [13 14],[20.69565217 21.30434783] ; [13.30434783 13.69565217],0
d2,1,0.902345,0.015055,[59 63] ; [58 60],[59.475 62.525] ; [57.525 60.475],0
b1,1,0.919425,0.010233,[55 68] ; [52 66],[54.60995851 68.39004149] ; [52.39004149 65.60995851],0
s7,1,0.936546,0.006338,[56 60] ; [53 58],[55.70044053 60.29955947] ; [53.29955947 57.70044053],0
s2,1,0.949692,0.003981,[61 62] ; [59 59],[61.24481328 61.75518672] ; [58.75518672 59.24481328],0
p5,1,0.95287,0.003493,[ 17 106] ; [ 16 102],[ 16.84232365 106.15767635] ; [ 16.15767635 101.84232365],0
