Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.014877,5.930946,[15 22] ; [18  7],[19.69354839 17.30645161] ; [13.30645161 11.69354839],0
a4,1,0.021632,5.27512,[ 9 27] ; [13 11],[13.2 22.8] ; [ 8.8 15.2],0
a3,1,0.037124,4.344733,[19 18] ; [18  5],[22.81666667 14.18333333] ; [14.18333333  8.81666667],0
u3,1,0.04299,4.095805,[ 3 15] ; [4 3],[ 5.04 12.96] ; [1.96 5.04],0
p8,1,0.052893,3.747296,[ 7 30] ; [10 14],[10.31147541 26.68852459] ; [ 6.68852459 17.31147541],0
a6,1,0.053619,3.724506,[13 24] ; [15 10],[16.70967742 20.29032258] ; [11.29032258 13.70967742],0
d3,1,0.053619,3.724506,[13 24] ; [15 10],[16.70967742 20.29032258] ; [11.29032258 13.70967742],0
n1,1,0.069385,3.297514,[ 6 14] ; [7 4],[ 8.38709677 11.61290323] ; [4.61290323 6.38709677],0
r4,1,0.074869,3.172903,[ 2 35] ; [ 5 20],[ 4.17741935 32.82258065] ; [ 2.82258065 22.17741935],0
d5,1,0.086945,2.930039,[17 20] ; [17  8],[20.29032258 16.70967742] ; [13.70967742 11.29032258],0
v4,1,0.162231,1.953309,[17 20] ; [16  9],[19.69354839 17.30645161] ; [13.30645161 11.69354839],0
d1,1,0.165981,1.918872,[10 27] ; [11 14],[12.53225806 24.46774194] ; [ 8.46774194 16.53225806],0
a1,1,0.16602,1.91852,[ 4 33] ; [ 6 19],[ 5.96774194 31.03225806] ; [ 4.03225806 20.96774194],0
p2,1,0.192467,1.698632,[16 20] ; [ 7 18],[13.57377049 22.42622951] ; [ 9.42622951 15.57377049],0
b4,1,0.19251,1.698304,[19 18] ; [17  8],[21.48387097 15.51612903] ; [14.51612903 10.48387097],0
b5,1,0.231402,1.432221,[15 22] ; [14 11],[17.30645161 19.69354839] ; [11.69354839 13.30645161],0
d4,1,0.233456,1.419677,[18 19] ; [16  9],[20.29032258 16.70967742] ; [13.70967742 11.29032258],0
r1,1,0.249316,1.327135,[11 26] ; [11 14],[13.12903226 23.87096774] ; [ 8.87096774 16.12903226],0
v1,1,0.283751,1.149035,[10 27] ; [10 15],[11.93548387 25.06451613] ; [ 8.06451613 16.93548387],0
p9,1,0.326223,0.963832,[12 22] ; [12 13],[13.83050847 20.16949153] ; [10.16949153 14.83050847],0
s1,1,0.335446,0.927759,[ 3 34] ; [ 4 21],[ 4.17741935 32.82258065] ; [ 2.82258065 22.17741935],0
p5,1,0.340356,0.909091,[ 2 34] ; [ 3 21],[ 3. 33.] ; [ 2. 22.],0
p3,1,0.393212,0.728988,[ 8 28] ; [ 8 17],[ 9.44262295 26.55737705] ; [ 6.55737705 18.44262295],0
n2,1,0.436198,0.606264,[ 8 12] ; [6 5],[ 9.03225806 10.96774194] ; [4.96774194 6.03225806],0
n5,1,0.452182,0.565176,[27 10] ; [16  9],[25.66129032 11.33870968] ; [17.33870968  7.66129032],0
n6,1,0.45935,0.547477,[19 18] ; [10 14],[17.59016393 19.40983607] ; [11.40983607 12.59016393],0
s2,1,0.467463,0.527967,[ 7 30] ; [ 3 22],[ 5.96774194 31.03225806] ; [ 4.03225806 20.96774194],0
n4,1,0.48207,0.494177,[24 13] ; [14 11],[22.67741935 14.32258065] ; [15.32258065  9.67741935],0
b1,1,0.494671,0.46635,[22 15] ; [17  8],[23.27419355 13.72580645] ; [15.72580645  9.27419355],0
r2,1,0.526103,0.401914,[21 14] ; [17  8],[22.16666667 12.83333333] ; [15.83333333  9.16666667],0
p4,1,0.548707,0.359639,[ 9 27] ; [ 8 17],[10.03278689 25.96721311] ; [ 6.96721311 18.03278689],0
p6,1,0.578002,0.309476,[ 4 32] ; [ 4 21],[ 4.72131148 31.27868852] ; [ 3.27868852 21.72131148],0
s4,1,0.582589,0.302068,[ 8 29] ; [ 4 21],[ 7.16129032 29.83870968] ; [ 4.83870968 20.16129032],0
s3,1,0.615183,0.252696,[ 8 27] ; [ 4 19],[ 7.24137931 27.75862069] ; [ 4.75862069 18.24137931],0
s7,1,0.625697,0.237941,[ 4 29] ; [ 4 20],[ 4.63157895 28.36842105] ; [ 3.36842105 20.63157895],0
v3,1,0.629722,0.232438,[ 7 30] ; [ 6 19],[ 7.75806452 29.24193548] ; [ 5.24193548 19.75806452],0
p11,1,0.710368,0.13791,[12 25] ; [ 7 18],[11.33870968 25.66129032] ; [ 7.66129032 17.33870968],0
b2,1,0.734547,0.114977,[ 9 16] ; [ 7 10],[ 9.52380952 15.47619048] ; [ 6.47619048 10.52380952],0
b3,1,0.734547,0.114977,[ 9 16] ; [ 7 10],[ 9.52380952 15.47619048] ; [ 6.47619048 10.52380952],0
s6,1,0.745588,0.105276,[ 9 28] ; [ 7 18],[ 9.5483871 27.4516129] ; [ 6.4516129 18.5483871],0
p12,1,0.776712,0.080432,[ 1 36] ; [ 1 24],[ 1.19354839 35.80645161] ; [ 0.80645161 24.19354839],0
p1,1,0.785128,0.074334,[ 5 32] ; [ 4 21],[ 5.37096774 31.62903226] ; [ 3.62903226 21.37096774],0
n3,1,0.808543,0.058712,[10 10] ; [5 6],[ 9.67741935 10.32258065] ; [5.32258065 5.67741935],0
u2,1,0.818733,0.052521,[ 6 12] ; [2 5],[ 5.76 12.24] ; [2.24 4.76],0
p7,1,0.890831,0.018838,[12 23] ; [ 9 16],[12.25 22.75] ; [ 8.75 16.25],0
d2,1,0.930381,0.007633,[14 22] ; [10 15],[14.16393443 21.83606557] ; [ 9.83606557 15.16393443],0
p10,1,0.930381,0.007633,[14 22] ; [10 15],[14.16393443 21.83606557] ; [ 9.83606557 15.16393443],0
v2,1,0.957189,0.002882,[ 7 29] ; [ 5 20],[ 7.08196721 28.91803279] ; [ 4.91803279 20.08196721],0
s5,1,0.981884,0.000516,[ 6 31] ; [ 4 21],[ 5.96774194 31.03225806] ; [ 4.03225806 20.96774194],0
