Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,50.681161,[120  32] ; [11 37],[99.56 52.44] ; [31.44 16.56],1
d5,1,0.0,45.512914,[131  21] ; [18 30],[113.24  38.76] ; [35.76 12.24],1
d1,1,0.0,44.923089,[97 55] ; [ 4 44],[76.76 75.24] ; [24.24 23.76],1
a3,1,2e-06,22.611372,[106  46] ; [15 33],[91.96 60.04] ; [29.04 18.96],1
r1,1,0.000238,13.506319,[125  27] ; [27 21],[115.52  36.48] ; [36.48 11.52],1
d2,1,0.002121,9.441888,[73 79] ; [11 37],[63.84 88.16] ; [20.16 27.84],0
a5,1,0.005466,7.718432,[109  43] ; [24 24],[101.08  50.92] ; [31.92 16.08],0
r4,1,0.007485,7.152757,[137  15] ; [36 12],[131.48  20.52] ; [41.52  6.48],0
a4,1,0.022325,5.220264,[59 93] ; [10 38],[52.44 99.56] ; [16.56 31.44],0
a7,1,0.043047,4.093567,[112  40] ; [28 20],[106.4  45.6] ; [33.6 14.4],0
p4,1,0.045356,4.005344,[102  48] ; [25 23],[96.21212121 53.78787879] ; [30.78787879 17.21212121],0
s2,1,0.049754,3.849735,[78 73] ; [17 31],[72.08542714 78.91457286] ; [22.91457286 25.08542714],0
a2,1,0.051481,3.79257,[ 27 125] ; [ 3 45],[ 22.8 129.2] ; [ 7.2 40.8],0
b3,1,0.057902,3.596471,[21 63] ; [ 2 24],[17.56363636 66.43636364] ; [ 5.43636364 20.56363636],0
b2,1,0.057902,3.596471,[21 63] ; [ 2 24],[17.56363636 66.43636364] ; [ 5.43636364 20.56363636],0
a8,1,0.058399,3.582266,[ 22 120] ; [ 2 42],[ 18.32258065 123.67741935] ; [ 5.67741935 38.32258065],0
s3,1,0.063591,3.441174,[87 63] ; [20 27],[81.47208122 68.52791878] ; [25.52791878 21.47208122],0
u1,1,0.067728,3.337255,[ 21 131] ; [ 2 46],[ 17.48 134.52] ; [ 5.52 42.48],0
u2,1,0.06955,3.293617,[29 17] ; [14 19],[25.03797468 20.96202532] ; [17.96202532 15.03797468],0
p1,1,0.071414,3.250215,[ 12 139] ; [ 8 39],[ 15.25252525 135.74747475] ; [ 4.74747475 42.25252525],0
u3,1,0.075434,3.160642,[25 19] ; [12 21],[21.14285714 22.85714286] ; [15.85714286 17.14285714],0
s8,1,0.086891,2.931045,[65 86] ; [14 34],[59.94472362 91.05527638] ; [19.05527638 28.94472362],0
r2,1,0.091192,2.853212,[139  10] ; [41  7],[136.14213198  12.85786802] ; [43.85786802  4.14213198],0
p12,1,0.091807,2.842407,[  8 142] ; [ 6 42],[ 10.60606061 139.39393939] ; [ 3.39393939 44.60606061],0
s6,1,0.133772,2.248172,[99 48] ; [26 21],[94.71649485 52.28350515] ; [30.28350515 16.71649485],0
p2,1,0.15678,2.005011,[135  17] ; [38  9],[132.14070352  19.85929648] ; [40.85929648  6.14070352],0
n4,1,0.171507,1.869723,[110  41] ; [30 18],[106.23115578  44.76884422] ; [33.76884422 14.23115578],0
n2,1,0.179072,1.805307,[24  9] ; [5 5],[22.25581395 10.74418605] ; [6.74418605 3.25581395],0
v2,1,0.180098,1.796812,[66 82] ; [15 30],[62.11398964 85.88601036] ; [18.88601036 26.11398964],0
s7,1,0.216903,1.524747,[70 75] ; [17 28],[66.39473684 78.60526316] ; [20.60526316 24.39473684],0
b4,1,0.221872,1.492224,[85 67] ; [22 26],[81.32 70.68] ; [25.68 22.32],0
s1,1,0.362177,0.830331,[  8 143] ; [ 1 46],[  6.86363636 144.13636364] ; [ 2.13636364 44.86363636],0
n6,1,0.497778,0.45967,[126  25] ; [38 10],[124.44221106  26.55778894] ; [39.55778894  8.44221106],0
p6,1,0.54927,0.358626,[64 87] ; [18 30],[62.22110553 88.77889447] ; [19.77889447 28.22110553],0
b5,1,0.56881,0.324678,[80 72] ; [23 25],[78.28 73.72] ; [24.72 23.28],0
p3,1,0.56945,0.323604,[88 64] ; [25 22],[86.31155779 65.68844221] ; [26.68844221 20.31155779],0
r3,1,0.569973,0.322728,[141   9] ; [44  4],[140.15151515   9.84848485] ; [44.84848485  3.15151515],0
b1,1,0.605025,0.267483,[57 95] ; [20 28],[58.52 93.48] ; [18.48 29.52],0
p11,1,0.636438,0.223431,[122  30] ; [40  8],[123.12  28.88] ; [38.88  9.12],0
s4,1,0.692326,0.156578,[ 28 122] ; [10 37],[ 28.93401015 121.06598985] ; [ 9.06598985 37.93401015],0
p10,1,0.692326,0.156578,[122  28] ; [37 10],[121.06598985  28.93401015] ; [37.93401015  9.06598985],0
n3,1,0.711465,0.136818,[21 12] ; [7 3],[21.48837209 11.51162791] ; [6.51162791 3.48837209],0
n5,1,0.712568,0.135726,[102  48] ; [34 14],[103.03030303  46.96969697] ; [32.96969697 15.03030303],0
n1,1,0.74591,0.105,[ 8 24] ; [2 8],[ 7.61904762 24.38095238] ; [2.38095238 7.61904762],0
v4,1,0.775592,0.081264,[143   8] ; [45  2],[143.37373737   7.62626263] ; [44.62626263  2.37373737],0
a6,1,0.781245,0.077116,[98 54] ; [32 16],[98.8 53.2] ; [31.2 16.8],0
v3,1,0.818111,0.052889,[ 42 109] ; [12 34],[ 41.39086294 109.60913706] ; [12.60913706 33.39086294],0
s5,1,0.872788,0.025638,[ 42 105] ; [14 33],[ 42.43298969 104.56701031] ; [13.56701031 33.43298969],0
p9,1,0.928825,0.007979,[121  29] ; [39  9],[121.21212121  28.78787879] ; [38.78787879  9.21212121],0
p7,1,0.960021,0.002513,[116  32] ; [37 10],[116.12307692  31.87692308] ; [36.87692308 10.12307692],0
p5,1,0.961652,0.002312,[ 19 133] ; [ 6 41],[ 19.09547739 132.90452261] ; [ 5.90452261 41.09547739],0
