Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.002505,9.136875,[ 9 39] ; [161 229],[18.63013699 29.36986301] ; [151.36986301 238.63013699],0
s6,1,0.004204,8.193509,[38 12] ; [219 181],[28.55555556 21.44444444] ; [228.44444444 171.55555556],0
r2,1,0.017347,5.660886,[41  9] ; [366  31],[45.52572707  4.47427293] ; [361.47427293  35.52572707],0
n4,1,0.018349,5.562545,[37 13] ; [348  54],[42.58849558  7.41150442] ; [342.41150442  59.58849558],0
d2,1,0.025243,5.007164,[16 34] ; [195 205],[23.44444444 26.55555556] ; [187.55555556 212.44444444],0
v2,1,0.02732,4.870466,[19 31] ; [209 174],[26.32794457 23.67205543] ; [201.67205543 181.32794457],0
b2,1,0.056464,3.638331,[ 5 20] ; [100 154],[ 9.40860215 15.59139785] ; [ 95.59139785 158.40860215],0
b3,1,0.056464,3.638331,[ 5 20] ; [100 154],[ 9.40860215 15.59139785] ; [ 95.59139785 158.40860215],0
s2,1,0.08071,3.050542,[25 24] ; [152 247],[19.359375 29.640625] ; [157.640625 241.359375],0
p3,1,0.103958,2.643751,[28 22] ; [175 224],[22.60579065 27.39420935] ; [180.39420935 218.60579065],0
r4,1,0.135468,2.228695,[38 12] ; [339  63],[41.70353982  8.29646018] ; [335.29646018  66.70353982],0
p5,1,0.144966,2.124433,[ 1 49] ; [ 30 367],[ 3.46756152 46.53243848] ; [ 27.53243848 369.46756152],0
d1,1,0.161367,1.96137,[22 28] ; [219 183],[26.65929204 23.34070796] ; [214.34070796 187.65929204],0
u2,1,0.167803,1.902464,[ 6 11] ; [69 61],[8.67346939 8.32653061] ; [66.32653061 63.67346939],0
a8,1,0.188063,1.732725,[ 4 43] ; [ 57 304],[ 7.02696078 39.97303922] ; [ 53.97303922 307.02696078],0
b4,1,0.215566,1.533647,[24 26] ; [230 172],[28.09734513 21.90265487] ; [225.90265487 176.09734513],0
s3,1,0.220388,1.501845,[28 21] ; [191 208],[23.953125 25.046875] ; [195.046875 203.953125],0
p12,1,0.222306,1.489424,[ 1 49] ; [ 25 373],[ 2.90178571 47.09821429] ; [ 23.09821429 374.90178571],0
a5,1,0.223979,1.478695,[31 19] ; [283 119],[34.73451327 15.26548673] ; [279.26548673 122.73451327],0
r1,1,0.233485,1.419507,[34 16] ; [303  97],[37.44444444 12.55555556] ; [299.55555556 100.44444444],0
p8,1,0.236543,1.401077,[27 21] ; [186 208],[23.13122172 24.86877828] ; [189.86877828 204.13122172],0
p11,1,0.268637,1.223691,[42  8] ; [310  92],[38.9380531 11.0619469] ; [313.0619469  88.9380531],0
v1,1,0.27291,1.202062,[22 27] ; [208 183],[25.61363636 23.38636364] ; [204.38636364 186.61363636],0
p2,1,0.339401,0.912691,[42  8] ; [311  87],[39.39732143 10.60267857] ; [313.60267857  84.39732143],0
s1,1,0.370578,0.801724,[ 3 46] ; [ 14 383],[ 1.867713 47.132287] ; [ 15.132287 381.867713],0
p4,1,0.400716,0.706176,[31 19] ; [223 177],[28.22222222 21.77777778] ; [225.77777778 174.22222222],0
p9,1,0.414111,0.666967,[38 11] ; [326  70],[40.08089888  8.91910112] ; [323.91910112  72.08089888],0
d4,1,0.456977,0.553289,[36 14] ; [307  93],[38.11111111 11.88888889] ; [304.88888889  95.11111111],0
r3,1,0.457971,0.550849,[43  6] ; [365  36],[44.42666667  4.57333333] ; [363.57333333  37.42666667],0
a4,1,0.503145,0.448297,[19 31] ; [171 227],[21.20535714 28.79464286] ; [168.79464286 229.20535714],0
p10,1,0.506451,0.441392,[37 12] ; [316  81],[38.78251121 10.21748879] ; [314.21748879  82.78251121],0
n2,1,0.583937,0.299913,[8 5] ; [67 30],[8.86363636 4.13636364] ; [66.13636364 30.86363636],0
n6,1,0.607207,0.264262,[43  6] ; [340  60],[41.79732739  7.20267261] ; [341.20267261  58.79732739],0
a1,1,0.661415,0.19181,[ 2 48] ; [ 22 380],[ 2.65486726 47.34513274] ; [ 21.34513274 380.65486726],0
a2,1,0.67294,0.178183,[10 40] ; [ 91 311],[11.17256637 38.82743363] ; [ 89.82743363 312.17256637],0
d3,1,0.678121,0.172249,[33 17] ; [252 148],[31.66666667 18.33333333] ; [253.33333333 146.66666667],0
p7,1,0.681781,0.168128,[30 19] ; [228 164],[28.66666667 20.33333333] ; [229.33333333 162.66666667],0
n3,1,0.722221,0.126374,[9 4] ; [61 34],[8.42592593 4.57407407] ; [61.57407407 33.42592593],0
v4,1,0.722264,0.126334,[45  5] ; [366  34],[45.66666667  4.33333333] ; [365.33333333  34.66666667],0
b5,1,0.725708,0.123089,[32 18] ; [247 155],[30.86283186 19.13716814] ; [248.13716814 153.86283186],0
b1,1,0.75442,0.097854,[19 31] ; [162 240],[20.02212389 29.97787611] ; [160.97787611 241.02212389],0
a6,1,0.766536,0.088155,[33 17] ; [273 128],[33.92461197 16.07538803] ; [272.07538803 128.92461197],0
d5,1,0.772761,0.083385,[38 12] ; [312  89],[38.80266075 11.19733925] ; [311.19733925  89.80266075],0
a3,1,0.784337,0.074896,[33 17] ; [271 128],[33.85300668 16.14699332] ; [270.14699332 128.85300668],0
p1,1,0.795685,0.067048,[ 3 47] ; [ 28 373],[ 3.4368071 46.5631929] ; [ 27.5631929 373.4368071],0
n1,1,0.802643,0.062464,[5 8] ; [40 55],[5.41666667 7.58333333] ; [39.58333333 55.41666667],0
s7,1,0.810439,0.057532,[22 28] ; [160 219],[21.21212121 28.78787879] ; [160.78787879 218.21212121],0
s8,1,0.87306,0.025527,[18 32] ; [149 252],[18.51441242 31.48558758] ; [148.48558758 252.51441242],0
u3,1,0.889135,0.019432,[8 9] ; [64 67],[8.27027027 8.72972973] ; [63.72972973 67.27027027],0
p6,1,0.948963,0.004097,[15 34] ; [123 273],[15.19550562 33.80449438] ; [122.80449438 273.19550562],0
u1,1,0.952015,0.003621,[ 8 42] ; [ 63 339],[ 7.8539823 42.1460177] ; [ 63.1460177 338.8539823],0
a7,1,0.979767,0.000643,[35 15] ; [280 121],[34.92239468 15.07760532] ; [280.07760532 120.92239468],0
