Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,52.516202,[41 44] ; [190  27],[65.01655629 19.98344371] ; [165.98344371  51.01655629],1
p2,1,0.0,40.186717,[44 43] ; [185  32],[65.53618421 21.46381579] ; [163.46381579  53.53618421],1
n6,1,2e-06,22.883379,[54 33] ; [187  29],[69.1980198 17.8019802] ; [171.8019802  44.1980198],1
p9,1,3e-06,21.614452,[52 32] ; [186  30],[66.64 17.36] ; [171.36  44.64],1
r3,1,5e-06,20.860273,[69 18] ; [207   9],[79.24752475  7.75247525] ; [196.75247525  19.24752475],1
p8,1,6.9e-05,15.826165,[22 62] ; [111 104],[37.36454849 46.63545151] ; [ 95.63545151 119.36454849],1
r4,1,0.000279,13.208747,[64 23] ; [196  22],[74.16393443 12.83606557] ; [185.83606557  32.16393443],1
p7,1,0.001912,9.632,[38 48] ; [137  78],[50. 36.] ; [125.  90.],0
p3,1,0.002964,8.829665,[27 60] ; [108 109],[38.63486842 48.36513158] ; [ 96.36513158 120.63486842],0
v4,1,0.005361,7.753504,[73 14] ; [203  13],[79.24752475  7.75247525] ; [196.75247525  19.24752475],0
n5,1,0.014362,5.993123,[51 36] ; [157  58],[59.9205298 27.0794702] ; [148.0794702  66.9205298],0
s8,1,0.023407,5.138074,[23 64] ; [ 87 129],[31.58415842 55.41584158] ; [ 78.41584158 137.58415842],0
n4,1,0.02655,4.919845,[60 27] ; [176  42],[67.31803279 19.68196721] ; [168.68196721  49.31803279],0
p5,1,0.032062,4.595173,[ 3 82] ; [ 25 193],[ 7.85478548 77.14521452] ; [ 20.14521452 197.85478548],0
a3,1,0.032962,4.547741,[73 13] ; [160  58],[65.91447368 20.08552632] ; [167.08552632  50.91447368],0
r1,1,0.036658,4.36624,[61 26] ; [176  41],[67.82565789 19.17434211] ; [169.17434211  47.82565789],0
p4,1,0.03991,4.221727,[38 47] ; [126  92],[46.00660066 38.99339934] ; [117.99339934 100.00660066],0
b1,1,0.040754,4.186221,[43 44] ; [ 80 138],[35.0852459 51.9147541] ; [ 87.9147541 130.0852459],0
n1,1,0.047527,3.926631,[19 19] ; [16 38],[14.45652174 23.54347826] ; [20.54347826 33.45652174],0
s6,1,0.087047,2.928154,[47 40] ; [137  75],[53.53846154 33.46153846] ; [130.46153846  81.53846154],0
s7,1,0.099805,2.70865,[31 50] ; [101 105],[37.2543554 43.7456446] ; [ 94.7456446 111.2543554],0
u2,1,0.118869,2.432155,[5 9] ; [33 23],[7.6 6.4] ; [30.4 25.6],0
a4,1,0.164094,1.936091,[51 35] ; [110 108],[45.54605263 40.45394737] ; [115.45394737 102.54605263],0
s4,1,0.165674,1.921656,[20 67] ; [ 35 181],[15.79207921 71.20792079] ; [ 39.20792079 176.79207921],0
d2,1,0.18381,1.766545,[53 32] ; [117 100],[47.84768212 37.15231788] ; [122.15231788  94.84768212],0
b4,1,0.2096,1.574184,[43 44] ; [125  93],[47.92131148 39.07868852] ; [120.07868852  97.92131148],0
a6,1,0.216913,1.524678,[60 26] ; [167  51],[64.21710526 21.78289474] ; [162.78289474  55.21710526],0
n3,1,0.229723,1.442573,[24 13] ; [42 13],[26.54347826 10.45652174] ; [39.45652174 15.54347826],0
d4,1,0.277136,1.181079,[69 17] ; [186  32],[72.13815789 13.86184211] ; [182.86184211  35.13815789],0
s2,1,0.283885,1.148398,[34 53] ; [ 99 117],[38.18811881 48.81188119] ; [ 94.81188119 121.18811881],0
s1,1,0.315504,1.007492,[ 5 82] ; [  7 208],[ 3.45695364 83.54304636] ; [  8.54304636 206.45695364],0
p6,1,0.324538,0.970571,[21 64] ; [ 66 151],[24.48675497 60.51324503] ; [ 62.51324503 154.48675497],0
v2,1,0.352092,0.865905,[34 50] ; [ 98 113],[37.58644068 46.41355932] ; [ 94.41355932 116.58644068],0
u3,1,0.356495,0.850202,[5 8] ; [30 27],[6.5 6.5] ; [28.5 28.5],0
s3,1,0.402516,0.700797,[42 44] ; [117  99],[45.2781457 40.7218543] ; [113.7218543 102.2781457],0
n2,1,0.464214,0.535714,[25 15] ; [39 17],[26.66666667 13.33333333] ; [37.33333333 18.66666667],0
u4,1,0.499781,0.455401,[ 1 86] ; [  1 217],[ 0.5704918 86.4295082] ; [  1.4295082 216.5704918],0
p1,1,0.525587,0.402917,[ 5 82] ; [ 17 200],[ 6.29605263 80.70394737] ; [ 15.70394737 201.29605263],0
a2,1,0.595186,0.282318,[27 60] ; [ 61 157],[25.10163934 61.89836066] ; [ 62.89836066 155.10163934],0
v3,1,0.601757,0.272354,[22 60] ; [ 64 150],[23.82432432 58.17567568] ; [ 62.17567568 151.82432432],0
a1,1,0.641367,0.216959,[ 6 81] ; [ 12 206],[ 5.13442623 81.86557377] ; [ 12.86557377 205.13442623],0
d1,1,0.697686,0.150891,[53 34] ; [138  80],[54.48196721 32.51803279] ; [136.51803279  81.48196721],0
a8,1,0.711209,0.137073,[10 70] ; [ 22 179],[ 9.11032028 70.88967972] ; [ 22.88967972 178.11032028],0
a7,1,0.757823,0.095074,[63 24] ; [154  64],[61.89836066 25.10163934] ; [155.10163934  62.89836066],0
u1,1,0.809516,0.058105,[17 70] ; [ 40 178],[16.25901639 70.74098361] ; [ 40.74098361 177.25901639],0
d5,1,0.845348,0.038048,[71 15] ; [182  36],[71.57236842 14.42763158] ; [181.42763158  36.57236842],0
d3,1,0.897787,0.016501,[61 25] ; [153  65],[60.53947368 25.46052632] ; [153.46052632  64.53947368],0
b3,1,0.923202,0.009293,[17 30] ; [46 84],[16.72881356 30.27118644] ; [46.27118644 83.72881356],0
b2,1,0.923202,0.009293,[17 30] ; [46 84],[16.72881356 30.27118644] ; [46.27118644 83.72881356],0
b5,1,0.928375,0.00808,[45 42] ; [114 104],[45.35409836 41.64590164] ; [113.64590164 104.35409836],0
r2,1,0.929077,0.007922,[78  6] ; [199  16],[77.81939799  6.18060201] ; [199.18060201  15.81939799],0
s5,1,0.979197,0.00068,[25 57] ; [ 64 147],[24.90784983 57.09215017] ; [ 64.09215017 146.90784983],0
