Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,38.415478,[315  79] ; [38 43],[292.80421053 101.19578947] ; [60.19578947 20.80421053],1
n4,1,0.0,25.696522,[324  72] ; [46 36],[306.52719665  89.47280335] ; [63.47280335 18.52719665],1
b1,1,0.000725,11.423921,[130 267] ; [43 39],[143.38413361 253.61586639] ; [29.61586639 52.38413361],1
p10,1,0.004475,8.080163,[336  56] ; [59 22],[327.35729387  64.64270613] ; [67.64270613 13.35729387],0
p3,1,0.00479,7.956886,[190 206] ; [25 56],[178.49056604 217.50943396] ; [36.50943396 44.49056604],0
d2,1,0.011952,6.317975,[186 211] ; [26 56],[175.70772443 221.29227557] ; [36.29227557 45.70772443],0
p9,1,0.014594,5.964833,[343  50] ; [63 19],[335.91157895  57.08842105] ; [70.08842105 11.91157895],0
b3,1,0.015295,5.882156,[ 93 155] ; [ 9 38],[ 85.74915254 162.25084746] ; [16.25084746 30.74915254],0
b2,1,0.015295,5.882156,[ 93 155] ; [ 9 38],[ 85.74915254 162.25084746] ; [16.25084746 30.74915254],0
r4,1,0.01936,5.468727,[356  41] ; [66 16],[349.75782881  47.24217119] ; [72.24217119  9.75782881],0
v3,1,0.020221,5.392755,[152 232] ; [20 58],[142.96103896 241.03896104] ; [29.03896104 48.96103896],0
r2,1,0.026051,4.952659,[367  25] ; [70 11],[362.16490486  29.83509514] ; [74.83509514  6.16490486],0
u3,1,0.029409,4.74354,[61 61] ; [21  8],[66.25165563 55.74834437] ; [15.74834437 13.25165563],0
d1,1,0.034475,4.470984,[225 172] ; [36 46],[216.31941545 180.68058455] ; [44.68058455 37.31941545],0
r3,1,0.043369,4.080975,[385  11] ; [76  6],[381.91631799  14.08368201] ; [79.08368201  2.91631799],0
p6,1,0.059681,3.546217,[128 265] ; [17 61],[120.98726115 272.01273885] ; [24.01273885 53.98726115],0
n1,1,0.060541,3.522513,[23 61] ; [9 9],[26.35294118 57.64705882] ; [ 5.64705882 12.35294118],0
n2,1,0.066865,3.358354,[57 26] ; [17  2],[60.21568627 22.78431373] ; [13.78431373  5.21568627],0
s7,1,0.0732,3.209759,[161 221] ; [24 53],[153.96514161 228.03485839] ; [31.03485839 45.96514161],0
s6,1,0.082629,3.012414,[228 165] ; [39 43],[220.90736842 172.09263158] ; [46.09263158 35.90736842],0
b5,1,0.087888,2.912646,[241 156] ; [58 24],[247.81419624 149.18580376] ; [51.18580376 30.81419624],0
a2,1,0.109361,2.563433,[ 84 313] ; [11 71],[ 78.73695198 318.26304802] ; [16.26304802 65.73695198],0
p4,1,0.114574,2.489971,[231 165] ; [39 41],[224.62184874 171.37815126] ; [45.37815126 34.62184874],0
s1,1,0.122864,2.380433,[  5 387] ; [ 3 78],[  6.63002114 385.36997886] ; [ 1.36997886 79.63002114],0
p2,1,0.125084,2.352475,[338  57] ; [63 17],[333.46315789  61.53684211] ; [67.53684211 12.46315789],0
u2,1,0.125478,2.347575,[70 53] ; [21  8],[73.63815789 49.36184211] ; [17.36184211 11.63815789],0
v1,1,0.14338,2.141306,[202 181] ; [35 45],[196.04967603 186.95032397] ; [40.95032397 39.04967603],0
v4,1,0.1542,2.030203,[378  19] ; [73  7],[375.360587  21.639413] ; [75.639413  4.360587],0
p12,1,0.15506,2.021758,[ 26 367] ; [ 2 78],[ 23.26427061 369.73572939] ; [ 4.73572939 75.26427061],0
u1,1,0.187875,1.734202,[ 61 336] ; [ 8 74],[ 57.18789144 339.81210856] ; [11.81210856 70.18789144],0
