Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,34.568307,[ 6 47] ; [35 17],[20.6952381 32.3047619] ; [20.3047619 31.6952381],1
d3,1,0.0,32.336404,[21 32] ; [48  4],[34.82857143 18.17142857] ; [34.17142857 17.82857143],1
d5,1,0.0,28.843141,[28 25] ; [51  1],[39.87619048 13.12380952] ; [39.12380952 12.87619048],1
a2,1,0.000247,13.436139,[ 1 52] ; [14 38],[ 7.57142857 45.42857143] ; [ 7.42857143 44.57142857],1
a4,1,0.00171,9.837155,[11 42] ; [26 26],[18.67619048 34.32380952] ; [18.32380952 33.67619048],0
s6,1,0.011009,6.463929,[18 35] ; [30 21],[24.46153846 28.53846154] ; [23.53846154 27.46153846],0
a7,1,0.0181,5.586427,[28 25] ; [39 13],[33.81904762 19.18095238] ; [33.18095238 18.81904762],0
p10,1,0.022356,5.217879,[22 31] ; [32 18],[27.78640777 25.21359223] ; [26.21359223 23.78640777],0
u1,1,0.025405,4.996084,[ 1 52] ; [ 7 45],[ 4.03809524 48.96190476] ; [ 3.96190476 48.03809524],0
v2,1,0.043929,4.059291,[16 34] ; [25 23],[20.91836735 29.08163265] ; [20.08163265 27.91836735],0
a5,1,0.053221,3.736969,[28 25] ; [37 15],[32.80952381 20.19047619] ; [32.19047619 19.80952381],0
a3,1,0.055818,3.657475,[27 26] ; [36 16],[31.8 21.2] ; [31.2 20.8],0
p9,1,0.082324,3.018418,[26 27] ; [33 17],[30.3592233 22.6407767] ; [28.6407767 21.3592233],0
p1,1,0.110886,2.541544,[ 8 44] ; [ 3 49],[ 5.5 46.5] ; [ 5.5 46.5],0
n2,1,0.159886,1.975303,[12  4] ; [11 10],[9.94594595 6.05405405] ; [13.05405405  7.94594595],0
s7,1,0.163503,1.941526,[12 37] ; [17 28],[15.11702128 33.88297872] ; [13.88297872 31.11702128],0
a1,1,0.176052,1.830642,[ 4 49] ; [ 1 51],[ 2.52380952 50.47619048] ; [ 2.47619048 49.52380952],0
s5,1,0.18132,1.786768,[ 8 42] ; [13 35],[10.71428571 39.28571429] ; [10.28571429 37.71428571],0
a6,1,0.19088,1.710811,[28 25] ; [34 18],[31.2952381 21.7047619] ; [30.7047619 21.2952381],0
p3,1,0.212258,1.555955,[18 35] ; [23 27],[21.09708738 31.90291262] ; [19.90291262 30.09708738],0
r2,1,0.215193,1.536143,[42 11] ; [45  6],[44.33653846  8.66346154] ; [42.66346154  8.33653846],0
u2,1,0.236338,1.402306,[16  9] ; [13  3],[17.68292683  7.31707317] ; [11.31707317  4.68292683],0
p4,1,0.245353,1.349571,[18 35] ; [23 28],[20.89423077 32.10576923] ; [20.10576923 30.89423077],0
s8,1,0.249456,1.32635,[12 41] ; [17 35],[14.63809524 38.36190476] ; [14.36190476 37.63809524],0
s4,1,0.29765,1.084692,[ 8 45] ; [12 40],[10.0952381 42.9047619] ; [ 9.9047619 42.0952381],0
v1,1,0.299337,1.077144,[24 29] ; [18 33],[21.40384615 31.59615385] ; [20.59615385 30.40384615],0
r4,1,0.302494,1.063168,[36 17] ; [40 12],[38.36190476 14.63809524] ; [37.63809524 14.36190476],0
v3,1,0.360082,0.837607,[15 34] ; [11 38],[13. 36.] ; [13. 36.],0
p6,1,0.363918,0.824327,[ 8 44] ; [11 38],[ 9.78217822 42.21782178] ; [ 9.21782178 39.78217822],0
n1,1,0.399233,0.710635,[ 4 12] ; [ 8 13],[ 5.18918919 10.81081081] ; [ 6.81081081 14.18918919],0
r3,1,0.425535,0.634978,[44  9] ; [46  6],[45.42857143  7.57142857] ; [44.57142857  7.42857143],0
p7,1,0.44086,0.594044,[20 32] ; [23 27],[21.92156863 30.07843137] ; [21.07843137 28.92156863],0
b5,1,0.473269,0.514332,[30 23] ; [33 19],[31.8 21.2] ; [31.2 20.8],0
s1,1,0.479135,0.500831,[ 5 48] ; [ 3 49],[ 4.03809524 48.96190476] ; [ 3.96190476 48.03809524],0
b2,1,0.489731,0.477117,[ 7 19] ; [12 22],[ 8.23333333 17.76666667] ; [10.76666667 23.23333333],0
b3,1,0.489731,0.477117,[ 7 19] ; [12 22],[ 8.23333333 17.76666667] ; [10.76666667 23.23333333],0
s2,1,0.495894,0.463712,[18 35] ; [21 31],[19.68571429 33.31428571] ; [19.31428571 32.68571429],0
p5,1,0.523854,0.406299,[ 1 52] ; [ 2 48],[ 1.54368932 51.45631068] ; [ 1.45631068 48.54368932],0
n4,1,0.588579,0.29257,[20 33] ; [17 35],[18.67619048 34.32380952] ; [18.32380952 33.67619048],0
p8,1,0.664233,0.188422,[19 34] ; [20 30],[20.06796117 32.93203883] ; [18.93203883 31.06796117],0
r1,1,0.746572,0.104434,[38 15] ; [38 13],[38.73076923 14.26923077] ; [37.26923077 13.73076923],0
b4,1,0.749922,0.101597,[31 22] ; [32 20],[31.8 21.2] ; [31.2 20.8],0
p11,1,0.774177,0.08232,[29 24] ; [27 25],[28.26666667 24.73333333] ; [27.73333333 24.26666667],0
v4,1,0.799678,0.064396,[42 10] ; [43  9],[42.5  9.5] ; [42.5  9.5],0
u3,1,0.823451,0.049777,[18  7] ; [11  5],[17.68292683  7.31707317] ; [11.31707317  4.68292683],0
p2,1,0.88651,0.02037,[35 18] ; [33 18],[34.65384615 18.34615385] ; [33.34615385 17.65384615],0
b1,1,0.922989,0.009345,[27 26] ; [26 26],[26.75238095 26.24761905] ; [26.24761905 25.75238095],0
a8,1,0.976732,0.000851,[ 1 49] ; [ 1 47],[ 1.02040816 48.97959184] ; [ 0.97959184 47.02040816],0
s3,1,1.0,0.0,[25 27] ; [25 27],[25. 27.] ; [25. 27.],0
n3,1,1.0,0.0,[10  5] ; [14  7],[10.  5.] ; [14.  7.],0
