Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.999648,[ 8 33] ; [62 33],[21.10294118 19.89705882] ; [48.89705882 46.10294118],1
p6,1,1.3e-05,18.967955,[ 5 36] ; [49 45],[16.4 24.6] ; [37.6 56.4],1
n5,1,0.000449,12.317101,[23 18] ; [80 15],[31.05147059  9.94852941] ; [71.94852941 23.05147059],1
p2,1,0.004719,7.984253,[28 13] ; [84 11],[33.76470588  7.23529412] ; [78.23529412 16.76470588],0
s7,1,0.009266,6.770833,[25 15] ; [75 15],[30.76923077  9.23076923] ; [69.23076923 20.76923077],0
p4,1,0.009842,6.663294,[17 24] ; [62 33],[23.81617647 17.18382353] ; [55.18382353 39.81617647],0
p10,1,0.01024,6.592629,[30 11] ; [84  9],[34.88059701  6.11940299] ; [79.11940299 13.88059701],0
r3,1,0.014534,5.972124,[36  5] ; [93  2],[38.88970588  2.11029412] ; [90.11029412  4.88970588],0
p3,1,0.03633,4.381563,[14 27] ; [51 44],[19.59558824 21.40441176] ; [45.40441176 49.59558824],0
b4,1,0.047485,3.928113,[27 14] ; [45 50],[21.70588235 19.29411765] ; [50.29411765 44.70588235],0
p9,1,0.048782,3.88284,[32  9] ; [86  9],[35.57352941  5.42647059] ; [82.42647059 12.57352941],0
v2,1,0.060927,3.511977,[17 21] ; [57 34],[21.79844961 16.20155039] ; [52.20155039 38.79844961],0
p5,1,0.081112,3.042479,[ 3 38] ; [18 76],[ 6.37777778 34.62222222] ; [14.62222222 79.37777778],0
s3,1,0.084867,2.969132,[23 17] ; [69 26],[27.25925926 12.74074074] ; [64.74074074 30.25925926],0
p11,1,0.100045,2.704833,[29 12] ; [79 16],[32.55882353  8.44117647] ; [75.44117647 19.55882353],0
n6,1,0.117044,2.45644,[32  9] ; [84 11],[34.97058824  6.02941176] ; [81.02941176 13.97058824],0
n3,1,0.143886,2.135897,[6 4] ; [20  4],[7.64705882 2.35294118] ; [18.35294118  5.64705882],0
n4,1,0.150031,2.071938,[27 14] ; [73 21],[30.37037037 10.62962963] ; [69.62962963 24.37037037],0
a4,1,0.150106,2.071178,[ 8 33] ; [30 65],[11.45588235 29.54411765] ; [26.54411765 68.45588235],0
s5,1,0.151851,2.053561,[11 27] ; [39 53],[14.61538462 23.38461538] ; [35.38461538 56.61538462],0
a3,1,0.176967,1.822913,[25 16] ; [69 26],[28.33823529 12.66176471] ; [65.66176471 29.33823529],0
u1,1,0.197815,1.65843,[ 1 40] ; [ 8 87],[ 2.71323529 38.28676471] ; [ 6.28676471 88.71323529],0
a5,1,0.201268,1.633149,[22 19] ; [62 33],[25.32352941 15.67647059] ; [58.67647059 36.32352941],0
b5,1,0.202818,1.621968,[26 15] ; [49 46],[22.61029412 18.38970588] ; [52.38970588 42.61029412],0
d2,1,0.237004,1.398325,[11 30] ; [17 78],[ 8.44117647 32.55882353] ; [19.55882353 75.44117647],0
