Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000284,13.172328,[6 3] ; [292  15],[8.48734177 0.51265823] ; [289.51265823  17.48734177],1
p11,1,0.000371,12.673457,[3 6] ; [250  57],[7.2056962 1.7943038] ; [245.7943038  61.2056962],1
n6,1,0.020232,5.391802,[6 3] ; [275  29],[8.0798722 0.9201278] ; [272.9201278  31.0798722],0
p8,1,0.021335,5.299222,[3 6] ; [212  93],[6.16242038 2.83757962] ; [208.83757962  96.16242038],0
b1,1,0.027791,4.841005,[7 2] ; [126 181],[3.78797468 5.21202532] ; [129.21202532 177.78797468],0
r1,1,0.036592,4.369296,[5 4] ; [254  53],[7.37658228 1.62341772] ; [251.62341772  55.37658228],0
d3,1,0.048507,3.892338,[4 5] ; [225  79],[6.58466454 2.41533546] ; [222.41533546  81.58466454],0
s3,1,0.080146,3.06193,[8 1] ; [183 122],[5.47452229 3.52547771] ; [185.52547771 119.47452229],0
p10,1,0.107758,2.586798,[6 3] ; [262  43],[7.68152866 1.31847134] ; [260.31847134  44.68152866],0
d2,1,0.131004,2.280566,[7 2] ; [160 146],[4.77142857 4.22857143] ; [162.22857143 143.77142857],0
s8,1,0.157383,1.999196,[3 6] ; [174 131],[5.07324841 3.92675159] ; [171.92675159 133.07324841],0
p9,1,0.205819,1.600593,[7 2] ; [277  29],[8.11428571 0.88571429] ; [275.88571429  30.11428571],0
d5,1,0.220037,1.504131,[6 3] ; [251  53],[7.38977636 1.61022364] ; [249.61022364  54.38977636],0
a7,1,0.233938,1.416759,[5 4] ; [224  81],[6.56369427 2.43630573] ; [222.43630573  82.56369427],0
v2,1,0.238362,1.390255,[7 2] ; [175 126],[5.28387097 3.71612903] ; [176.71612903 124.28387097],0
n5,1,0.281956,1.15764,[6 3] ; [248  58],[7.25714286 1.74285714] ; [246.74285714  59.25714286],0
s1,1,0.288443,1.126875,[1 8] ; [ 12 292],[0.37380192 8.62619808] ; [ 12.62619808 291.37380192],0
p2,1,0.319627,0.990473,[7 2] ; [272  35],[7.94620253 1.05379747] ; [271.05379747  35.94620253],0
v3,1,0.335589,0.927208,[2 6] ; [126 174],[3.32467532 4.67532468] ; [124.67532468 175.32467532],0
p4,1,0.354448,0.857467,[6 3] ; [243  63],[7.11428571 1.88571429] ; [241.88571429  64.11428571],0
u2,1,0.356479,0.85026,[1 2] ; [48 32],[1.77108434 1.22891566] ; [47.22891566 32.77108434],0
b4,1,0.372565,0.795092,[4 5] ; [182 125],[5.29746835 3.70253165] ; [180.70253165 126.29746835],0
p3,1,0.406922,0.687775,[7 2] ; [197 109],[5.82857143 3.17142857] ; [198.17142857 107.82857143],0
a6,1,0.42447,0.637906,[7 2] ; [198 107],[5.87579618 3.12420382] ; [199.12420382 105.87579618],0
s7,1,0.45134,0.567283,[4 4] ; [186 109],[5.01650165 2.98349835] ; [184.98349835 110.01650165],0
s6,1,0.51616,0.421559,[6 1] ; [225  75],[5.26710098 1.73289902] ; [225.73289902  74.26710098],0
p5,1,0.554875,0.348657,[1 8] ; [ 58 249],[1.68037975 7.31962025] ; [ 57.31962025 249.68037975],0
d1,1,0.566811,0.328048,[5 4] ; [199 108],[5.81012658 3.18987342] ; [198.18987342 108.81012658],0
a3,1,0.600009,0.274983,[6 3] ; [227  78],[6.67834395 2.32165605] ; [226.32165605  78.67834395],0
d4,1,0.600282,0.27457,[7 2] ; [257  48],[7.56687898 1.43312102] ; [256.43312102  48.56687898],0
p7,1,0.610538,0.259392,[7 2] ; [254  48],[7.55305466 1.44694534] ; [253.44694534  48.55305466],0
n4,1,0.614782,0.253269,[7 2] ; [258  49],[7.54746835 1.45253165] ; [257.45253165  49.54746835],0
a2,1,0.624983,0.238926,[3 6] ; [ 80 227],[2.36392405 6.63607595] ; [ 80.63607595 226.36392405],0
n1,1,0.648329,0.208013,[1 2] ; [29 33],[1.38461538 1.61538462] ; [28.61538462 33.38461538],0
b5,1,0.656513,0.197787,[6 3] ; [182 125],[5.35443038 3.64556962] ; [182.64556962 124.35443038],0
v1,1,0.677541,0.172907,[5 4] ; [189 114],[5.59615385 3.40384615] ; [188.40384615 114.59615385],0
a4,1,0.69908,0.149431,[4 5] ; [156 150],[4.57142857 4.42857143] ; [155.42857143 150.57142857],0
s5,1,0.750201,0.101362,[4 4] ; [129 162],[3.55852843 4.44147157] ; [129.44147157 161.55852843],0
s2,1,0.751659,0.100142,[5 4] ; [186 120],[5.45714286 3.54285714] ; [185.54285714 120.45714286],0
n3,1,0.772028,0.083939,[2 1] ; [46 16],[2.21538462 0.78461538] ; [45.78461538 16.21538462],0
p1,1,0.782441,0.076253,[1 8] ; [ 44 262],[1.28571429 7.71428571] ; [ 43.71428571 262.28571429],0
a8,1,0.800522,0.063843,[1 8] ; [ 39 238],[1.25874126 7.74125874] ; [ 38.74125874 238.25874126],0
b2,1,0.852284,0.034672,[3 4] ; [ 91 105],[3.24137931 3.75862069] ; [ 90.75862069 105.24137931],0
b3,1,0.852284,0.034672,[3 4] ; [ 91 105],[3.24137931 3.75862069] ; [ 90.75862069 105.24137931],0
a5,1,0.879133,0.023125,[7 2] ; [232  75],[6.80696203 2.19303797] ; [232.19303797  74.80696203],0
u3,1,0.88355,0.021454,[2 1] ; [50 30],[1.87951807 1.12048193] ; [50.12048193 29.87951807],0
s4,1,0.885717,0.020657,[2 7] ; [ 61 240],[1.82903226 7.17096774] ; [ 61.17096774 239.82903226],0
