Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00503,7.868475,[42 18] ; [139  22],[49.14027149 10.85972851] ; [131.85972851  29.14027149],0
b1,1,0.00764,7.115917,[31 32] ; [ 49 113],[22.4 40.6] ; [ 57.6 104.4],0
n5,1,0.009556,6.715761,[38 25] ; [124  36],[45.76681614 17.23318386] ; [116.23318386  43.76681614],0
s1,1,0.011058,6.455901,[ 8 53] ; [  6 153],[ 3.88181818 57.11818182] ; [ 10.11818182 148.88181818],0
n6,1,0.012321,6.264061,[44 18] ; [136  23],[50.49773756 11.50226244] ; [129.50226244  29.49773756],0
n4,1,0.021094,5.319002,[37 25] ; [122  40],[44.00892857 17.99107143] ; [114.99107143  47.00892857],0
p7,1,0.023393,5.139118,[27 34] ; [92 58],[34.4028436 26.5971564] ; [84.5971564 65.4028436],0
p8,1,0.026254,4.939202,[17 45] ; [69 89],[24.23636364 37.76363636] ; [61.76363636 96.23636364],0
p9,1,0.049988,3.841845,[46 14] ; [139  20],[50.68493151  9.31506849] ; [134.31506849  24.68493151],0
p2,1,0.078048,3.105079,[44 19] ; [130  31],[48.9375 14.0625] ; [125.0625  35.9375],0
s4,1,0.084479,2.976549,[21 42] ; [ 35 123],[15.9638009 47.0361991] ; [ 40.0361991 117.9638009],0
d1,1,0.095919,2.772118,[30 33] ; [97 65],[35.56 27.44] ; [91.44 70.56],0
u1,1,0.11237,2.520576,[14 49] ; [ 22 140],[10.08 52.92] ; [ 25.92 136.08],0
p1,1,0.11804,2.443139,[ 5 58] ; [  5 155],[ 2.82511211 60.17488789] ; [  7.17488789 152.82511211],0
b4,1,0.146749,2.105722,[31 32] ; [97 65],[35.84 27.16] ; [92.16 69.84],0
v4,1,0.17017,1.881448,[59  4] ; [154   4],[60.71945701  2.28054299] ; [152.28054299   5.71945701],0
r4,1,0.206486,1.595892,[53 10] ; [146  16],[55.72  7.28] ; [143.28  18.72],0
v2,1,0.221774,1.492853,[29 30] ; [90 64],[32.96244131 26.03755869] ; [86.03755869 67.96244131],0
n1,1,0.280611,1.16413,[ 6 19] ; [13 22],[ 7.91666667 17.08333333] ; [11.08333333 23.91666667],0
a3,1,0.318858,0.993624,[40 23] ; [114  48],[43.12 19.88] ; [110.88  51.12],0
u4,1,0.322768,0.977699,[ 2 61] ; [  2 160],[ 1.12 61.88] ; [  2.88 159.12],0
a8,1,0.352698,0.863726,[ 8 47] ; [ 30 118],[10.2955665 44.7044335] ; [ 27.7044335 120.2955665],0
s3,1,0.353386,0.861262,[52 11] ; [138  20],[54.16289593  8.83710407] ; [135.83710407  22.16289593],0
d4,1,0.363507,0.825741,[48 14] ; [134  28],[50.375 11.625] ; [131.625  30.375],0
a7,1,0.379295,0.772987,[48 14] ; [116  46],[45.39285714 16.60714286] ; [118.60714286  43.39285714],0
a2,1,0.412095,0.672749,[16 47] ; [ 33 129],[13.72 49.28] ; [ 35.28 126.72],0
n2,1,0.478575,0.502109,[19  6] ; [30  6],[20.08196721  4.91803279] ; [28.91803279  7.08196721],0
d5,1,0.494303,0.467146,[46 15] ; [129  33],[47.86995516 13.13004484] ; [127.13004484  34.86995516],0
a5,1,0.528733,0.396825,[40 23] ; [110  52],[42. 21.] ; [108.  54.],0
d2,1,0.564414,0.332119,[30 32] ; [71 90],[28.08071749 33.91928251] ; [72.91928251 88.08071749],0
s7,1,0.623362,0.241171,[39 20] ; [100  60],[37.44748858 21.55251142] ; [101.55251142  58.44748858],0
v3,1,0.657263,0.196865,[21 40] ; [58 96],[22.41395349 38.58604651] ; [56.58604651 97.41395349],0
p4,1,0.665107,0.18738,[25 38] ; [69 92],[26.4375 36.5625] ; [67.5625 93.4375],0
a4,1,0.673855,0.177126,[28 35] ; [67 95],[26.6 36.4] ; [68.4 93.6],0
u3,1,0.674816,0.17602,[12  9] ; [30 18],[12.7826087  8.2173913] ; [29.2173913 18.7826087],0
n3,1,0.710368,0.13791,[18  7] ; [25 12],[17.33870968  7.66129032] ; [25.66129032 11.33870968],0
b5,1,0.713248,0.135054,[38 25] ; [102  60],[39.2 23.8] ; [100.8  61.2],0
r1,1,0.770642,0.084993,[50 12] ; [127  34],[49.21076233 12.78923767] ; [127.78923767  33.21076233],0
d3,1,0.782704,0.076064,[41 20] ; [112  50],[41.85201794 19.14798206] ; [111.14798206  50.85201794],0
s8,1,0.787453,0.072695,[32 31] ; [85 76],[32.90625 30.09375] ; [84.09375 76.90625],0
p5,1,0.789546,0.071236,[ 3 60] ; [  9 150],[ 3.40540541 59.59459459] ; [  8.59459459 150.40540541],0
v1,1,0.812342,0.056362,[32 31] ; [82 74],[32.79452055 30.20547945] ; [81.20547945 74.79452055],0
b3,1,0.864974,0.028915,[10 20] ; [32 69],[ 9.61832061 20.38167939] ; [32.38167939 68.61832061],0
b2,1,0.864974,0.028915,[10 20] ; [32 69],[ 9.61832061 20.38167939] ; [32.38167939 68.61832061],0
r3,1,0.873913,0.025183,[59  3] ; [154   7],[59.21973094  2.78026906] ; [153.78026906   7.21973094],0
s5,1,0.884266,0.021189,[24 35] ; [66 92],[24.47004608 34.52995392] ; [65.52995392 92.47004608],0
a1,1,0.885423,0.020764,[ 3 60] ; [  7 155],[ 2.8 60.2] ; [  7.2 154.8],0
r2,1,0.888532,0.019645,[59  3] ; [152   7],[59.19457014  2.80542986] ; [151.80542986   7.19457014],0
s6,1,0.90317,0.014801,[51 10] ; [134  25],[51.29545455  9.70454545] ; [133.70454545  25.29545455],0
u2,1,0.916294,0.011047,[12 10] ; [25 22],[11.79710145 10.20289855] ; [25.20289855 21.79710145],0
p6,1,0.93837,0.005978,[18 44] ; [ 47 112],[18.23529412 43.76470588] ; [ 46.76470588 112.23529412],0
a6,1,0.993391,6.9e-05,[39 23] ; [102  60],[39.02678571 22.97321429] ; [101.97321429  60.02678571],0
