Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.7e-05,17.591314,[38 23] ; [33 79],[25.03468208 35.96531792] ; [45.96531792 66.03468208],1
v1,1,0.001156,10.558936,[36 25] ; [39 77],[25.84745763 35.15254237] ; [49.15254237 66.84745763],0
s6,1,0.001447,10.144302,[39 24] ; [43 73],[28.8603352 34.1396648] ; [53.1396648 62.8603352],0
d5,1,0.002325,9.273584,[48 15] ; [62 55],[38.5 24.5] ; [71.5 45.5],0
r1,1,0.00237,9.238282,[47 16] ; [60 57],[37.45 25.55] ; [69.55 47.45],0
n4,1,0.003021,8.79459,[54  9] ; [76 41],[45.5 17.5] ; [84.5 32.5],0
s8,1,0.003365,8.598264,[31 32] ; [32 85],[22.05 40.95] ; [40.95 76.05],0
d4,1,0.003865,8.34611,[49 14] ; [65 51],[40.12290503 22.87709497] ; [73.87709497 42.12290503],0
r4,1,0.005838,7.599539,[50 13] ; [69 48],[41.65 21.35] ; [77.35 39.65],0
a3,1,0.006302,7.461932,[48 15] ; [65 52],[39.55 23.45] ; [73.45 43.55],0
a5,1,0.008922,6.838305,[45 18] ; [60 57],[36.75 26.25] ; [68.25 48.75],0
p10,1,0.009631,6.701847,[47 14] ; [66 49],[39.16477273 21.83522727] ; [73.83522727 41.16477273],0
p3,1,0.010174,6.604087,[29 32] ; [33 84],[21.24719101 39.75280899] ; [40.75280899 76.24719101],0
s7,1,0.020666,5.354782,[31 28] ; [38 73],[23.94705882 35.05294118] ; [45.05294118 65.94705882],0
v4,1,0.027904,4.834,[57  6] ; [88 26],[51.61016949 11.38983051] ; [93.38983051 20.61016949],0
p7,1,0.047318,3.934051,[39 22] ; [55 59],[32.76571429 28.23428571] ; [61.23428571 52.76571429],0
n6,1,0.048715,3.885134,[52 11] ; [80 36],[46.45810056 16.54189944] ; [85.54189944 30.45810056],0
p6,1,0.054044,3.711336,[20 41] ; [22 90],[14.80924855 46.19075145] ; [27.19075145 84.80924855],0
n5,1,0.080921,3.046302,[52 11] ; [82 34],[47.16201117 15.83798883] ; [86.83798883 29.16201117],0
s2,1,0.088492,2.901592,[27 36] ; [35 81],[21.82122905 41.17877095] ; [40.17877095 75.82122905],0
