Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.233594,[55 23] ; [ 8 28],[43.10526316 34.89473684] ; [19.89473684 16.10526316],1
p9,1,4e-06,21.22058,[63 17] ; [12 23],[52.17391304 27.82608696] ; [22.82608696 12.17391304],1
r3,1,7e-06,20.254074,[72  7] ; [21 17],[62.79487179 16.20512821] ; [30.20512821  7.79487179],1
p2,1,0.000515,12.058854,[60 19] ; [17 22],[51.55084746 27.44915254] ; [25.44915254 13.55084746],1
r4,1,0.000893,11.037125,[63 17] ; [19 20],[55.12605042 24.87394958] ; [26.87394958 12.12605042],1
r1,1,0.001271,10.384627,[52 27] ; [13 25],[43.88888889 35.11111111] ; [21.11111111 16.88888889],0
v4,1,0.001807,9.735634,[72  7] ; [26 12],[66.17094017 12.82905983] ; [31.82905983  6.17094017],0
v2,1,0.001901,9.643094,[32 41] ; [ 5 31],[24.77981651 48.22018349] ; [12.22018349 23.77981651],0
n3,1,0.002656,9.0301,[21  2] ; [6 7],[17.25  5.75] ; [9.75 3.25],0
s6,1,0.004776,7.9625,[37 41] ; [ 8 31],[30. 48.] ; [15. 24.],0
n6,1,0.006118,7.515116,[62 18] ; [20 18],[55.59322034 24.40677966] ; [26.40677966 11.59322034],0
a1,1,0.006777,7.331234,[ 1 79] ; [ 5 34],[ 4.03361345 75.96638655] ; [ 1.96638655 37.03361345],0
p8,1,0.034186,4.485387,[35 43] ; [ 9 28],[29.84347826 48.15652174] ; [14.15652174 22.84347826],0
b1,1,0.035944,4.399749,[27 53] ; [21 18],[32.26890756 47.73109244] ; [15.73109244 23.26890756],0
p3,1,0.038427,4.286034,[34 46] ; [ 9 30],[28.90756303 51.09243697] ; [14.09243697 24.90756303],0
v1,1,0.0522,3.769355,[34 43] ; [10 29],[29.20689655 47.79310345] ; [14.79310345 24.20689655],0
u2,1,0.057363,3.61204,[21 25] ; [ 6 20],[17.25 28.75] ; [ 9.75 16.25],0
n2,1,0.074919,3.171812,[18  5] ; [7 7],[15.54054054  7.45945946] ; [9.45945946 4.54054054],0
b3,1,0.121977,2.391753,[ 9 38] ; [ 8 14],[11.57971014 35.42028986] ; [ 5.42028986 16.57971014],0
b2,1,0.121977,2.391753,[ 9 38] ; [ 8 14],[11.57971014 35.42028986] ; [ 5.42028986 16.57971014],0
p7,1,0.139719,2.181049,[41 37] ; [14 23],[37.30434783 40.69565217] ; [17.69565217 19.30434783],0
s5,1,0.140596,2.171429,[ 8 68] ; [ 1 37],[ 6. 70.] ; [ 3. 35.],0
b4,1,0.153582,2.036307,[46 34] ; [17 22],[42.35294118 37.64705882] ; [20.64705882 18.35294118],0
p4,1,0.173932,1.848724,[35 45] ; [12 27],[31.59663866 48.40336134] ; [15.40336134 23.59663866],0
a4,1,0.219809,1.505619,[18 61] ; [ 5 33],[15.52991453 63.47008547] ; [ 7.47008547 30.52991453],0
d3,1,0.24542,1.349189,[16 64] ; [11 26],[18.46153846 61.53846154] ; [ 8.53846154 28.46153846],0
r2,1,0.249147,1.328083,[68 12] ; [29  9],[65.76271186 14.23728814] ; [31.23728814  6.76271186],0
p12,1,0.295535,1.094236,[ 6 74] ; [ 1 37],[ 4.74576271 75.25423729] ; [ 2.25423729 35.74576271],0
s8,1,0.300594,1.071557,[14 66] ; [ 4 35],[12.10084034 67.89915966] ; [ 5.89915966 33.10084034],0
