Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,37.615299,[16 92] ; [84 79],[39.85239852 68.14760148] ; [ 60.14760148 102.85239852],1
s5,1,0.0,27.625597,[12 95] ; [66 95],[31.14179104 75.85820896] ; [ 46.85820896 114.14179104],1
s3,1,0.0,26.786072,[25 82] ; [89 72],[45.51492537 61.48507463] ; [68.48507463 92.51492537],1
s4,1,0.00134,10.287057,[  7 101] ; [ 33 126],[16.17977528 91.82022472] ; [ 23.82022472 135.17977528],0
s7,1,0.002056,9.498499,[22 80] ; [62 93],[33.3385214 68.6614786] ; [ 50.6614786 104.3385214],0
r4,1,0.002903,8.867517,[87 21] ; [151  12],[94.84870849 13.15129151] ; [143.15129151  19.84870849],0
r3,1,0.007826,7.072774,[96 12] ; [157   5],[101.2   6.8] ; [151.8  10.2],0
d4,1,0.03143,4.629322,[80 28] ; [138  25],[86.87822878 21.12177122] ; [131.12177122  31.87822878],0
d3,1,0.036511,4.373094,[71 37] ; [126  37],[78.50922509 29.49077491] ; [118.49077491  44.50922509],0
p12,1,0.053411,3.731011,[  3 105] ; [ 14 149],[  6.77490775 101.22509225] ; [ 10.22509225 152.77490775],0
a1,1,0.064785,3.410432,[  2 106] ; [ 11 152],[  5.18081181 102.81918819] ; [  7.81918819 155.18081181],0
r1,1,0.067068,3.353365,[77 31] ; [131  31],[83.2 24.8] ; [124.8  37.2],0
n5,1,0.072877,3.216995,[74 34] ; [126  35],[80.29739777 27.70260223] ; [119.70260223  41.29739777],0
d1,1,0.12284,2.380733,[54 54] ; [97 66],[60.17712177 47.82287823] ; [90.82287823 72.17712177],0
r2,1,0.131241,2.277758,[94 13] ; [151  11],[97.4535316  9.5464684] ; [147.5464684  14.4535316],0
p9,1,0.144314,2.131346,[83 25] ; [136  26],[87.6 20.4] ; [131.4  30.6],0
p3,1,0.149394,2.078433,[63 44] ; [110  53],[68.55925926 38.44074074] ; [104.44074074  58.55925926],0
b1,1,0.159401,1.979898,[49 59] ; [ 60 103],[43.43911439 64.56088561] ; [65.56088561 97.43911439],0
b4,1,0.16167,1.958538,[57 51] ; [100  63],[62.56826568 45.43173432] ; [94.43173432 68.56826568],0
n6,1,0.171129,1.873027,[85 22] ; [139  23],[89.10037175 17.89962825] ; [134.89962825  27.10037175],0
u3,1,0.182146,1.780026,[21 20] ; [35 19],[24.16842105 16.83157895] ; [31.83157895 22.16842105],0
p11,1,0.185844,1.750262,[90 18] ; [125  38],[85.68265683 22.31734317] ; [129.31734317  33.68265683],0
p6,1,0.192984,1.694687,[38 69] ; [70 91],[43.11940299 63.88059701] ; [64.88059701 96.11940299],0
p1,1,0.198543,1.653061,[13 95] ; [ 12 150],[10. 98.] ; [ 15. 147.],0
a5,1,0.209209,1.576894,[74 34] ; [123  40],[78.50922509 29.49077491] ; [118.49077491  44.50922509],0
v2,1,0.213227,1.549378,[53 51] ; [94 66],[57.90909091 46.09090909] ; [89.09090909 70.90909091],0
d2,1,0.249736,1.324782,[43 65] ; [76 86],[47.6 60.4] ; [71.4 90.6],0
p5,1,0.252734,1.308125,[ 9 98] ; [ 21 142],[11.88888889 95.11111111] ; [ 18.11111111 144.88888889],0
u2,1,0.26788,1.227572,[19 21] ; [33 23],[21.66666667 18.33333333] ; [30.33333333 25.66666667],0
n4,1,0.285158,1.142341,[78 30] ; [127  36],[81.69741697 26.30258303] ; [123.30258303  39.69741697],0
u1,1,0.303607,1.058285,[13 95] ; [ 27 136],[15.94095941 92.05904059] ; [ 24.05904059 138.94095941],0
d5,1,0.350816,0.870505,[86 22] ; [137  26],[88.87084871 19.12915129] ; [134.12915129  28.87084871],0
n3,1,0.422996,0.641975,[20  5] ; [19  8],[18.75  6.25] ; [20.25  6.75],0
a2,1,0.477636,0.504256,[20 88] ; [ 36 127],[22.31734317 85.68265683] ; [ 33.68265683 129.31734317],0
n2,1,0.520603,0.412698,[17  7] ; [22  6],[18.  6.] ; [21.  7.],0
s1,1,0.523819,0.406367,[  5 103] ; [  5 155],[  4.02985075 103.97014925] ; [  5.97014925 154.02985075],0
v3,1,0.534764,0.385331,[33 71] ; [ 56 102],[35.32824427 68.67175573] ; [ 53.67175573 104.32824427],0
b3,1,0.542214,0.371451,[21 43] ; [26 66],[19.28205128 44.71794872] ; [27.71794872 64.28205128],0
b2,1,0.542214,0.371451,[21 43] ; [26 66],[19.28205128 44.71794872] ; [27.71794872 64.28205128],0
a7,1,0.578194,0.309164,[81 27] ; [127  36],[82.89298893 25.10701107] ; [125.10701107  37.89298893],0
p10,1,0.681958,0.16793,[85 23] ; [130  31],[86.3197026 21.6802974] ; [128.6802974  32.3197026],0
a3,1,0.685947,0.163508,[67 40] ; [106  57],[68.55925926 38.44074074] ; [104.44074074  58.55925926],0
v1,1,0.7114,0.136883,[53 52] ; [85 76],[54.47368421 50.52631579] ; [83.52631579 77.47368421],0
n1,1,0.747968,0.103247,[10 15] ; [10 18],[ 9.43396226 15.56603774] ; [10.56603774 17.43396226],0
p8,1,0.780841,0.077408,[61 45] ; [96 66],[62.09701493 43.90298507] ; [94.90298507 67.09701493],0
v4,1,0.781067,0.077244,[101   7] ; [151  12],[100.42804428   7.57195572] ; [151.57195572  11.42804428],0
p7,1,0.796291,0.066641,[74 34] ; [112  48],[74.95522388 33.04477612] ; [111.04477612  48.95522388],0
a8,1,0.822139,0.050533,[ 9 85] ; [ 13 136],[ 8.51028807 85.48971193] ; [ 13.48971193 135.51028807],0
b5,1,0.875138,0.024692,[62 46] ; [92 71],[61.37269373 46.62730627] ; [92.62730627 70.37269373],0
p2,1,0.916833,0.010904,[94 13] ; [143  19],[94.27137546 12.72862454] ; [142.72862454  19.27137546],0
a6,1,0.930451,0.007617,[73 35] ; [111  52],[73.32841328 34.67158672] ; [110.67158672  52.32841328],0
a4,1,1.0,0.0,[50 58] ; [75 87],[50. 58.] ; [75. 87.],0
