Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,46.311434,[33 67] ; [129  43],[59.55882353 40.44117647] ; [102.44117647  69.55882353],1
a6,1,2e-06,22.940998,[45 55] ; [128  45],[63.36996337 36.63003663] ; [109.63003663  63.36996337],1
d5,1,1e-05,19.441387,[56 44] ; [140  33],[71.79487179 28.20512821] ; [124.20512821  48.79487179],1
r3,1,0.000201,13.823999,[73 27] ; [156  17],[83.88278388 16.11721612] ; [145.11721612  27.88278388],1
r1,1,0.000334,12.867009,[52 48] ; [127  46],[65.56776557 34.43223443] ; [113.43223443  59.56776557],1
a2,1,0.000427,12.409645,[ 5 95] ; [ 36 137],[15.01831502 84.98168498] ; [ 25.98168498 147.01831502],1
d4,1,0.000633,11.675295,[60 39] ; [138  35],[72.06617647 26.93382353] ; [125.93382353  47.06617647],1
r4,1,0.000965,10.893371,[65 35] ; [143  30],[76.19047619 23.80952381] ; [131.80952381  41.19047619],1
d1,1,0.002958,8.833176,[34 66] ; [91 82],[45.78754579 54.21245421] ; [79.21245421 93.78754579],0
v4,1,0.004442,8.093789,[76 23] ; [155  18],[84.07720588 14.92279412] ; [146.92279412  26.07720588],0
a3,1,0.007239,7.212627,[51 49] ; [116  56],[61.39705882 38.60294118] ; [105.60294118  66.39705882],0
a5,1,0.00777,7.08576,[52 48] ; [118  55],[62.27106227 37.72893773] ; [107.72893773  65.27106227],0
v2,1,0.008142,7.001978,[24 71] ; [69 97],[33.85057471 61.14942529] ; [ 59.14942529 106.85057471],0
b1,1,0.010855,6.488853,[51 49] ; [ 61 112],[41.02564103 58.97435897] ; [ 70.97435897 102.02564103],0
p10,1,0.012588,6.226123,[52 47] ; [114  54],[61.5505618 37.4494382] ; [104.4494382  63.5505618],0
u1,1,0.019567,5.450138,[ 3 97] ; [ 19 154],[ 8.05860806 91.94139194] ; [ 13.94139194 159.05860806],0
b5,1,0.051252,3.800013,[45 55] ; [99 74],[52.74725275 47.25274725] ; [91.25274725 81.74725275],0
p2,1,0.057467,3.609033,[58 41] ; [121  52],[65.15073529 33.84926471] ; [113.84926471  59.15073529],0
r2,1,0.074298,3.185412,[78 20] ; [150  21],[83.06319703 14.93680297] ; [144.93680297  26.06319703],0
p11,1,0.075645,3.156069,[60 40] ; [122  51],[66.66666667 33.33333333] ; [115.33333333  57.66666667],0
u3,1,0.105725,2.616982,[16 33] ; [27 29],[20.06666667 28.93333333] ; [22.93333333 33.06666667],0
n5,1,0.124457,2.360319,[67 32] ; [99 71],[61.0929368 37.9070632] ; [104.9070632  65.0929368],0
p1,1,0.136937,2.212045,[10 90] ; [  9 163],[ 6.98529412 93.01470588] ; [ 12.01470588 159.98529412],0
s5,1,0.155221,2.020177,[22 74] ; [ 27 143],[17.68421053 78.31578947] ; [ 31.31578947 138.68421053],0
s4,1,0.206674,1.594574,[15 85] ; [ 17 155],[11.76470588 88.23529412] ; [ 20.23529412 151.76470588],0
b3,1,0.247521,1.337239,[20 35] ; [28 74],[16.81528662 38.18471338] ; [31.18471338 70.81528662],0
b2,1,0.247521,1.337239,[20 35] ; [28 74],[16.81528662 38.18471338] ; [31.18471338 70.81528662],0
p4,1,0.249365,1.326857,[35 62] ; [74 97],[39.45149254 57.54850746] ; [ 69.54850746 101.45149254],0
p8,1,0.251211,1.316555,[34 65] ; [70 99],[38.41791045 60.58208955] ; [ 65.58208955 103.41791045],0
v3,1,0.269501,1.219283,[19 76] ; [ 44 125],[22.67045455 72.32954545] ; [ 40.32954545 128.67045455],0
a4,1,0.33548,0.927627,[32 67] ; [ 66 107],[35.66911765 63.33088235] ; [ 62.33088235 110.66911765],0
p9,1,0.338534,0.915974,[61 36] ; [116  53],[64.54511278 32.45488722] ; [112.45488722  56.54511278],0
a8,1,0.351538,0.867899,[ 8 86] ; [ 20 143],[10.24124514 83.75875486] ; [ 17.75875486 145.24124514],0
s8,1,0.368435,0.808935,[17 83] ; [ 37 135],[19.85294118 80.14705882] ; [ 34.14705882 137.85294118],0
p12,1,0.372594,0.794994,[ 5 94] ; [  5 166],[ 3.66666667 95.33333333] ; [  6.33333333 164.66666667],0
n1,1,0.382389,0.763009,[12 28] ; [22 35],[14.02061856 25.97938144] ; [19.97938144 37.02061856],0
s3,1,0.404346,0.695365,[27 70] ; [ 40 132],[24.1598513 72.8401487] ; [ 42.8401487 129.1598513],0
n3,1,0.405818,0.691018,[22 15] ; [40 19],[23.89583333 13.10416667] ; [38.10416667 20.89583333],0
p7,1,0.408865,0.682098,[43 55] ; [83 86],[46.24719101 51.75280899] ; [79.75280899 89.24719101],0
s6,1,0.410999,0.67591,[32 65] ; [ 65 106],[35.10820896 61.89179104] ; [ 61.89179104 109.10820896],0
n4,1,0.452953,0.563252,[69 31] ; [111  61],[66.17647059 33.82352941] ; [113.82352941  58.17647059],0
n6,1,0.494726,0.466231,[70 30] ; [127  45],[72.42647059 27.57352941] ; [124.57352941  47.42647059],0
d2,1,0.567376,0.327093,[42 56] ; [ 68 105],[39.77859779 58.22140221] ; [ 70.22140221 102.77859779],0
s1,1,0.646215,0.210705,[ 4 96] ; [  5 164],[ 3.34572491 96.65427509] ; [  5.65427509 163.34572491],0
a1,1,0.653121,0.201988,[ 4 96] ; [  9 164],[ 4.76190476 95.23809524] ; [  8.23809524 164.76190476],0
p5,1,0.684366,0.165252,[ 9 91] ; [ 13 158],[ 8.11808118 91.88191882] ; [ 13.88191882 157.11808118],0
b4,1,0.704795,0.143532,[59 41] ; [98 75],[57.50915751 42.49084249] ; [99.49084249 73.50915751],0
p3,1,0.72236,0.126243,[32 68] ; [ 59 114],[33.33333333 66.66666667] ; [ 57.66666667 115.33333333],0
u2,1,0.736711,0.113038,[22 26] ; [28 29],[22.85714286 25.14285714] ; [27.14285714 29.85714286],0
s7,1,0.768437,0.086683,[22 72] ; [ 36 129],[21.05019305 72.94980695] ; [ 36.94980695 128.05019305],0
n2,1,0.785422,0.074126,[24 16] ; [37 22],[24.64646465 15.35353535] ; [36.35353535 22.64646465],0
p6,1,0.93306,0.007055,[20 77] ; [ 36 135],[20.26865672 76.73134328] ; [ 35.73134328 135.26865672],0
