Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000315,12.9787,[44  5] ; [36 25],[35.63636364 13.36363636] ; [44.36363636 16.63636364],1
p2,1,0.000949,10.924863,[34 15] ; [23 38],[25.39090909 23.60909091] ; [31.60909091 29.39090909],1
v4,1,0.002074,9.483261,[43  5] ; [39 22],[36.11009174 11.88990826] ; [45.88990826 15.11009174],0
b1,1,0.00291,8.863053,[19 30] ; [41 20],[26.72727273 22.27272727] ; [33.27272727 27.72727273],0
r4,1,0.003111,8.741491,[39 10] ; [32 29],[31.62727273 17.37272727] ; [39.37272727 21.62727273],0
u2,1,0.018538,5.544578,[15  9] ; [ 8 19],[10.82352941 13.17647059] ; [12.17647059 14.82352941],0
p10,1,0.023827,5.107212,[15 33] ; [ 8 52],[10.22222222 37.77777778] ; [12.77777778 47.22222222],0
s7,1,0.05097,3.809258,[16 30] ; [10 46],[11.7254902 34.2745098] ; [14.2745098 41.7254902],0
n6,1,0.051353,3.796711,[34 14] ; [32 29],[29.06422018 18.93577982] ; [36.93577982 24.06422018],0
u3,1,0.0641,3.427984,[16  8] ; [11 16],[12.70588235 11.29411765] ; [14.29411765 12.70588235],0
r2,1,0.072283,3.23041,[44  5] ; [46 14],[40.4587156  8.5412844] ; [49.5412844 10.4587156],0
p7,1,0.101121,2.687773,[24 24] ; [21 40],[19.81651376 28.18348624] ; [25.18348624 35.81651376],0
s3,1,0.132261,2.265763,[25 24] ; [22 38],[21.12844037 27.87155963] ; [25.87155963 34.12844037],0
s6,1,0.148247,2.090195,[23 26] ; [20 40],[19.33027523 29.66972477] ; [23.66972477 36.33027523],0
s2,1,0.152097,2.051091,[17 31] ; [14 47],[13.65137615 34.34862385] ; [17.34862385 43.65137615],0
r1,1,0.157438,1.998664,[36 13] ; [37 24],[32.51818182 16.48181818] ; [40.48181818 20.51818182],0
p3,1,0.165398,1.924169,[10 38] ; [20 41],[13.21100917 34.78899083] ; [16.78899083 44.21100917],0
s8,1,0.210833,1.5657,[10 39] ; [ 7 53],[ 7.64220183 41.35779817] ; [ 9.35779817 50.64220183],0
p4,1,0.238472,1.389605,[20 29] ; [18 42],[17.08256881 31.91743119] ; [20.91743119 39.08256881],0
n4,1,0.261068,1.263084,[34 15] ; [36 25],[31.18181818 17.81818182] ; [38.81818182 22.18181818],0
b2,1,0.281821,1.158285,[ 7 26] ; [13 27],[ 9.04109589 23.95890411] ; [10.95890411 29.04109589],0
b3,1,0.281821,1.158285,[ 7 26] ; [13 27],[ 9.04109589 23.95890411] ; [10.95890411 29.04109589],0
p6,1,0.317563,0.998958,[11 38] ; [ 9 51],[ 8.99082569 40.00917431] ; [11.00917431 48.99082569],0
p1,1,0.348135,0.880244,[ 3 45] ; [ 7 54],[ 4.40366972 43.59633028] ; [ 5.59633028 55.40366972],0
b4,1,0.38124,0.7667,[29 20] ; [31 30],[26.72727273 22.27272727] ; [33.27272727 27.72727273],0
p8,1,0.392286,0.731844,[15 34] ; [14 46],[13.03669725 35.96330275] ; [15.96330275 44.03669725],0
s5,1,0.471167,0.519237,[ 9 40] ; [ 8 52],[ 7.64220183 41.35779817] ; [ 9.35779817 50.64220183],0
v1,1,0.521931,0.410075,[13 36] ; [13 48],[11.58181818 37.41818182] ; [14.41818182 46.58181818],0
a3,1,0.556206,0.346317,[25 24] ; [34 26],[26.52293578 22.47706422] ; [32.47706422 27.52293578],0
a7,1,0.650803,0.20489,[26 23] ; [35 26],[27.17272727 21.82727273] ; [33.82727273 27.17272727],0
a8,1,0.653314,0.201747,[ 4 41] ; [ 4 57],[ 3.39622642 41.60377358] ; [ 4.60377358 56.39622642],0
n1,1,0.687673,0.161616,[ 5 10] ; [13 20],[5.625 9.375] ; [12.375 20.625],0
d5,1,0.708338,0.139943,[33 16] ; [39 22],[32.07272727 16.92727273] ; [39.92727273 21.07272727],0
d4,1,0.770174,0.08535,[30 19] ; [39 22],[30.73636364 18.26363636] ; [38.26363636 22.73636364],0
s4,1,0.78205,0.076535,[ 9 38] ; [13 48],[ 9.57407407 37.42592593] ; [12.42592593 48.57407407],0
a6,1,0.782333,0.076331,[27 22] ; [32 29],[26.28181818 22.71818182] ; [32.71818182 28.28181818],0
v3,1,0.796602,0.066433,[ 9 40] ; [12 47],[ 9.52777778 39.47222222] ; [11.47222222 47.52777778],0
p5,1,0.81966,0.051976,[ 2 47] ; [ 3 57],[ 2.24770642 46.75229358] ; [ 2.75229358 57.24770642],0
