Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,93.515878,[121 185] ; [202  50],[177.12903226 128.87096774] ; [145.87096774 106.12903226],1
v1,1,0.0,28.045429,[144 163] ; [175  78],[174.88035714 132.11964286] ; [144.11964286 108.88035714],1
s8,1,1.3e-05,19.020886,[113 202] ; [137 116],[138.6443662 176.3556338] ; [111.3556338 141.6443662],1
s7,1,2.8e-05,17.528764,[127 173] ; [144  94],[151.11524164 148.88475836] ; [119.88475836 118.11524164],1
p3,1,0.000145,14.432524,[135 180] ; [149 104],[157.5 157.5] ; [126.5 126.5],1
s2,1,0.000656,11.608822,[128 186] ; [140 114],[148.15492958 165.84507042] ; [119.84507042 134.15492958],1
p12,1,0.000994,10.838492,[ 17 296] ; [ 34 220],[ 28.15343915 284.84656085] ; [ 22.84656085 231.15343915],1
n6,1,0.001237,10.434463,[266  48] ; [239  17],[278.19298246  35.80701754] ; [226.80701754  29.19298246],0
n4,1,0.001346,10.27794,[269  46] ; [241  16],[280.85664336  34.14335664] ; [229.14335664  27.85664336],0
p7,1,0.002073,9.483433,[179 130] ; [175  73],[196.38420108 112.61579892] ; [157.61579892  90.38420108],0
r1,1,0.002404,9.212104,[233  80] ; [218  39],[247.65438596  65.34561404] ; [203.34561404  53.65438596],0
p10,1,0.004498,8.071058,[246  67] ; [221  31],[258.70973451  54.29026549] ; [208.29026549  43.70973451],0
p4,1,0.007676,7.107549,[174 141] ; [167  85],[189.44444444 125.55555556] ; [151.55555556 100.44444444],0
r3,1,0.011077,6.452853,[282  33] ; [243  12],[290.13157895  24.86842105] ; [234.86842105  20.13157895],0
v4,1,0.011263,6.423411,[283  31] ; [245  11],[290.86315789  23.13684211] ; [237.13684211  18.86315789],0
r4,1,0.01412,6.023116,[266  50] ; [234  23],[275.7417103  40.2582897] ; [224.2582897  32.7417103],0
p5,1,0.014462,5.98081,[ 34 279] ; [ 46 209],[ 44.08450704 268.91549296] ; [ 35.91549296 219.08450704],0
d1,1,0.017419,5.653659,[168 148] ; [162  95],[181.9895288 134.0104712] ; [148.0104712 108.9895288],0
s5,1,0.021445,5.29024,[ 83 229] ; [ 89 161],[ 95.48754448 216.51245552] ; [ 76.51245552 173.48754448],0
p1,1,0.026377,4.931126,[ 23 291] ; [ 33 223],[ 30.84912281 283.15087719] ; [ 25.15087719 230.84912281],0
p11,1,0.027848,4.837463,[238  78] ; [213  44],[248.71902269  67.28097731] ; [202.28097731  54.71902269],0
