Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.53626,[44 61] ; [39  6],[58.1 46.9] ; [24.9 20.1],1
b1,1,0.000627,11.694258,[48 63] ; [ 7 40],[38.63924051 72.36075949] ; [16.36075949 30.63924051],1
p12,1,0.000843,11.143626,[  1 109] ; [ 6 40],[  4.93589744 105.06410256] ; [ 2.06410256 43.93589744],1
u2,1,0.012039,6.30517,[20 19] ; [14  2],[24.10909091 14.89090909] ; [9.89090909 6.10909091],0
p5,1,0.012228,6.277569,[  2 109] ; [ 5 41],[  4.94904459 106.05095541] ; [ 2.05095541 43.94904459],0
v1,1,0.044266,4.046368,[44 66] ; [27 20],[49.74522293 60.25477707] ; [21.25477707 25.74522293],0
p9,1,0.063831,3.434925,[77 32] ; [39  7],[81.57419355 27.42580645] ; [34.42580645 11.57419355],0
u1,1,0.073231,3.20907,[ 10 101] ; [ 9 38],[13.34810127 97.65189873] ; [ 5.65189873 41.34810127],0
p10,1,0.073412,3.205041,[72 37] ; [37  9],[76.6516129 32.3483871] ; [32.3483871 13.6516129],0
b5,1,0.082696,3.011102,[73 38] ; [24 23],[68.14556962 42.85443038] ; [28.85443038 18.14556962],0
n1,1,0.131172,2.278582,[12 29] ; [ 2 16],[ 9.72881356 31.27118644] ; [ 4.27118644 13.72881356],0
v4,1,0.151568,2.056396,[100   9] ; [46  1],[102.01282051   6.98717949] ; [43.98717949  3.01282051],0
a4,1,0.183215,1.771347,[43 68] ; [13 34],[39.34177215 71.65822785] ; [16.65822785 30.34177215],0
p6,1,0.200423,1.639286,[27 81] ; [ 7 38],[24. 84.] ; [10. 35.],0
s6,1,0.227029,1.459379,[63 46] ; [32 15],[66.37820513 42.62179487] ; [28.62179487 18.37820513],0
s5,1,0.272828,1.202472,[30 77] ; [17 29],[32.86928105 74.13071895] ; [14.13071895 31.86928105],0
n3,1,0.282349,1.155747,[30 10] ; [11  7],[28.27586207 11.72413793] ; [12.72413793  5.27586207],0
d2,1,0.284117,1.147292,[43 68] ; [14 33],[40.0443038 70.9556962] ; [16.9556962 30.0443038],0
a7,1,0.293757,1.102322,[81 30] ; [38  9],[83.60126582 27.39873418] ; [35.39873418 11.60126582],0
p4,1,0.296431,1.09018,[45 65] ; [23 23],[47.94871795 62.05128205] ; [20.05128205 25.94871795],0
a5,1,0.307125,1.042999,[66 45] ; [32 15],[68.84810127 42.15189873] ; [29.15189873 17.84810127],0
r4,1,0.310114,1.03019,[98 13] ; [44  3],[99.75949367 11.24050633] ; [42.24050633  4.75949367],0
n2,1,0.33049,0.946975,[26 14] ; [14  4],[27.5862069 12.4137931] ; [12.4137931  5.5862069],0
a8,1,0.348904,0.87744,[ 6 96] ; [ 1 43],[ 4.89041096 97.10958904] ; [ 2.10958904 41.89041096],0
a1,1,0.369449,0.805518,[  2 109] ; [ 2 45],[  2.81012658 108.18987342] ; [ 1.18987342 45.81012658],0
r2,1,0.377382,0.779212,[101   9] ; [45  2],[102.29299363   7.70700637] ; [43.70700637  3.29299363],0
r3,1,0.377382,0.779212,[101   9] ; [45  2],[102.29299363   7.70700637] ; [43.70700637  3.29299363],0
b3,1,0.390633,0.73697,[14 42] ; [ 7 13],[15.47368421 40.52631579] ; [ 5.52631579 14.47368421],0
b2,1,0.390633,0.73697,[14 42] ; [ 7 13],[15.47368421 40.52631579] ; [ 5.52631579 14.47368421],0
p8,1,0.404962,0.693543,[47 63] ; [23 23],[49.35897436 60.64102564] ; [20.64102564 25.35897436],0
b4,1,0.40884,0.68217,[63 48] ; [30 17],[65.33544304 45.66455696] ; [27.66455696 19.33544304],0
s2,1,0.428648,0.626483,[44 66] ; [22 25],[46.24203822 63.75796178] ; [19.75796178 27.24203822],0
s8,1,0.44725,0.577613,[33 77] ; [17 30],[35.03184713 74.96815287] ; [14.96815287 32.03184713],0
p11,1,0.449022,0.573118,[71 40] ; [33 14],[73.06329114 37.93670886] ; [30.93670886 16.06329114],0
s7,1,0.482959,0.492175,[32 73] ; [16 28],[33.82550336 71.17449664] ; [14.17449664 29.82550336],0
u3,1,0.519249,0.415385,[27 12] ; [9 6],[26. 13.] ; [10.  5.],0
d4,1,0.529217,0.395896,[89 21] ; [40  7],[90.38216561 19.61783439] ; [38.61783439  8.38216561],0
d3,1,0.553225,0.35157,[75 36] ; [34 13],[76.57594937 34.42405063] ; [32.42405063 14.57594937],0
s4,1,0.554202,0.349843,[26 85] ; [ 9 38],[24.58860759 86.41139241] ; [10.41139241 36.58860759],0
a6,1,0.586569,0.295735,[73 38] ; [33 14],[74.46835443 36.53164557] ; [31.53164557 15.46835443],0
n5,1,0.601593,0.2726,[37 72] ; [18 29],[38.42948718 70.57051282] ; [16.57051282 30.42948718],0
s1,1,0.617517,0.249373,[  3 107] ; [ 2 45],[  3.50318471 106.49681529] ; [ 1.49681529 45.50318471],0
p7,1,0.622296,0.242654,[59 47] ; [27 18],[60.37086093 45.62913907] ; [25.62913907 19.37086093],0
s3,1,0.637905,0.221493,[54 56] ; [25 22],[55.35031847 54.64968153] ; [23.64968153 23.35031847],0
n6,1,0.682026,0.167854,[71 40] ; [31 15],[72.11464968 38.88535032] ; [29.88535032 16.11464968],0
p3,1,0.692183,0.156732,[35 76] ; [16 30],[36.05732484 74.94267516] ; [14.94267516 31.05732484],0
a2,1,0.759791,0.093486,[19 92] ; [ 9 38],[19.67088608 91.32911392] ; [ 8.32911392 38.67088608],0
a3,1,0.810738,0.057348,[71 40] ; [31 16],[71.65822785 39.34177215] ; [30.34177215 16.65822785],0
d1,1,0.861844,0.030286,[56 55] ; [23 24],[55.5 55.5] ; [23.5 23.5],0
p2,1,0.910204,0.01272,[83 28] ; [34 12],[82.71974522 28.28025478] ; [34.28025478 11.71974522],0
d5,1,0.937914,0.006067,[82 29] ; [35 12],[82.19620253 28.80379747] ; [34.80379747 12.19620253],0
p1,1,0.965469,0.001874,[  5 106] ; [ 2 44],[  4.94904459 106.05095541] ; [ 2.05095541 43.94904459],0
