Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,78.377493,[455  40] ; [15 20],[438.96226415  56.03773585] ; [31.03773585  3.96226415],1
r2,1,0.0,42.760544,[464  27] ; [21 12],[454.45610687  36.54389313] ; [30.54389313  2.45610687],1
p2,1,0.000467,12.242022,[409  84] ; [20 14],[401.32258065  91.67741935] ; [27.67741935  6.32258065],1
r1,1,0.00159,9.971478,[382 109] ; [19 16],[374.31749049 116.68250951] ; [26.68250951  8.31749049],0
a6,1,0.002262,9.324012,[337 158] ; [15 20],[328.75471698 166.24528302] ; [23.24528302 11.75471698],0
n6,1,0.002682,9.011797,[407  86] ; [21 13],[400.38709677  92.61290323] ; [27.61290323  6.38709677],0
p7,1,0.004548,8.050823,[297 186] ; [13 22],[289.05405405 193.94594595] ; [20.94594595 14.05405405],0
p4,1,0.009954,6.64312,[279 213] ; [12 23],[271.67362429 220.32637571] ; [19.32637571 15.67362429],0
s6,1,0.010237,6.593145,[321 166] ; [15 19],[314.07293666 172.92706334] ; [21.92706334 12.07293666],0
s8,1,0.011613,6.368997,[190 304] ; [ 6 29],[183.03213611 310.96786389] ; [12.96786389 22.03213611],0
u3,1,0.013704,6.075864,[96 65] ; [ 4 11],[91.47727273 69.52272727] ; [8.52272727 6.47727273],0
p10,1,0.017307,5.664993,[379 109] ; [21 14],[373.23135755 114.76864245] ; [26.76864245  8.23135755],0
s2,1,0.026259,4.938886,[236 256] ; [10 25],[229.66223909 262.33776091] ; [16.33776091 18.66223909],0
p3,1,0.026863,4.899611,[221 271] ; [ 9 26],[214.72485769 277.27514231] ; [15.27514231 19.72485769],0
n5,1,0.030275,4.693608,[338 151] ; [18 17],[332.22137405 156.77862595] ; [23.77862595 11.22137405],0
p9,1,0.034778,4.456026,[403  87] ; [23 11],[398.35877863  91.64122137] ; [27.64122137  6.35877863],0
s7,1,0.035636,4.414416,[205 273] ; [ 8 25],[199.2446184 278.7553816] ; [13.7553816 19.2446184],0
