Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001188,10.508936,[11  5] ; [14 42],[ 5.55555556 10.44444444] ; [19.44444444 36.55555556],0
p4,1,0.003697,8.426746,[8 8] ; [ 9 49],[ 3.67567568 12.32432432] ; [13.32432432 44.67567568],0
p6,1,0.017954,5.6006,[ 6 10] ; [ 7 51],[ 2.81081081 13.18918919] ; [10.18918919 47.81081081],0
p8,1,0.04452,4.036721,[ 6 10] ; [ 9 51],[ 3.15789474 12.84210526] ; [11.84210526 48.15789474],0
r4,1,0.064633,3.414316,[14  2] ; [38 22],[10.94736842  5.05263158] ; [41.05263158 18.94736842],0
a3,1,0.065119,3.40196,[ 3 13] ; [26 33],[6.18666667 9.81333333] ; [22.81333333 36.18666667],0
d4,1,0.093608,2.811201,[7 9] ; [40 20],[9.89473684 6.10526316] ; [37.10526316 22.89473684],0
n4,1,0.118837,2.432576,[12  4] ; [32 28],[9.26315789 6.73684211] ; [34.73684211 25.26315789],0
n6,1,0.142351,2.152359,[13  3] ; [37 23],[10.52631579  5.47368421] ; [39.47368421 20.52631579],0
u2,1,0.150603,2.066129,[5 8] ; [21 13],[7.19148936 5.80851064] ; [18.80851064 15.19148936],0
v4,1,0.157819,1.995,[14  2] ; [42 18],[11.78947368  4.21052632] ; [44.21052632 15.78947368],0
v3,1,0.170639,1.877324,[ 2 13] ; [18 40],[ 4.10958904 10.89041096] ; [15.89041096 42.10958904],0
r1,1,0.182518,1.777005,[12  4] ; [34 26],[9.68421053 6.31578947] ; [36.31578947 23.68421053],0
r3,1,0.236296,1.402554,[14  2] ; [44 16],[12.21052632  3.78947368] ; [45.78947368 14.21052632],0
n5,1,0.246705,1.341865,[11  5] ; [31 28],[8.96 7.04] ; [33.04 25.96],0
s8,1,0.260145,1.267986,[ 5 11] ; [11 49],[ 3.36842105 12.63157895] ; [12.63157895 47.36842105],0
s6,1,0.265725,1.238685,[9 7] ; [24 35],[7.04 8.96] ; [25.96 33.04],0
p5,1,0.289023,1.124168,[ 1 14] ; [ 1 58],[ 0.40540541 14.59459459] ; [ 1.59459459 57.40540541],0
v1,1,0.298277,1.081882,[7 9] ; [18 42],[ 5.26315789 10.73684211] ; [19.73684211 40.26315789],0
a8,1,0.311217,1.025503,[ 2 14] ; [ 3 54],[ 1.09589041 14.90410959] ; [ 3.90410959 53.09589041],0
d3,1,0.322276,0.979687,[ 5 11] ; [27 33],[6.73684211 9.26315789] ; [25.26315789 34.73684211],0
d2,1,0.371249,0.799481,[ 3 13] ; [18 42],[ 4.42105263 11.57894737] ; [16.57894737 43.42105263],0
s7,1,0.405079,0.693196,[ 2 13] ; [13 43],[ 3.16901408 11.83098592] ; [11.83098592 44.16901408],0
p10,1,0.451747,0.566265,[9 7] ; [26 31],[7.67123288 8.32876712] ; [27.32876712 29.67123288],0
r2,1,0.47538,0.509442,[14  2] ; [47 12],[13.01333333  2.98666667] ; [47.98666667 11.01333333],0
p9,1,0.488183,0.48053,[9 7] ; [26 30],[7.77777778 8.22222222] ; [27.22222222 28.77777778],0
s4,1,0.491697,0.472811,[ 2 14] ; [12 48],[ 2.94736842 13.05263158] ; [11.05263158 48.94736842],0
a7,1,0.495595,0.464357,[9 7] ; [28 32],[7.78947368 8.21052632] ; [29.21052632 30.78947368],0
p11,1,0.590722,0.289218,[10  6] ; [33 27],[9.05263158 6.94736842] ; [33.94736842 26.05263158],0
b5,1,0.601746,0.272371,[11  5] ; [37 23],[10.10526316  5.89473684] ; [37.89473684 22.10526316],0
a4,1,0.602687,0.270962,[ 3 13] ; [ 8 51],[ 2.34666667 13.65333333] ; [ 8.65333333 50.34666667],0
s5,1,0.69019,0.158879,[ 2 12] ; [ 6 51],[ 1.57746479 12.42253521] ; [ 6.42253521 50.57746479],0
s3,1,0.709706,0.138571,[7 9] ; [22 35],[6.35616438 9.64383562] ; [22.64383562 34.35616438],0
b1,1,0.72145,0.127108,[8 8] ; [27 33],[7.36842105 8.63157895] ; [27.63157895 32.36842105],0
b4,1,0.786239,0.073548,[9 7] ; [36 24],[9.47368421 6.52631579] ; [35.52631579 24.47368421],0
d1,1,0.791064,0.070188,[ 4 12] ; [17 43],[ 4.42105263 11.57894737] ; [16.57894737 43.42105263],0
b3,1,0.825642,0.048529,[3 7] ; [ 9 25],[2.72727273 7.27272727] ; [ 9.27272727 24.72727273],0
b2,1,0.825642,0.048529,[3 7] ; [ 9 25],[2.72727273 7.27272727] ; [ 9.27272727 24.72727273],0
s2,1,0.84202,0.039725,[ 5 11] ; [20 39],[ 5.33333333 10.66666667] ; [19.66666667 39.33333333],0
a6,1,0.852717,0.034467,[ 6 10] ; [21 39],[ 5.68421053 10.31578947] ; [21.31578947 38.68421053],0
s1,1,0.893444,0.017942,[ 2 14] ; [ 8 50],[ 2.16216216 13.83783784] ; [ 7.83783784 50.16216216],0
d5,1,0.905663,0.014045,[8 8] ; [29 31],[7.78947368 8.21052632] ; [29.21052632 30.78947368],0
v2,1,0.933819,0.006896,[ 6 10] ; [20 35],[ 5.85915493 10.14084507] ; [20.14084507 34.85915493],0
p1,1,0.952368,0.003568,[ 1 15] ; [ 4 56],[ 1.05263158 14.94736842] ; [ 3.94736842 56.05263158],0
n1,1,0.952933,0.003484,[1 1] ; [11 12],[0.96 1.04] ; [11.04 11.96],0
u3,1,0.955646,0.003093,[7 6] ; [18 16],[6.91489362 6.08510638] ; [18.08510638 15.91489362],0
