Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.400156,[40 36] ; [345  64],[60.32989691 15.67010309] ; [324.67010309  84.32989691],1
s7,1,0.0,28.703526,[27 45] ; [278 118],[46.92307692 25.07692308] ; [258.07692308 137.92307692],1
s5,1,0.0,26.693374,[10 61] ; [185 209],[29.77419355 41.22580645] ; [165.22580645 228.77419355],1
s8,1,0.0,25.422211,[25 51] ; [260 147],[44.8447205 31.1552795] ; [240.1552795 166.8447205],1
d5,1,3.2e-05,17.280998,[48 28] ; [340  66],[61.17842324 14.82157676] ; [326.82157676  79.17842324],1
p9,1,0.000677,11.550856,[56 20] ; [358  47],[65.41372141 10.58627859] ; [348.58627859  56.41372141],1
n6,1,0.001033,10.767864,[54 22] ; [349  56],[63.67567568 12.32432432] ; [339.32432432  65.67567568],0
r1,1,0.001616,9.941149,[54 22] ; [348  58],[63.38589212 12.61410788] ; [338.61410788  67.38589212],0
r4,1,0.00552,7.700706,[65 11] ; [386  23],[70.67216495  5.32783505] ; [380.32783505  28.67216495],0
a2,1,0.006925,7.292363,[10 66] ; [114 295],[19.43092784 56.56907216] ; [104.56907216 304.43092784],0
d4,1,0.007341,7.187562,[56 20] ; [349  57],[63.85892116 12.14107884] ; [341.14107884  64.85892116],0
d1,1,0.007824,7.073311,[36 40] ; [260 149],[46.38350515 29.61649485] ; [249.61649485 159.38350515],0
r3,1,0.008744,6.874479,[70  6] ; [398   9],[73.63975155  2.36024845] ; [394.36024845  12.63975155],0
s4,1,0.009333,6.758027,[ 8 68] ; [ 97 308],[16.59043659 59.40956341] ; [ 88.40956341 316.59043659],0
p5,1,0.016908,5.705917,[ 3 71] ; [ 57 349],[ 9.25 64.75] ; [ 50.75 355.25],0
p10,1,0.023359,5.141589,[56 20] ; [341  63],[62.85833333 13.14166667] ; [334.14166667  69.85833333],0
p4,1,0.02729,4.872382,[38 37] ; [261 146],[46.52489627 28.47510373] ; [252.47510373 154.52489627],0
u1,1,0.030198,4.697963,[ 8 68] ; [ 87 322],[14.88659794 61.11340206] ; [ 80.11340206 328.88659794],0
p8,1,0.030237,4.695749,[31 45] ; [220 185],[39.65904366 36.34095634] ; [211.34095634 193.65904366],0
a4,1,0.032022,4.597334,[26 50] ; [194 214],[34.54545455 41.45454545] ; [185.45454545 222.54545455],0
b5,1,0.038663,4.275626,[37 39] ; [251 158],[45.12989691 30.87010309] ; [242.87010309 166.12989691],0
u3,1,0.053306,3.734295,[12 13] ; [70 32],[16.14173228  8.85826772] ; [65.85826772 36.14173228],0
p2,1,0.061797,3.488494,[59 17] ; [351  57],[64.38016529 11.61983471] ; [345.61983471  62.38016529],0
p1,1,0.078517,3.095336,[ 3 73] ; [ 42 364],[ 7.09543568 68.90456432] ; [ 37.90456432 368.09543568],0
