Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,32.27286,[ 6 40] ; [24  7],[17.92207792 28.07792208] ; [12.07792208 18.92207792],1
d5,1,3e-06,21.641269,[21 25] ; [30  1],[30.46753247 15.53246753] ; [20.53246753 10.46753247],1
d3,1,3.1e-05,17.331293,[16 29] ; [26  5],[24.86842105 20.13157895] ; [17.13157895 13.86842105],1
v2,1,0.005982,7.555841,[12 33] ; [17 12],[17.63513514 27.36486486] ; [11.36486486 17.63513514],0
a4,1,0.012485,6.240676,[11 35] ; [16 15],[16.12987013 29.87012987] ; [10.87012987 20.12987013],0
r2,1,0.013492,6.103405,[23 20] ; [23  5],[27.85915493 15.14084507] ; [18.14084507  9.85915493],0
a2,1,0.014598,5.964396,[ 2 44] ; [ 7 24],[ 5.37662338 40.62337662] ; [ 3.62337662 27.37662338],0
p5,1,0.014694,5.952756,[ 3 43] ; [ 8 22],[ 6.65789474 39.34210526] ; [ 4.34210526 25.65789474],0
a3,1,0.03902,4.259993,[25 21] ; [24  7],[29.27272727 16.72727273] ; [19.72727273 11.27272727],0
s5,1,0.04747,3.928645,[ 6 40] ; [ 9 19],[ 9.32432432 36.67567568] ; [ 5.67567568 22.32432432],0
b4,1,0.077969,3.106739,[25 21] ; [23  8],[28.67532468 17.32467532] ; [19.32467532 11.67532468],0
a7,1,0.084355,2.978931,[22 24] ; [21 10],[25.68831169 20.31168831] ; [17.31168831 13.68831169],0
u2,1,0.095045,2.786786,[13  7] ; [2 5],[11.11111111  8.88888889] ; [3.88888889 3.11111111],0
s2,1,0.099845,2.708021,[15 31] ; [15 14],[18.4 27.6] ; [11.6 17.4],0
v3,1,0.110073,2.553168,[ 8 38] ; [10 20],[10.89473684 35.10526316] ; [ 7.10526316 22.89473684],0
p3,1,0.117773,2.446686,[12 34] ; [13 17],[15.13157895 30.86842105] ; [ 9.86842105 20.13157895],0
a5,1,0.122868,2.380376,[23 23] ; [21 10],[26.28571429 19.71428571] ; [17.71428571 13.28571429],0
p2,1,0.148022,2.092522,[37  9] ; [19 10],[34.34666667 11.65333333] ; [21.65333333  7.34666667],0
a6,1,0.148846,2.084036,[19 27] ; [18 13],[22.1038961 23.8961039] ; [14.8961039 16.1038961],0
s3,1,0.150561,2.06656,[16 28] ; [15 13],[18.94444444 25.05555556] ; [12.05555556 15.94444444],0
p1,1,0.17542,1.836002,[ 3 43] ; [ 5 26],[ 4.77922078 41.22077922] ; [ 3.22077922 27.77922078],0
n4,1,0.239863,1.381397,[25 21] ; [21 10],[27.48051948 18.51948052] ; [18.51948052 12.48051948],0
v1,1,0.248677,1.33072,[20 25] ; [ 9 20],[17.63513514 27.36486486] ; [11.36486486 17.63513514],0
n1,1,0.257899,1.28,[ 9 11] ; [3 9],[ 7.5 12.5] ; [4.5 7.5],0
r1,1,0.332103,0.94068,[14 32] ; [12 17],[15.94666667 30.05333333] ; [10.05333333 18.94666667],0
s7,1,0.33266,0.938515,[17 27] ; [15 15],[19.02702703 24.97297297] ; [12.97297297 17.02702703],0
u1,1,0.339438,0.912553,[ 3 43] ; [ 4 27],[ 4.18181818 41.81818182] ; [ 2.81818182 28.18181818],0
a1,1,0.351966,0.866355,[ 2 44] ; [ 3 28],[ 2.98701299 43.01298701] ; [ 2.01298701 28.98701299],0
n3,1,0.436198,0.606264,[12  8] ; [5 6],[10.96774194  9.03225806] ; [6.03225806 4.96774194],0
p7,1,0.447846,0.576098,[25 20] ; [13 15],[23.42465753 21.57534247] ; [14.57534247 13.42465753],0
p9,1,0.479264,0.500538,[39  6] ; [25  6],[37.89473684  7.10526316] ; [26.10526316  4.89473684],0
v4,1,0.49526,0.465078,[29 14] ; [21  7],[30.28169014 12.71830986] ; [19.71830986  8.28169014],0
b1,1,0.546098,0.364354,[24 22] ; [14 17],[22.7012987 23.2987013] ; [15.2987013 15.7012987],0
a8,1,0.57204,0.319281,[ 3 42] ; [ 1 27],[ 2.46575342 42.53424658] ; [ 1.53424658 26.46575342],0
b2,1,0.580672,0.30515,[ 9 20] ; [ 7 11],[ 9.87234043 19.12765957] ; [ 6.12765957 11.87234043],0
b3,1,0.580672,0.30515,[ 9 20] ; [ 7 11],[ 9.87234043 19.12765957] ; [ 6.12765957 11.87234043],0
n2,1,0.61174,0.257649,[15  5] ; [8 4],[14.375  5.625] ; [8.625 3.375],0
r3,1,0.638698,0.220449,[28 16] ; [20  9],[28.93150685 15.06849315] ; [19.06849315  9.93150685],0
s6,1,0.666089,0.186211,[19 27] ; [13 15],[19.89189189 26.10810811] ; [12.10810811 15.89189189],0
p8,1,0.685989,0.163461,[19 27] ; [11 19],[18.15789474 27.84210526] ; [11.84210526 18.15789474],0
p6,1,0.786407,0.07343,[12 34] ; [ 7 23],[11.5 34.5] ; [ 7.5 22.5],0
p12,1,0.788232,0.07215,[ 1 44] ; [ 1 30],[ 1.18421053 43.81578947] ; [ 0.81578947 30.18421053],0
u3,1,0.826824,0.047863,[10 11] ; [3 4],[ 9.75 11.25] ; [3.25 3.75],0
p4,1,0.842478,0.039492,[21 25] ; [13 17],[20.57894737 25.42105263] ; [13.42105263 16.57894737],0
b5,1,0.889583,0.019274,[23 23] ; [16 15],[23.2987013 22.7012987] ; [15.7012987 15.2987013],0
p11,1,0.895085,0.01739,[32 14] ; [22  9],[32.25974026 13.74025974] ; [21.74025974  9.25974026],0
n5,1,0.918572,0.010452,[31 14] ; [21  9],[31.2 13.8] ; [20.8  9.2],0
n6,1,0.946065,0.004576,[29 15] ; [20 10],[29.13513514 14.86486486] ; [19.86486486 10.13513514],0
s4,1,0.962873,0.002167,[ 9 37] ; [ 6 24],[ 9.07894737 36.92105263] ; [ 5.92105263 24.07894737],0
s8,1,0.967831,0.001626,[14 32] ; [ 9 21],[13.92105263 32.07894737] ; [ 9.07894737 20.92105263],0
