Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.057645,[18 41] ; [68 28],[32.73548387 26.26451613] ; [53.26451613 42.73548387],1
a6,1,1.9e-05,18.259031,[24 35] ; [72 24],[36.54193548 22.45806452] ; [59.45806452 36.54193548],1
d4,1,6.2e-05,16.044889,[31 27] ; [80 16],[41.80519481 16.19480519] ; [69.19480519 26.80519481],1
a2,1,0.000472,12.223856,[ 2 57] ; [24 72],[ 9.89677419 49.10322581] ; [16.10322581 79.89677419],1
d1,1,0.000984,10.8567,[16 43] ; [52 44],[25.88387097 33.11612903] ; [42.11612903 53.88387097],1
a3,1,0.00434,8.135963,[26 33] ; [64 31],[34.48051948 24.51948052] ; [55.51948052 39.48051948],0
r3,1,0.006392,7.436246,[42 17] ; [85 11],[48.34193548 10.65806452] ; [78.65806452 17.34193548],0
b5,1,0.006492,7.40847,[23 36] ; [59 37],[31.21290323 27.78709677] ; [50.78709677 45.21290323],0
d5,1,0.008938,6.835243,[33 26] ; [73 23],[40.3483871 18.6516129] ; [65.6516129 30.3483871],0
u1,1,0.012242,6.275539,[ 2 57] ; [16 80],[ 6.8516129 52.1483871] ; [11.1483871 84.8516129],0
p2,1,0.013638,6.084448,[23 36] ; [57 39],[30.4516129 28.5483871] ; [49.5483871 46.4516129],0
a5,1,0.025712,4.975284,[28 31] ; [63 33],[34.63870968 24.36129032] ; [56.36129032 39.63870968],0
r4,1,0.032383,4.578108,[36 23] ; [74 22],[41.87096774 17.12903226] ; [68.12903226 27.87096774],0
u3,1,0.063142,3.452866,[11 22] ; [18 14],[14.72307692 18.27692308] ; [14.27692308 17.72307692],0
s6,1,0.074101,3.18976,[17 41] ; [42 54],[22.22077922 35.77922078] ; [36.77922078 59.22077922],0
r1,1,0.086983,2.929347,[38 21] ; [74 22],[42.63225806 16.36774194] ; [69.36774194 26.63225806],0
p10,1,0.089322,2.886544,[10 48] ; [28 67],[14.40522876 43.59477124] ; [23.59477124 71.40522876],0
