Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.2e-05,19.161182,[20 38] ; [62 25],[32.8 25.2] ; [49.2 37.8],1
d3,1,8.4e-05,15.47329,[18 40] ; [56 31],[29.6 28.4] ; [44.4 42.6],1
a2,1,0.000144,14.450082,[ 2 56] ; [25 63],[10.7260274 47.2739726] ; [16.2739726 71.7260274],1
d1,1,0.001432,10.164262,[18 40] ; [51 37],[27.4109589 30.5890411] ; [41.5890411 46.4109589],0
d4,1,0.001954,9.592709,[32 26] ; [69 18],[40.4 17.6] ; [60.6 26.4],0
b4,1,0.002184,9.38785,[24 34] ; [59 29],[32.97260274 25.02739726] ; [50.02739726 37.97260274],0
d5,1,0.002266,9.320852,[29 29] ; [65 22],[37.6 20.4] ; [56.4 30.6],0
u1,1,0.003451,8.552264,[ 2 56] ; [18 70],[ 7.94520548 50.05479452] ; [12.05479452 75.94520548],0
b5,1,0.011678,6.359102,[26 32] ; [58 30],[33.36986301 24.63013699] ; [50.63013699 37.36986301],0
r4,1,0.025085,5.018027,[31 27] ; [63 25],[37.34246575 20.65753425] ; [56.65753425 31.34246575],0
v4,1,0.039271,4.24909,[38 20] ; [71 17],[43.30136986 14.69863014] ; [65.69863014 22.30136986],0
a5,1,0.041398,4.159647,[27 31] ; [56 32],[32.97260274 25.02739726] ; [50.02739726 37.97260274],0
v2,1,0.058321,3.584509,[17 37] ; [41 45],[22.37142857 31.62857143] ; [35.62857143 50.37142857],0
u2,1,0.05904,3.564148,[ 9 15] ; [19 11],[12.44444444 11.55555556] ; [15.55555556 14.44444444],0
r1,1,0.063321,3.448187,[30 28] ; [59 29],[35.35616438 22.64383562] ; [53.64383562 34.35616438],0
p10,1,0.069965,3.283832,[22 35] ; [47 40],[27.3125 29.6875] ; [41.6875 45.3125],0
p9,1,0.079031,3.084713,[23 32] ; [49 37],[28.08510638 26.91489362] ; [43.91489362 42.08510638],0
a4,1,0.084936,2.967826,[18 39] ; [40 47],[22.95833333 34.04166667] ; [35.04166667 51.95833333],0
r3,1,0.094425,2.797263,[39 19] ; [70 18],[43.30136986 14.69863014] ; [65.69863014 22.30136986],0
a8,1,0.174147,1.846877,[ 3 54] ; [10 73],[ 5.29285714 51.70714286] ; [ 7.70714286 75.29285714],0
b1,1,0.199136,1.648702,[32 26] ; [39 49],[28.20547945 29.79452055] ; [42.79452055 45.20547945],0
p3,1,0.217383,1.521561,[12 46] ; [26 61],[15.2 42.8] ; [22.8 64.2],0
r2,1,0.222688,1.486962,[43 13] ; [73 13],[45.74647887 10.25352113] ; [70.25352113 15.74647887],0
n1,1,0.248664,1.330792,[14 11] ; [13 19],[11.84210526 13.15789474] ; [15.15789474 16.84210526],0
a3,1,0.279753,1.168289,[34 24] ; [58 28],[37.05555556 20.94444444] ; [54.94444444 31.05555556],0
s6,1,0.293207,1.104835,[20 38] ; [38 50],[23.04109589 34.95890411] ; [34.95890411 53.04109589],0
p4,1,0.307015,1.043475,[17 39] ; [20 68],[14.38888889 41.61111111] ; [22.61111111 65.38888889],0
d2,1,0.319459,0.991162,[24 33] ; [44 43],[26.91666667 30.08333333] ; [41.08333333 45.91666667],0
n6,1,0.324325,0.971425,[34 24] ; [58 29],[36.8 21.2] ; [55.2 31.8],0
b3,1,0.329588,0.950514,[17 23] ; [18 37],[14.73684211 25.26315789] ; [20.26315789 34.73684211],0
b2,1,0.329588,0.950514,[17 23] ; [18 37],[14.73684211 25.26315789] ; [20.26315789 34.73684211],0
n4,1,0.331086,0.944644,[35 23] ; [60 28],[37.73972603 20.26027397] ; [57.26027397 30.73972603],0
s8,1,0.406356,0.689436,[16 42] ; [19 69],[13.90410959 44.09589041] ; [21.09589041 66.90410959],0
n2,1,0.437333,0.603269,[18  8] ; [19 13],[16.5862069  9.4137931] ; [20.4137931 11.5862069],0
v3,1,0.445355,0.582447,[16 39] ; [30 55],[18.07142857 36.92857143] ; [27.92857143 57.07142857],0
a1,1,0.489271,0.478129,[ 4 54] ; [ 9 79],[ 5.16438356 52.83561644] ; [ 7.83561644 80.16438356],0
s1,1,0.508738,0.436662,[ 4 53] ; [ 9 79],[ 5.11034483 51.88965517] ; [ 7.88965517 80.11034483],0
s2,1,0.529736,0.394898,[20 38] ; [26 62],[18.2739726 39.7260274] ; [27.7260274 60.2739726],0
p7,1,0.571094,0.320856,[15 40] ; [27 58],[16.5 38.5] ; [25.5 59.5],0
u3,1,0.583882,0.3,[11 13] ; [16 14],[12. 12.] ; [15. 15.],0
p1,1,0.685776,0.163696,[ 3 55] ; [ 6 82],[ 3.57534247 54.42465753] ; [ 5.42465753 82.57534247],0
p6,1,0.727868,0.121078,[ 6 50] ; [11 76],[ 6.65734266 49.34265734] ; [10.34265734 76.65734266],0
s4,1,0.745469,0.105378,[ 7 51] ; [ 9 78],[ 6.4 51.6] ; [ 9.6 77.4],0
p5,1,0.754601,0.097705,[ 2 54] ; [ 4 82],[ 2.36619718 53.63380282] ; [ 3.63380282 82.36619718],0
p11,1,0.788041,0.072283,[29 29] ; [46 42],[29.79452055 28.20547945] ; [45.20547945 42.79452055],0
n5,1,0.790817,0.070358,[37 20] ; [59 29],[37.73793103 19.26206897] ; [58.26206897 29.73793103],0
p12,1,0.819149,0.052276,[ 1 57] ; [ 2 86],[ 1.19178082 56.80821918] ; [ 1.80821918 86.19178082],0
p8,1,0.868638,0.027353,[12 46] ; [19 68],[12.4 45.6] ; [18.6 68.4],0
v1,1,0.900412,0.01566,[18 39] ; [26 59],[17.66197183 39.33802817] ; [26.33802817 58.66197183],0
s7,1,0.946049,0.004579,[16 39] ; [24 57],[16.17647059 38.82352941] ; [23.82352941 57.17647059],0
s3,1,0.953543,0.003394,[22 35] ; [34 53],[22.16666667 34.83333333] ; [33.83333333 53.16666667],0
