Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.00233,9.269379,[34  9] ; [3 7],[30.01886792 12.98113208] ; [6.98113208 3.01886792],0
d5,1,0.011351,6.409569,[37  6] ; [5 5],[34.0754717  8.9245283] ; [7.9245283 2.0754717],0
a7,1,0.012414,6.250749,[31 12] ; [3 7],[27.58490566 15.41509434] ; [6.41509434 3.58490566],0
s2,1,0.077051,3.126042,[30 13] ; [4 6],[27.58490566 15.41509434] ; [6.41509434 3.58490566],0
s3,1,0.100394,2.699271,[32 10] ; [5 5],[29.88461538 12.11538462] ; [7.11538462 2.88461538],0
n5,1,0.136146,2.220983,[17 26] ; [6 3],[19.01923077 23.98076923] ; [3.98076923 5.01923077],0
b4,1,0.141341,2.163298,[24 19] ; [3 7],[21.90566038 21.09433962] ; [5.09433962 4.90566038],0
a6,1,0.153756,2.034586,[29 14] ; [9 1],[30.83018868 12.16981132] ; [7.16981132 2.83018868],0
v3,1,0.184451,1.761391,[12 27] ; [1 9],[10.34693878 28.65306122] ; [2.65306122 7.34693878],0
s5,1,0.18982,1.719015,[17 23] ; [2 8],[15.2 24.8] ; [3.8 6.2],0
n3,1,0.260452,1.266353,[8 6] ; [5 1],[9.1 4.9] ; [3.9 2.1],0
n4,1,0.281072,1.161899,[22 21] ; [7 3],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
s4,1,0.363743,0.824928,[15 28] ; [2 8],[13.79245283 29.20754717] ; [3.20754717 6.79245283],0
p4,1,0.366884,0.814193,[19 24] ; [6 4],[20.28301887 22.71698113] ; [4.71698113 5.28301887],0
u2,1,0.382733,0.761905,[11  1] ; [3 1],[10.5  1.5] ; [3.5 0.5],0
p6,1,0.411635,0.674074,[14 28] ; [2 8],[12.92307692 29.07692308] ; [3.07692308 6.92307692],0
p9,1,0.445964,0.580889,[34  8] ; [7 3],[33.11538462  8.88461538] ; [7.88461538 2.11538462],0
p3,1,0.489754,0.477066,[18 25] ; [3 7],[17.03773585 25.96226415] ; [3.96226415 6.03773585],0
n2,1,0.515305,0.42328,[13  1] ; [5 1],[12.6  1.4] ; [5.4 0.6],0
p8,1,0.527179,0.399826,[16 25] ; [5 5],[16.88235294 24.11764706] ; [4.11764706 5.88235294],0
r1,1,0.551147,0.355267,[30 13] ; [6 4],[29.20754717 13.79245283] ; [6.79245283 3.20754717],0
a3,1,0.551147,0.355267,[30 13] ; [6 4],[29.20754717 13.79245283] ; [6.79245283 3.20754717],0
a5,1,0.575279,0.313929,[26 17] ; [7 3],[26.77358491 16.22641509] ; [6.22641509 3.77358491],0
v4,1,0.593648,0.284683,[40  3] ; [7 1],[39.62745098  3.37254902] ; [7.37254902 0.62745098],0
v2,1,0.608919,0.261752,[23 16] ; [5 5],[22.28571429 16.71428571] ; [5.71428571 4.28571429],0
b3,1,0.611196,0.258437,[ 9 17] ; [2 6],[ 8.41176471 17.58823529] ; [2.58823529 5.41176471],0
b2,1,0.611196,0.258437,[ 9 17] ; [2 6],[ 8.41176471 17.58823529] ; [2.58823529 5.41176471],0
a2,1,0.630453,0.231447,[ 6 37] ; [2 8],[ 6.49056604 36.50943396] ; [1.50943396 8.49056604],0
s6,1,0.655252,0.199343,[33 10] ; [7 3],[32.45283019 10.54716981] ; [7.54716981 2.45283019],0
d2,1,0.668504,0.183357,[16 27] ; [3 7],[15.41509434 27.58490566] ; [3.58490566 6.41509434],0
p10,1,0.684522,0.165079,[31 11] ; [8 2],[31.5 10.5] ; [7.5 2.5],0
n1,1,0.700668,0.147778,[7 7] ; [3 2],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
b1,1,0.709437,0.13884,[23 20] ; [6 4],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
b5,1,0.709437,0.13884,[23 20] ; [6 4],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
p2,1,0.711756,0.13653,[32 11] ; [8 2],[32.45283019 10.54716981] ; [7.54716981 2.45283019],0
s8,1,0.739369,0.110682,[24 19] ; [5 5],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
p11,1,0.768962,0.086279,[28 15] ; [7 3],[28.39622642 14.60377358] ; [6.60377358 3.39622642],0
r4,1,0.775284,0.081493,[32 11] ; [7 3],[31.64150943 11.35849057] ; [7.35849057 2.64150943],0
a4,1,0.775284,0.081493,[11 32] ; [3 7],[11.35849057 31.64150943] ; [2.64150943 7.35849057],0
v1,1,0.869451,0.027013,[24 18] ; [6 4],[24.23076923 17.76923077] ; [5.76923077 4.23076923],0
r2,1,0.884458,0.021118,[38  4] ; [8 1],[37.88235294  4.11764706] ; [8.11764706 0.88235294],0
p1,1,0.945797,0.004622,[ 4 39] ; [1 9],[ 4.05660377 38.94339623] ; [0.94339623 9.05660377],0
r3,1,0.963385,0.002107,[38  4] ; [9 1],[37.96153846  4.03846154] ; [9.03846154 0.96153846],0
a8,1,0.980934,0.000571,[ 4 35] ; [1 9],[ 3.97959184 35.02040816] ; [1.02040816 8.97959184],0
p7,1,1.0,0.0,[24 16] ; [6 4],[24. 16.] ; [6. 4.],0
