Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,6.2e-05,16.041033,[64 19] ; [24 31],[52.92753623 30.07246377] ; [35.07246377 19.92753623],1
s5,1,0.175381,1.836332,[26 54] ; [11 40],[22.59541985 57.40458015] ; [14.40458015 36.59541985],0
p1,1,0.18513,1.755955,[14 68] ; [ 5 50],[11.37226277 70.62773723] ; [ 7.62773723 47.37226277],0
p2,1,0.196636,1.667187,[62 20] ; [36 19],[58.65693431 23.34306569] ; [39.34306569 15.65693431],0
n2,1,0.203225,1.619048,[15  2] ; [12  5],[13.5  3.5] ; [13.5  3.5],0
s2,1,0.230518,1.43766,[38 42] ; [20 34],[34.62686567 45.37313433] ; [23.37313433 30.62686567],0
b4,1,0.246397,1.343615,[52 31] ; [29 26],[48.7173913 34.2826087] ; [32.2826087 22.7173913],0
p12,1,0.275548,1.188915,[ 9 73] ; [ 3 51],[ 7.23529412 74.76470588] ; [ 4.76470588 49.23529412],0
u2,1,0.292641,1.107433,[13 13] ; [21 12],[14.98305085 11.01694915] ; [19.01694915 13.98305085],0
p6,1,0.318762,0.994017,[30 52] ; [15 38],[27.33333333 54.66666667] ; [17.66666667 35.33333333],0
s1,1,0.318905,0.99343,[ 4 76] ; [ 5 48],[ 5.41353383 74.58646617] ; [ 3.58646617 49.41353383],0
r2,1,0.31972,0.990091,[79  4] ; [50  5],[77.58695652  5.41304348] ; [51.41304348  3.58695652],0
n3,1,0.388476,0.743706,[11  4] ; [10  7],[9.84375 5.15625] ; [11.15625  5.84375],0
n5,1,0.396415,0.719173,[59 24] ; [34 19],[56.75735294 26.24264706] ; [36.24264706 16.75735294],0
s4,1,0.408875,0.682068,[15 67] ; [ 7 47],[13.26470588 68.73529412] ; [ 8.73529412 45.26470588],0
v4,1,0.47686,0.506036,[78  5] ; [49  5],[76.94160584  6.05839416] ; [50.05839416  3.94160584],0
d4,1,0.487249,0.482597,[45 38] ; [26 28],[43.01459854 39.98540146] ; [27.98540146 26.01459854],0
u1,1,0.531422,0.391671,[ 5 78] ; [ 2 53],[ 4.21014493 78.78985507] ; [ 2.78985507 52.21014493],0
p11,1,0.538288,0.378722,[67 16] ; [42 13],[65.55797101 17.44202899] ; [43.44202899 11.55797101],0
v1,1,0.574183,0.315733,[42 40] ; [25 29],[40.39705882 41.60294118] ; [26.60294118 27.39705882],0
r3,1,0.625987,0.237543,[76  7] ; [49  6],[75.18115942  7.81884058] ; [49.81884058  5.18115942],0
p7,1,0.688143,0.161103,[46 36] ; [31 21],[47.11940299 34.88059701] ; [29.88059701 22.11940299],0
a1,1,0.738667,0.111301,[ 4 79] ; [ 2 53],[ 3.60869565 79.39130435] ; [ 2.39130435 52.60869565],0
s3,1,0.747434,0.1037,[46 35] ; [31 21],[46.89473684 34.10526316] ; [30.10526316 21.89473684],0
p5,1,0.847758,0.036856,[10 72] ; [ 6 48],[ 9.64705882 72.35294118] ; [ 6.35294118 47.64705882],0
n6,1,0.878713,0.023287,[65 17] ; [43 12],[64.64233577 17.35766423] ; [43.35766423 11.64233577],0
n1,1,0.881162,0.022349,[7 9] ; [ 7 10],[6.78787879 9.21212121] ; [7.21212121 9.78787879],0
s6,1,0.918555,0.010456,[46 34] ; [30 23],[45.71428571 34.28571429] ; [30.28571429 22.71428571],0
a8,1,0.960349,0.002472,[10 66] ; [ 7 45],[10.09375 65.90625] ; [ 6.90625 45.09375],0
b5,1,0.969735,0.00144,[45 38] ; [30 25],[45.10869565 37.89130435] ; [29.89130435 25.10869565],0
u3,1,0.992824,8.1e-05,[15 11] ; [19 14],[14.98305085 11.01694915] ; [19.01694915 13.98305085],0
