Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,6.2e-05,16.041033,[64 19] ; [24 31],[52.92753623 30.07246377] ; [35.07246377 19.92753623],1
a3,1,0.000411,12.483262,[57 25] ; [21 33],[47.02941176 34.97058824] ; [30.97058824 23.02941176],1
v3,1,0.002945,8.841458,[39 42] ; [12 41],[30.82835821 50.17164179] ; [20.17164179 32.82835821],0
p8,1,0.003155,8.715415,[48 33] ; [18 36],[39.6 41.4] ; [26.4 27.6],0
s7,1,0.003836,8.359687,[41 35] ; [15 38],[32.99224806 43.00775194] ; [23.00775194 29.99224806],0
a4,1,0.00852,6.920807,[27 55] ; [ 7 47],[20.5 61.5] ; [13.5 40.5],0
p3,1,0.011822,6.337398,[40 42] ; [15 40],[32.91970803 49.08029197] ; [22.08029197 32.91970803],0
a7,1,0.01215,6.28885,[61 22] ; [29 26],[54.13043478 28.86956522] ; [35.86956522 19.13043478],0
d3,1,0.016153,5.786126,[46 37] ; [19 36],[39.0942029 43.9057971] ; [25.9057971 29.0942029],0
p4,1,0.016776,5.71971,[43 38] ; [17 36],[36.26865672 44.73134328] ; [23.73134328 29.26865672],0
b3,1,0.025934,4.96039,[27 25] ; [ 8 22],[22.19512195 29.80487805] ; [12.80487805 17.19512195],0
b2,1,0.025934,4.96039,[27 25] ; [ 8 22],[22.19512195 29.80487805] ; [12.80487805 17.19512195],0
n4,1,0.038942,4.263374,[63 20] ; [32 22],[57.55474453 25.44525547] ; [37.44525547 16.55474453],0
d1,1,0.045261,4.008877,[ 9 74] ; [ 1 54],[ 6.01449275 76.98550725] ; [ 3.98550725 51.01449275],0
b1,1,0.045943,3.983689,[43 40] ; [19 36],[37.28985507 45.71014493] ; [24.71014493 30.28985507],0
r4,1,0.093094,2.820047,[79  4] ; [48  7],[76.38405797  6.61594203] ; [50.61594203  4.38405797],0
v2,1,0.103351,2.653061,[45 36] ; [20 29],[40.5 40.5] ; [24.5 24.5],0
p10,1,0.107173,2.595426,[62 18] ; [35 19],[57.91044776 22.08955224] ; [39.08955224 14.91044776],0
p9,1,0.108809,2.571429,[64 17] ; [36 18],[60. 21.] ; [40. 14.],0
d2,1,0.114519,2.490726,[25 58] ; [10 45],[21.05072464 61.94927536] ; [13.94927536 41.05072464],0
s8,1,0.118989,2.430578,[31 50] ; [14 41],[26.80147059 54.19852941] ; [18.19852941 36.80147059],0
