Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,239.156929,[318  99] ; [ 40 221],[220.18584071 196.81415929] ; [137.81415929 123.18584071],1
d5,1,0.0,190.879205,[412   7] ; [149 113],[345.16740088  73.83259912] ; [215.83259912  46.16740088],1
d4,1,0.0,190.143571,[410   8] ; [147 114],[342.89543446  75.10456554] ; [214.10456554  46.89543446],1
d3,1,0.0,172.703447,[368  52] ; [104 157],[291.10132159 128.89867841] ; [180.89867841  80.10132159],1
a2,1,0.0,81.475264,[163 259] ; [ 19 243],[112.28654971 309.71345029] ; [ 69.71345029 192.28654971],1
u1,1,0.0,76.402926,[129 293] ; [  8 254],[ 84.52339181 337.47660819] ; [ 52.47660819 209.52339181],1
a4,1,0.0,72.236255,[261 159] ; [ 74 185],[207.21649485 212.78350515] ; [127.78350515 131.21649485],1
a5,1,0.0,64.534614,[370  52] ; [160 101],[327.4670571  94.5329429] ; [202.5329429  58.4670571],1
a3,1,0.0,47.266819,[350  70] ; [155 105],[311.91176471 108.08823529] ; [193.08823529  66.91176471],1
s8,1,2e-06,22.920293,[223 194] ; [ 90 170],[192.79320532 224.20679468] ; [120.20679468 139.79320532],1
p4,1,5e-06,21.018052,[286 132] ; [131 127],[257.84911243 160.15088757] ; [159.15088757  98.84911243],1
a6,1,0.000197,13.856577,[312 107] ; [159 102],[290.21911765 128.78088235] ; [180.78088235  80.21911765],1
a7,1,0.000423,12.427674,[323  98] ; [167  93],[302.92217327 118.07782673] ; [187.07782673  72.92217327],1
r1,1,0.000692,11.51093,[368  52] ; [203  58],[352.15859031  67.84140969] ; [218.84140969  42.15859031],1
s2,1,0.001488,10.092924,[238 180] ; [114 143],[217.97925926 200.02074074] ; [134.02074074 122.97925926],0
s7,1,0.001533,10.037948,[235 171] ; [109 133],[215.5308642 190.4691358] ; [128.4691358 113.5308642],0
p9,1,0.001853,9.689749,[367  51] ; [201  54],[352.78454681  65.21545319] ; [215.21545319  39.78454681],0
v2,1,0.002074,9.483118,[252 158] ; [122 126],[233.03951368 176.96048632] ; [140.96048632 107.03951368],0
n6,1,0.007909,7.053965,[380  39] ; [219  42],[369.08970588  49.91029412] ; [229.91029412  31.08970588],0
p6,1,0.010285,6.584787,[180 233] ; [ 86 170],[164.2122571 248.7877429] ; [101.7877429 154.2122571],0
p10,1,0.011775,6.344389,[357  63] ; [198  58],[344.82248521  75.17751479] ; [210.17751479  45.82248521],0
p3,1,0.015057,5.90978,[237 181] ; [122 137],[221.65731167 196.34268833] ; [137.34268833 121.65731167],0
p7,1,0.019155,5.487284,[277 134] ; [149 106],[262.89189189 148.10810811] ; [163.10810811  91.89189189],0
p8,1,0.035075,4.441499,[233 180] ; [122 132],[219.8125937 193.1874063] ; [135.1874063 118.8125937],0
v3,1,0.037339,4.334876,[188 214] ; [ 99 158],[175.07435508 226.92564492] ; [111.92564492 145.07435508],0
s5,1,0.040849,4.182283,[151 251] ; [ 74 175],[138.94009217 263.05990783] ; [ 86.05990783 162.94009217],0
r3,1,0.069882,3.2858,[402  17] ; [243  19],[396.85022026  22.14977974] ; [248.14977974  13.85022026],0
n5,1,0.074307,3.185226,[371  49] ; [218  43],[363.25991189  56.74008811] ; [225.74008811  35.25991189],0
p12,1,0.075627,3.15647,[ 43 376] ; [ 16 239],[ 36.67804154 382.32195846] ; [ 22.32195846 232.67804154],0
v1,1,0.109491,2.561553,[244 169] ; [134 120],[234.05397301 178.94602699] ; [143.94602699 110.05397301],0
a1,1,0.117755,2.446928,[ 28 394] ; [ 10 252],[ 23.44444444 398.55555556] ; [ 14.55555556 247.44444444],0
s3,1,0.125204,2.350982,[249 165] ; [138 117],[239.48878924 174.51121076] ; [147.51121076 107.48878924],0
u2,1,0.166791,1.911556,[43 28] ; [53 53],[38.50847458 32.49152542] ; [57.49152542 48.50847458],0
p11,1,0.186065,1.748502,[346  76] ; [204  58],[339.32748538  82.67251462] ; [210.67251462  51.32748538],0
s6,1,0.194779,1.681092,[287 125] ; [164  89],[279.41654135 132.58345865] ; [171.58345865  81.41654135],0
u3,1,0.246328,1.344012,[44 28] ; [56 51],[40.22346369 31.77653631] ; [59.77653631 47.22346369],0
n2,1,0.267159,1.231276,[58 23] ; [44 11],[60.75 20.25] ; [41.25 13.75],0
v4,1,0.284074,1.147496,[406  14] ; [248  13],[403.34801762  16.65198238] ; [250.65198238  10.34801762],0
p2,1,0.294812,1.097515,[354  65] ; [210  48],[349.06351551  69.93648449] ; [214.93648449  43.06351551],0
n1,1,0.317,1.001282,[34 45] ; [28 26],[36.82706767 42.17293233] ; [25.17293233 28.82706767],0
b2,1,0.510614,0.432808,[113 164] ; [59 98],[109.77880184 167.22119816] ; [62.22119816 94.77880184],0
