Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9e-06,19.757043,[25 22] ; [ 7 49],[14.60194175 32.39805825] ; [17.39805825 38.60194175],1
p3,1,0.000198,13.853755,[30 17] ; [16 42],[20.59047619 26.40952381] ; [25.40952381 32.59047619],1
p7,1,0.000441,12.350514,[34 13] ; [22 36],[25.06666667 21.93333333] ; [30.93333333 27.06666667],1
p8,1,0.007871,7.062661,[24 23] ; [15 43],[17.45714286 29.54285714] ; [21.54285714 36.45714286],0
p1,1,0.012328,6.263033,[ 7 40] ; [ 1 56],[ 3.61538462 43.38461538] ; [ 4.38461538 52.61538462],0
p10,1,0.013852,6.056962,[35 12] ; [29 28],[28.92307692 18.07692308] ; [35.07692308 21.92307692],0
a2,1,0.024009,5.094002,[14 33] ; [ 7 51],[ 9.4 37.6] ; [11.6 46.4],0
a7,1,0.035905,4.401594,[38  9] ; [36 22],[33.12380952 13.87619048] ; [40.87619048 17.12380952],0
p2,1,0.05349,3.72854,[40  7] ; [40 18],[35.80952381 11.19047619] ; [44.19047619 13.80952381],0
s8,1,0.065007,3.4048,[22 25] ; [17 41],[17.45714286 29.54285714] ; [21.54285714 36.45714286],0
v4,1,0.092237,2.834884,[45  2] ; [49  8],[42.48076923  4.51923077] ; [51.51923077  5.48076923],0
d1,1,0.093237,2.817584,[28 19] ; [25 33],[23.72380952 23.27619048] ; [29.27619048 28.72380952],0
d3,1,0.095367,2.781371,[37 10] ; [37 21],[33.12380952 13.87619048] ; [40.87619048 17.12380952],0
p9,1,0.097584,2.744588,[36 11] ; [35 22],[32.08653846 14.91346154] ; [38.91346154 18.08653846],0
a3,1,0.117019,2.456774,[29 18] ; [44 14],[32.67619048 14.32380952] ; [40.32380952 17.67619048],0
s2,1,0.126184,2.338831,[21 25] ; [18 40],[17.25 28.75] ; [21.75 36.25],0
r4,1,0.127926,2.317498,[43  4] ; [47 11],[40.28571429  6.71428571] ; [49.71428571  8.28571429],0
u3,1,0.154044,2.031746,[11  7] ; [5 9],[9. 9.] ; [7. 7.],0
s6,1,0.159996,1.974263,[27 19] ; [26 32],[23.44230769 22.55769231] ; [29.55769231 28.44230769],0
p11,1,0.16586,1.919973,[38  9] ; [40 18],[34.91428571 12.08571429] ; [43.08571429 14.91428571],0
