Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.012419,6.25,[26 38] ; [24 12],[32. 32.] ; [18. 18.],0
n6,1,0.015107,5.904001,[38 23] ; [30  5],[43.20833333 17.79166667] ; [24.79166667 10.20833333],0
n1,1,0.017706,5.625045,[ 8 17] ; [7 2],[11.02941176 13.97058824] ; [3.97058824 5.02941176],0
r4,1,0.01968,5.440024,[46 18] ; [33  3],[50.56 13.44] ; [28.44  7.56],0
p5,1,0.019696,5.438644,[ 3 60] ; [ 7 29],[ 6.36363636 56.63636364] ; [ 3.63636364 32.36363636],0
p12,1,0.037377,4.333131,[ 1 62] ; [ 4 32],[ 3.18181818 59.81818182] ; [ 1.81818182 34.18181818],0
d1,1,0.0743,3.185374,[29 35] ; [23 13],[33.28 30.72] ; [18.72 17.28],0
d3,1,0.084067,2.984458,[41 23] ; [29  7],[44.8 19.2] ; [25.2 10.8],0
p2,1,0.100981,2.689974,[43 20] ; [30  6],[46.45454545 16.54545455] ; [26.54545455  9.45454545],0
p6,1,0.108368,2.577862,[17 46] ; [15 20],[20.57142857 42.42857143] ; [11.42857143 23.57142857],0
b1,1,0.120844,2.40635,[37 27] ; [15 21],[33.28 30.72] ; [18.72 17.28],0
s1,1,0.132479,2.263217,[ 7 54] ; [ 1 35],[ 5.03092784 55.96907216] ; [ 2.96907216 33.03092784],0
s7,1,0.21069,1.566678,[28 30] ; [21 13],[30.89130435 27.10869565] ; [18.10869565 15.89130435],0
a1,1,0.214563,1.540365,[ 6 58] ; [ 1 35],[ 4.48 59.52] ; [ 2.52 33.48],0
a7,1,0.242584,1.365517,[42 21] ; [28  8],[44.54545455 18.45454545] ; [25.45454545 10.54545455],0
n4,1,0.258866,1.274813,[39 22] ; [27  9],[41.50515464 19.49484536] ; [24.49484536 11.50515464],0
a5,1,0.260394,1.266659,[41 23] ; [27  9],[43.52 20.48] ; [24.48 11.52],0
u4,1,0.261196,1.262409,[ 1 63] ; [ 2 34],[ 1.92 62.08] ; [ 1.08 34.92],0
p3,1,0.299115,1.078138,[26 36] ; [19 17],[28.46938776 33.53061224] ; [16.53061224 19.46938776],0
r2,1,0.300753,1.070853,[58  5] ; [35  1],[59.18181818  3.81818182] ; [33.81818182  2.18181818],0
s6,1,0.304019,1.056481,[42 19] ; [26  7],[44.12765957 16.87234043] ; [23.87234043  9.12765957],0
p7,1,0.304183,1.055767,[29 32] ; [21 15],[31.44329897 29.55670103] ; [18.55670103 17.44329897],0
a4,1,0.328632,0.954282,[34 30] ; [15 20],[31.67676768 32.32323232] ; [17.32323232 17.67676768],0
v4,1,0.382701,0.762007,[54  9] ; [33  3],[55.36363636  7.63636364] ; [31.63636364  4.36363636],0
u1,1,0.409797,0.679389,[10 54] ; [ 8 28],[11.52 52.48] ; [ 6.48 29.52],0
b4,1,0.422875,0.642312,[32 32] ; [21 15],[33.92 30.08] ; [19.08 16.92],0
v3,1,0.441855,0.591461,[23 38] ; [16 19],[24.78125 36.21875] ; [14.21875 20.78125],0
s8,1,0.485214,0.487122,[26 37] ; [17 18],[27.64285714 35.35714286] ; [15.35714286 19.64285714],0
b5,1,0.497234,0.460835,[42 22] ; [26 10],[43.52 20.48] ; [24.48 11.52],0
n5,1,0.497534,0.460192,[40 21] ; [26 10],[41.50515464 19.49484536] ; [24.49484536 11.50515464],0
r1,1,0.518458,0.416959,[46 16] ; [28  7],[47.29896907 14.70103093] ; [26.70103093  8.29896907],0
s2,1,0.541124,0.37346,[37 27] ; [18 17],[35.55555556 28.44444444] ; [19.44444444 15.55555556],0
v2,1,0.54912,0.358896,[36 25] ; [19 17],[34.58762887 26.41237113] ; [20.41237113 15.58762887],0
u2,1,0.563293,0.334035,[ 8 12] ; [7 7],[ 8.82352941 11.17647059] ; [6.17647059 7.82352941],0
a8,1,0.566162,0.329146,[ 9 50] ; [ 3 25],[ 8.13793103 50.86206897] ; [ 3.86206897 24.13793103],0
p10,1,0.570121,0.322479,[36 26] ; [23 13],[37.32653061 24.67346939] ; [21.67346939 14.32653061],0
n3,1,0.586289,0.296178,[19  6] ; [6 3],[18.38235294  6.61764706] ; [6.61764706 2.38235294],0
u3,1,0.59256,0.286364,[13  9] ; [7 7],[12.22222222  9.77777778] ; [7.77777778 6.22222222],0
p9,1,0.627171,0.235917,[42 21] ; [25 10],[43.07142857 19.92857143] ; [23.92857143 11.07142857],0
a6,1,0.636386,0.223499,[36 28] ; [22 14],[37.12 26.88] ; [20.88 15.12],0
r3,1,0.652789,0.202402,[54  9] ; [32  4],[54.72727273  8.27272727] ; [31.27272727  4.72727273],0
