Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,27.706468,[90 19] ; [19 28],[76.16025641 32.83974359] ; [32.83974359 14.16025641],1
p10,1,1e-06,23.344439,[81 27] ; [17 32],[67.41401274 40.58598726] ; [30.58598726 18.41401274],1
p7,1,1e-06,23.198029,[71 39] ; [11 37],[57.08860759 52.91139241] ; [24.91139241 23.08860759],1
v4,1,1.7e-05,18.464156,[99  9] ; [32 18],[89.5443038 18.4556962] ; [41.4556962  8.5443038],1
p8,1,8.8e-05,15.375138,[55 53] ; [ 9 41],[43.74683544 64.25316456] ; [20.25316456 29.74683544],1
v1,1,0.000312,12.996398,[50 58] ; [ 8 41],[39.89808917 68.10191083] ; [18.10191083 30.89808917],1
p11,1,0.000337,12.849956,[86 24] ; [25 25],[76.3125 33.6875] ; [34.6875 15.3125],1
r4,1,0.000698,11.495266,[88 22] ; [27 23],[79.0625 30.9375] ; [35.9375 14.0625],1
r3,1,0.002838,8.909091,[95 15] ; [33 17],[88. 22.] ; [40. 10.],0
p4,1,0.004104,8.237144,[54 55] ; [12 36],[45.82165605 63.17834395] ; [20.17834395 27.82165605],0
r1,1,0.007507,7.147508,[77 33] ; [24 26],[69.4375 40.5625] ; [31.5625 18.4375],0
s6,1,0.009989,6.636933,[47 60] ; [11 38],[39.78205128 67.21794872] ; [18.21794872 30.78205128],0
d5,1,0.010688,6.516535,[74 36] ; [23 27],[66.6875 43.3125] ; [30.3125 19.6875],0
n6,1,0.022762,5.186587,[87 23] ; [31 19],[81.125 28.875] ; [36.875 13.125],0
p3,1,0.02286,5.179148,[47 63] ; [12 38],[40.5625 69.4375] ; [18.4375 31.5625],0
v2,1,0.030611,4.674627,[47 60] ; [12 35],[40.99350649 66.00649351] ; [18.00649351 28.99350649],0
n1,1,0.03394,4.497736,[ 7 24] ; [12 12],[10.70909091 20.29090909] ; [ 8.29090909 15.70909091],0
s3,1,0.0363,4.382941,[35 73] ; [ 8 41],[29.57961783 78.42038217] ; [13.42038217 35.57961783],0
a5,1,0.047268,3.935829,[69 41] ; [23 27],[63.25 46.75] ; [28.75 21.25],0
s1,1,0.058203,3.587868,[  2 107] ; [ 4 46],[  4.11320755 104.88679245] ; [ 1.88679245 48.11320755],0
a3,1,0.067672,3.338598,[67 42] ; [23 27],[61.69811321 47.30188679] ; [28.30188679 21.69811321],0
b4,1,0.080086,3.063159,[69 41] ; [24 26],[63.9375 46.0625] ; [29.0625 20.9375],0
d3,1,0.086527,2.93783,[44 66] ; [13 37],[39.1875 70.8125] ; [17.8125 32.1875],0
p6,1,0.090453,2.866298,[31 76] ; [ 8 41],[26.75 80.25] ; [12.25 36.75],0
b1,1,0.091898,2.840813,[48 62] ; [29 21],[52.9375 57.0625] ; [24.0625 25.9375],0
n4,1,0.106337,2.607829,[82 28] ; [31 19],[77.6875 32.3125] ; [35.3125 14.6875],0
p5,1,0.115812,2.473062,[13 97] ; [ 2 48],[10.3125 99.6875] ; [ 4.6875 45.3125],0
n3,1,0.139179,2.187015,[23  7] ; [12  9],[20.58823529  9.41176471] ; [14.41176471  6.58823529],0
u3,1,0.15593,2.013257,[12 31] ; [12 15],[14.74285714 28.25714286] ; [ 9.25714286 17.74285714],0
a1,1,0.158792,1.985689,[  2 108] ; [ 3 47],[  3.4375 106.5625] ; [ 1.5625 48.4375],0
a2,1,0.179682,1.800254,[  8 102] ; [ 1 49],[  6.1875 103.8125] ; [ 2.8125 47.1875],0
b5,1,0.208398,1.58252,[58 52] ; [21 29],[54.3125 55.6875] ; [24.6875 25.3125],0
d1,1,0.224282,1.476758,[44 66] ; [15 35],[40.5625 69.4375] ; [18.4375 31.5625],0
s7,1,0.226685,1.461538,[29 75] ; [ 9 39],[26. 78.] ; [12. 36.],0
u2,1,0.248171,1.33357,[21 22] ; [ 9 17],[18.69565217 24.30434783] ; [11.30434783 14.69565217],0
s5,1,0.252059,1.311857,[28 80] ; [ 8 38],[25.24675325 82.75324675] ; [10.75324675 35.24675325],0
d4,1,0.273343,1.199895,[73 36] ; [29 21],[69.9245283 39.0754717] ; [32.0754717 17.9245283],0
r2,1,0.27516,1.19084,[93 15] ; [38 10],[90.69230769 17.30769231] ; [40.30769231  7.69230769],0
a4,1,0.286437,1.136293,[43 66] ; [15 34],[40.01265823 68.98734177] ; [17.98734177 31.01265823],0
a6,1,0.322919,0.977085,[51 59] ; [19 31],[48.125 61.875] ; [21.875 28.125],0
b2,1,0.337256,0.920836,[25 38] ; [16 16],[27.18947368 35.81052632] ; [13.81052632 18.18947368],0
b3,1,0.337256,0.920836,[25 38] ; [16 16],[27.18947368 35.81052632] ; [13.81052632 18.18947368],0
u1,1,0.432134,0.61708,[  5 105] ; [ 1 49],[  4.125 105.875] ; [ 1.875 48.125],0
n5,1,0.48966,0.477274,[80 30] ; [33 16],[78.17610063 31.82389937] ; [34.82389937 14.17610063],0
v3,1,0.549157,0.35883,[30 77] ; [11 36],[28.48701299 78.51298701] ; [12.51298701 34.48701299],0
n2,1,0.620479,0.245195,[20 11] ; [17  7],[20.85454545 10.14545455] ; [16.14545455  7.85454545],0
s8,1,0.712051,0.136237,[23 87] ; [ 9 40],[22.13836478 87.86163522] ; [ 9.86163522 39.13836478],0
