Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,53.371578,[50 62] ; [191  39],[78.92397661 33.07602339] ; [162.07602339  67.92397661],1
n6,1,1.1e-05,19.382002,[66 46] ; [186  43],[82.76832845 29.23167155] ; [169.23167155  59.76832845],1
p10,1,0.000155,14.309086,[55 55] ; [162  66],[70.62130178 39.37869822] ; [146.37869822  81.62130178],1
p9,1,0.000595,11.791671,[62 47] ; [171  56],[75.58630952 33.41369048] ; [157.41369048  69.58630952],1
v1,1,0.007926,7.050114,[34 74] ; [104 118],[45.16363636 62.83636364] ; [ 92.83636364 129.16363636],0
v3,1,0.00831,6.965467,[24 80] ; [ 84 138],[34.45398773 69.54601227] ; [ 73.54601227 148.45398773],0
s6,1,0.010035,6.628597,[45 67] ; [126 103],[56.16422287 55.83577713] ; [114.83577713 114.16422287],0
s4,1,0.020537,5.365697,[20 92] ; [ 21 208],[13.46627566 98.53372434] ; [ 27.53372434 201.46627566],0
n1,1,0.029454,4.740888,[ 9 33] ; [31 44],[14.35897436 27.64102564] ; [25.64102564 49.35897436],0
s7,1,0.036804,4.359459,[27 77] ; [ 83 137],[35.30864198 68.69135802] ; [ 74.69135802 145.30864198],0
u1,1,0.053019,3.743314,[ 11 101] ; [ 41 189],[17.02923977 94.97076023] ; [ 34.97076023 195.02923977],0
p11,1,0.072235,3.231492,[68 44] ; [162  68],[75.32163743 36.67836257] ; [154.67836257  75.32163743],0
a8,1,0.079919,3.06654,[ 8 99] ; [ 30 181],[12.78616352 94.21383648] ; [ 25.21383648 185.78616352],0
a1,1,0.081321,3.038308,[  3 109] ; [ 17 213],[  6.5497076 105.4502924] ; [ 13.4502924 216.5497076],0
a2,1,0.108087,2.581977,[17 95] ; [ 52 178],[22.59649123 89.40350877] ; [ 46.40350877 183.59649123],0
p4,1,0.116017,2.470278,[35 77] ; [ 92 138],[41.59064327 70.40935673] ; [ 85.40935673 144.59064327],0
u3,1,0.123645,2.370533,[23 14] ; [37 42],[19.13793103 17.86206897] ; [40.86206897 38.13793103],0
u2,1,0.137572,2.204907,[22 14] ; [36 42],[18.31578947 17.68421053] ; [39.68421053 38.31578947],0
d4,1,0.139682,2.181454,[88 24] ; [162  66],[82.35294118 29.64705882] ; [167.64705882  60.35294118],0
a5,1,0.171318,1.871376,[64 48] ; [149  81],[69.75438596 42.24561404] ; [143.24561404  86.75438596],0
r2,1,0.188499,1.729313,[93 17] ; [205  24],[96.69616519 13.30383481] ; [201.30383481  27.69616519],0
p6,1,0.193021,1.694409,[15 95] ; [ 44 183],[19.25816024 90.74183976] ; [ 39.74183976 187.25816024],0
a4,1,0.202041,1.627556,[41 71] ; [100 128],[46.44705882 65.55294118] ; [ 94.55294118 133.44705882],0
d2,1,0.206502,1.595781,[43 69] ; [104 124],[48.42352941 63.57647059] ; [ 98.57647059 129.42352941],0
b3,1,0.222006,1.491359,[20 43] ; [59 86],[23.92788462 39.07211538] ; [55.07211538 89.92788462],0
b2,1,0.222006,1.491359,[20 43] ; [59 86],[23.92788462 39.07211538] ; [55.07211538 89.92788462],0
s8,1,0.223105,1.484286,[27 85] ; [ 70 160],[31.76608187 80.23391813] ; [ 65.23391813 164.76608187],0
s2,1,0.236819,1.399432,[37 75] ; [ 90 137],[41.95870206 70.04129794] ; [ 85.04129794 141.95870206],0
p3,1,0.238184,1.391308,[28 83] ; [ 72 157],[32.64705882 78.35294118] ; [ 67.35294118 161.64705882],0
s3,1,0.240411,1.378183,[47 64] ; [112 116],[52.0619469 58.9380531] ; [106.9380531 121.0619469],0
d5,1,0.259456,1.271658,[78 33] ; [174  55],[82.27058824 28.72941176] ; [169.72941176  59.27058824],0
n3,1,0.294365,1.099547,[31 10] ; [49 25],[28.52173913 12.47826087] ; [51.47826087 22.52173913],0
a7,1,0.308133,1.038663,[79 32] ; [151  79],[74.86803519 36.13196481] ; [155.13196481  74.86803519],0
v2,1,0.387686,0.746189,[45 59] ; [106 113],[48.61919505 55.38080495] ; [102.38080495 116.61919505],0
p12,1,0.389917,0.739202,[  2 109] ; [  8 222],[  3.25513196 107.74486804] ; [  6.74486804 223.25513196],0
u4,1,0.397076,0.717163,[  1 111] ; [  5 225],[  1.96491228 110.03508772] ; [  4.03508772 225.96491228],0
d3,1,0.444523,0.584579,[71 40] ; [136  92],[67.77876106 43.22123894] ; [139.22123894  88.77876106],0
