Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000134,14.586666,[ 7 46] ; [41 52],[17.42465753 35.57534247] ; [30.57534247 62.42465753],1
p7,1,0.000423,12.427,[12 40] ; [50 44],[22.08219178 29.91780822] ; [39.91780822 54.08219178],1
d3,1,0.000497,12.12857,[22 30] ; [68 27],[31.83673469 20.16326531] ; [58.16326531 36.83673469],1
r3,1,0.001308,10.331599,[43 10] ; [91  3],[48.31292517  4.68707483] ; [85.68707483  8.31292517],0
a6,1,0.001315,10.321926,[22 30] ; [66 29],[31.1292517 20.8707483] ; [56.8707483 38.1292517],0
v4,1,0.001614,9.943584,[41 12] ; [89  5],[46.8707483  6.1292517] ; [83.1292517 10.8707483],0
p11,1,0.004382,8.118489,[20 33] ; [59 36],[28.29054054 24.70945946] ; [50.70945946 44.29054054],0
d5,1,0.00601,7.547157,[32 20] ; [78 17],[38.91156463 13.08843537] ; [71.08843537 23.91156463],0
a7,1,0.006016,7.545489,[29 24] ; [72 22],[36.41496599 16.58503401] ; [64.58503401 29.41496599],0
p4,1,0.006354,7.447104,[13 40] ; [45 50],[20.77027027 32.22972973] ; [37.22972973 57.77027027],0
s1,1,0.008449,6.935718,[ 8 45] ; [ 3 91],[ 3.96598639 49.03401361] ; [ 7.03401361 86.96598639],0
r4,1,0.008555,6.91354,[43 10] ; [90  5],[47.62837838  5.37162162] ; [85.37162162  9.62837838],0
p9,1,0.041619,4.150619,[13 40] ; [38 54],[18.64137931 34.35862069] ; [32.35862069 59.64137931],0
b5,1,0.04374,4.066574,[28 25] ; [66 29],[33.66216216 19.33783784] ; [60.33783784 34.66216216],0
r2,1,0.044039,4.055065,[48  5] ; [93  2],[50.49324324  2.50675676] ; [90.50675676  4.49324324],0
p1,1,0.050973,3.809171,[ 1 52] ; [10 83],[ 3.99315068 49.00684932] ; [ 7.00684932 85.99315068],0
p6,1,0.057833,3.598458,[ 8 45] ; [27 66],[12.70547945 40.29452055] ; [22.29452055 70.70547945],0
v2,1,0.074334,3.184615,[18 34] ; [46 46],[23.11111111 28.88888889] ; [40.88888889 51.11111111],0
s7,1,0.102502,2.66617,[13 37] ; [35 53],[17.39130435 32.60869565] ; [30.60869565 57.39130435],0
u4,1,0.107531,2.590143,[ 4 49] ; [ 2 93],[ 2.14864865 50.85135135] ; [ 3.85135135 91.14864865],0
s3,1,0.122199,2.388912,[21 31] ; [50 43],[25.46206897 26.53793103] ; [45.53793103 47.46206897],0
p3,1,0.124963,2.353989,[13 40] ; [35 60],[17.18918919 35.81081081] ; [30.81081081 64.18918919],0
b1,1,0.140327,2.17437,[29 24] ; [40 55],[24.70945946 28.29054054] ; [44.29054054 50.70945946],0
d4,1,0.141168,2.165185,[37 15] ; [76 17],[40.52413793 11.47586207] ; [72.47586207 20.52413793],0
a3,1,0.174808,1.841218,[28 23] ; [63 32],[31.78767123 19.21232877] ; [59.21232877 35.78767123],0
n6,1,0.192384,1.699266,[31 22] ; [65 29],[34.6122449 18.3877551] ; [61.3877551 32.6122449],0
a5,1,0.22502,1.472067,[31 22] ; [65 30],[34.37837838 18.62162162] ; [61.62162162 33.37837838],0
v1,1,0.265742,1.238593,[19 34] ; [43 52],[22.2027027 30.7972973] ; [39.7972973 55.2027027],0
u1,1,0.297831,1.08388,[ 7 46] ; [19 76],[ 9.31081081 43.68918919] ; [16.68918919 78.31081081],0
a2,1,0.306627,1.045149,[10 43] ; [25 70],[12.53378378 40.46621622] ; [22.46621622 72.53378378],0
