Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000483,12.180451,[10 60] ; [17 21],[17.5 52.5] ; [ 9.5 28.5],1
n6,1,0.500434,0.454016,[44 26] ; [25 11],[45.56603774 24.43396226] ; [23.43396226 12.56603774],0
a1,1,0.527209,0.399769,[ 2 68] ; [ 2 36],[ 2.59259259 67.40740741] ; [ 1.40740741 36.59259259],0
n2,1,0.549667,0.357914,[16  7] ; [11  3],[16.78378378  6.21621622] ; [10.21621622  3.78378378],0
a2,1,0.573073,0.317568,[10 60] ; [ 7 31],[11.01851852 58.98148148] ; [ 5.98148148 32.01851852],0
r2,1,0.578589,0.308522,[60 10] ; [34  4],[60.92592593  9.07407407] ; [33.07407407  4.92592593],0
d5,1,0.584193,0.299505,[50 20] ; [29  9],[51.2037037 18.7962963] ; [27.7962963 10.2037037],0
r4,1,0.59075,0.289174,[54 16] ; [31  7],[55.09259259 14.90740741] ; [29.90740741  8.09259259],0
a6,1,0.613431,0.255209,[44 26] ; [22 16],[42.77777778 27.22222222] ; [23.22222222 14.77777778],0
a3,1,0.654029,0.200858,[43 27] ; [25 13],[44.07407407 25.92592593] ; [23.92592593 14.07407407],0
v1,1,0.682222,0.167636,[28 39] ; [17 20],[28.99038462 38.00961538] ; [16.00961538 20.99038462],0
d3,1,0.686083,0.163359,[49 21] ; [28 10],[49.90740741 20.09259259] ; [27.09259259 10.90740741],0
d4,1,0.703636,0.144717,[53 17] ; [30  8],[53.7962963 16.2037037] ; [29.2037037  8.7962963],0
r3,1,0.71851,0.129925,[63  7] ; [35  3],[63.51851852  6.48148148] ; [34.48148148  3.51851852],0
s3,1,0.75922,0.093946,[36 33] ; [21 17],[36.75700935 32.24299065] ; [20.24299065 17.75700935],0
a5,1,0.768002,0.087019,[48 22] ; [25 13],[47.31481481 22.68518519] ; [25.68518519 12.31481481],0
p2,1,0.799908,0.064245,[53 16] ; [30  8],[53.52336449 15.47663551] ; [29.47663551  8.52336449],0
a7,1,0.841526,0.039977,[51 19] ; [27 11],[50.55555556 19.44444444] ; [27.44444444 10.55555556],0
u3,1,0.858273,0.031888,[18  7] ; [9 4],[17.76315789  7.23684211] ; [9.23684211 3.76315789],0
n3,1,0.968868,0.001523,[17  7] ; [10  4],[17.05263158  6.94736842] ; [9.94736842 4.05263158],0
