Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.749291,[110  25] ; [60 54],[92.1686747 42.8313253] ; [77.8313253 36.1686747],1
a8,1,0.415663,0.662544,[ 21 108] ; [22 86],[ 23.40506329 105.59493671] ; [19.59493671 88.40506329],0
d4,1,0.433795,0.612641,[121  14] ; [102  16],[118.99209486  16.00790514] ; [104.00790514  13.99209486],0
p6,1,0.443157,0.588095,[60 73] ; [57 57],[63. 70.] ; [54. 60.],0
a7,1,0.462947,0.538761,[91 45] ; [84 34],[93.7007874 42.2992126] ; [81.2992126 36.7007874],0
u2,1,0.474401,0.511706,[19 10] ; [14 11],[17.72222222 11.27777778] ; [15.27777778  9.72222222],0
p7,1,0.533851,0.387056,[93 37] ; [76 36],[90.78512397 39.21487603] ; [78.21487603 33.78512397],0
s3,1,0.556449,0.34589,[117  17] ; [100  18],[115.38888889  18.61111111] ; [101.61111111  16.38888889],0
v4,1,0.61417,0.254148,[131   5] ; [114   3],[131.69960474   4.30039526] ; [113.30039526   3.69960474],0
b4,1,0.619413,0.246694,[82 55] ; [67 51],[80.05098039 56.94901961] ; [68.94901961 49.05098039],0
n3,1,0.624642,0.239397,[16  9] ; [19  8],[16.82692308  8.17307692] ; [18.17307692  8.82692308],0
a4,1,0.656854,0.197368,[70 67] ; [57 61],[68.23137255 68.76862745] ; [58.76862745 59.23137255],0
a6,1,0.659751,0.193826,[86 49] ; [72 46],[84.3083004 50.6916996] ; [73.6916996 44.3083004],0
n1,1,0.667817,0.184167,[11 13] ; [14 13],[11.76470588 12.23529412] ; [13.23529412 13.76470588],0
b3,1,0.724593,0.124134,[36 47] ; [35 51],[34.86982249 48.13017751] ; [36.13017751 49.86982249],0
b2,1,0.724593,0.124134,[36 47] ; [35 51],[34.86982249 48.13017751] ; [36.13017751 49.86982249],0
s5,1,0.749408,0.102029,[78 53] ; [65 48],[76.77459016 54.22540984] ; [66.22540984 46.77459016],0
b1,1,0.758355,0.094643,[56 81] ; [46 72],[54.8 82.2] ; [47.2 70.8],0
r3,1,0.798846,0.064944,[132   5] ; [112   5],[131.60629921   5.39370079] ; [112.39370079   4.60629921],0
a2,1,0.810683,0.057382,[39 98] ; [32 86],[38.14509804 98.85490196] ; [32.85490196 85.14509804],0
s6,1,0.84357,0.038939,[117  15] ; [101  14],[116.50202429  15.49797571] ; [101.49797571  13.50202429],0
n2,1,0.855968,0.032946,[20  4] ; [23  4],[20.23529412  3.76470588] ; [22.76470588  4.23529412],0
p10,1,0.900488,0.015636,[120  16] ; [100  14],[119.68  16.32] ; [100.32  13.68],0
a3,1,0.906848,0.013693,[108  28] ; [93 25],[107.62204724  28.37795276] ; [93.37795276 24.62204724],0
u3,1,0.972996,0.001146,[21  8] ; [18  7],[20.94444444  8.05555556] ; [18.05555556  6.94444444],0
