Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.749291,[110  25] ; [60 54],[92.1686747 42.8313253] ; [77.8313253 36.1686747],1
p8,1,0.002026,9.526238,[89 46] ; [53 61],[76.98795181 58.01204819] ; [65.01204819 48.98795181],0
p12,1,0.003295,8.636285,[ 27 109] ; [  8 107],[ 18.96414343 117.03585657] ; [16.03585657 98.96414343],0
n4,1,0.003563,8.494183,[121  16] ; [86 30],[112.09090909  24.90909091] ; [94.90909091 21.09090909],0
s4,1,0.007219,7.217756,[ 21 116] ; [34 82],[ 29.7826087 107.2173913] ; [25.2173913 90.7826087],0
d1,1,0.014237,6.008526,[99 38] ; [68 50],[89.72156863 47.27843137] ; [77.27843137 40.72156863],0
r4,1,0.022011,5.244937,[132   5] ; [105  13],[127.32941176   9.67058824] ; [109.67058824   8.32941176],0
r1,1,0.025822,4.967875,[120  16] ; [91 26],[113.4229249  22.5770751] ; [97.5770751 19.4229249],0
n6,1,0.02867,4.787308,[123  11] ; [95 20],[117.31726908  16.68273092] ; [100.68273092  14.31726908],0
a5,1,0.045068,4.0161,[115  22] ; [87 31],[108.5254902  28.4745098] ; [93.4745098 24.5254902],0
p5,1,0.059335,3.555869,[ 30 106] ; [ 15 101],[ 24.28571429 111.71428571] ; [20.71428571 95.28571429],0
p3,1,0.059453,3.552582,[84 51] ; [59 58],[76.60714286 58.39285714] ; [66.39285714 50.60714286],0
n5,1,0.073916,3.19384,[119  17] ; [91 24],[113.78486056  22.21513944] ; [96.21513944 18.78486056],0
s7,1,0.086756,2.933562,[102  29] ; [77 36],[96.10245902 34.89754098] ; [82.89754098 30.10245902],0
p1,1,0.094745,2.79185,[ 18 118] ; [  8 109],[ 13.97628458 122.02371542] ; [ 12.02371542 104.97628458],0
s8,1,0.121247,2.40114,[97 38] ; [74 44],[91.24505929 43.75494071] ; [79.75494071 38.24505929],0
b5,1,0.1342,2.243232,[78 59] ; [78 40],[83.81176471 53.18823529] ; [72.18823529 45.81176471],0
u4,1,0.140645,2.170892,[  7 130] ; [  2 116],[  4.83529412 132.16470588] ; [  4.16470588 113.83529412],0
d2,1,0.198458,1.653686,[75 60] ; [56 62],[69.90118577 65.09881423] ; [61.09881423 56.90118577],0
d3,1,0.203919,1.614078,[102  34] ; [80 38],[97.4488189 38.5511811] ; [84.5511811 33.4488189],0
r2,1,0.206718,1.594265,[134   3] ; [111   6],[132.14566929   4.85433071] ; [112.85433071   4.14566929],0
p2,1,0.21369,1.546247,[117  19] ; [93 23],[113.33333333  22.66666667] ; [96.66666667 19.33333333],0
p11,1,0.217484,1.520894,[112  25] ; [89 29],[107.98823529  29.01176471] ; [93.01176471 24.98823529],0
d5,1,0.248068,1.334154,[117  18] ; [96 22],[113.65612648  21.34387352] ; [99.34387352 18.65612648],0
a1,1,0.253368,1.304637,[ 12 125] ; [  6 112],[  9.67058824 127.32941176] ; [  8.32941176 109.67058824],0
s1,1,0.270166,1.215902,[  9 127] ; [  4 110],[  7.072 128.928] ; [  5.928 108.072],0
p4,1,0.279634,1.168866,[97 38] ; [76 40],[93.04780876 41.95219124] ; [79.95219124 36.04780876],0
p9,1,0.290292,1.118268,[119  16] ; [106   9],[121.5  13.5] ; [103.5  11.5],0
u1,1,0.325414,0.967061,[ 35 102] ; [24 94],[ 31.69803922 105.30196078] ; [27.30196078 90.69803922],0
