Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.228489,[22  5] ; [27 67],[10.9338843 16.0661157] ; [38.0661157 55.9338843],1
v1,1,0.27363,1.198459,[12 19] ; [48 48],[14.64566929 16.35433071] ; [45.35433071 50.64566929],0
v3,1,0.293301,1.104409,[14 17] ; [34 64],[11.53488372 19.46511628] ; [36.46511628 61.53488372],0
r3,1,0.30567,1.049295,[27  4] ; [78 21],[25.03846154  5.96153846] ; [79.96153846 19.03846154],0
n6,1,0.31619,1.004642,[27  4] ; [79 21],[25.08396947  5.91603053] ; [80.91603053 19.08396947],0
b2,1,0.321319,0.983571,[6 9] ; [19 51],[ 4.41176471 10.58823529] ; [20.58823529 49.41176471],0
b3,1,0.321319,0.983571,[6 9] ; [19 51],[ 4.41176471 10.58823529] ; [20.58823529 49.41176471],0
b4,1,0.364368,0.822782,[19 12] ; [52 48],[16.80152672 14.19847328] ; [54.19847328 45.80152672],0
p3,1,0.369113,0.806648,[16 15] ; [42 57],[13.83076923 17.16923077] ; [44.16923077 54.83076923],0
p2,1,0.391606,0.73395,[25  6] ; [73 27],[23.19083969  7.80916031] ; [74.80916031 25.19083969],0
n3,1,0.395772,0.721134,[8 2] ; [15  8],[6.96969697 3.03030303] ; [16.03030303  6.96969697],0
p11,1,0.42272,0.642741,[24  7] ; [70 30],[22.24427481  8.75572519] ; [71.75572519 28.24427481],0
u2,1,0.456417,0.554667,[7 8] ; [18 32],[5.76923077 9.23076923] ; [19.23076923 30.76923077],0
a2,1,0.459269,0.547674,[ 2 29] ; [11 89],[ 3.07633588 27.92366412] ; [ 9.92366412 90.07633588],0
p12,1,0.479426,0.500169,[ 3 28] ; [ 6 94],[ 2.12977099 28.87022901] ; [ 6.87022901 93.12977099],0
a5,1,0.537093,0.380954,[19 12] ; [55 45],[17.51145038 13.48854962] ; [56.48854962 43.51145038],0
d2,1,0.572816,0.317994,[ 9 22] ; [24 76],[ 7.80916031 23.19083969] ; [25.19083969 74.80916031],0
d5,1,0.620966,0.244512,[13 18] ; [47 53],[14.19847328 16.80152672] ; [45.80152672 54.19847328],0
a1,1,0.67972,0.170441,[ 1 30] ; [ 5 95],[ 1.41984733 29.58015267] ; [ 4.58015267 95.41984733],0
d1,1,0.753533,0.098586,[ 2 29] ; [ 5 95],[ 1.65648855 29.34351145] ; [ 5.34351145 94.65648855],0
a4,1,0.764826,0.08949,[ 8 23] ; [28 70],[ 8.65116279 22.34883721] ; [27.34883721 70.65116279],0
n1,1,0.91483,0.011438,[5 5] ; [13 12],[5.14285714 4.85714286] ; [12.85714286 12.14285714],0
a7,1,0.916633,0.010957,[18 13] ; [57 43],[17.7480916 13.2519084] ; [57.2519084 42.7480916],0
d3,1,0.917998,0.0106,[ 9 22] ; [30 70],[ 9.22900763 21.77099237] ; [29.77099237 70.22900763],0
a3,1,0.95413,0.003309,[16 15] ; [50 48],[15.86046512 15.13953488] ; [50.13953488 47.86046512],0
a8,1,0.971305,0.001294,[ 3 26] ; [ 9 80],[ 2.94915254 26.05084746] ; [ 9.05084746 79.94915254],0
