Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.295059,[120 142] ; [224  97],[154.59348199 107.40651801] ; [189.40651801 131.59348199],1
v3,1,0.0,26.088155,[ 78 188] ; [160 159],[108.21880342 157.78119658] ; [129.78119658 189.21880342],1
n5,1,0.0,25.54572,[176  96] ; [273  57],[202.87043189  69.12956811] ; [246.12956811  83.87043189],1
p6,1,3e-06,21.660011,[ 75 197] ; [149 174],[102.4 169.6] ; [121.6 201.4],1
p4,1,8e-06,19.941237,[143 129] ; [230  97],[169.37562604 102.62437396] ; [203.62437396 123.37562604],1
p3,1,1.8e-05,18.4032,[111 162] ; [191 137],[137.18136439 135.81863561] ; [164.81863561 163.18136439],1
p8,1,0.000182,14.008487,[124 146] ; [198 125],[146.61045531 123.38954469] ; [175.38954469 147.61045531],1
s8,1,0.001614,9.943394,[ 99 174] ; [160 166],[118.04173623 154.95826377] ; [140.95826377 185.04173623],0
a5,1,0.001761,9.783733,[191  83] ; [267  64],[207.42479339  66.57520661] ; [250.57520661  80.42479339],0
n4,1,0.002527,9.120759,[196  77] ; [271  59],[211.4278607  61.5721393] ; [255.5721393  74.4278607],0
p9,1,0.004001,8.283264,[216  51] ; [291  35],[228.27824621  38.72175379] ; [278.72175379  47.27824621],0
p10,1,0.004948,7.898244,[209  61] ; [282  45],[222.06030151  47.93969849] ; [268.93969849  58.06030151],0
p5,1,0.006605,7.377267,[ 20 253] ; [ 47 281],[ 30.43427621 242.56572379] ; [ 36.56572379 291.43427621],0
n6,1,0.007499,7.149413,[224  50] ; [294  35],[235.37645108  38.62354892] ; [282.62354892  46.37645108],0
p7,1,0.008943,6.834149,[157 111] ; [220  99],[172.12265758  95.87734242] ; [204.87734242 114.12265758],0
u4,1,0.009385,6.748111,[  1 273] ; [ 11 320],[  5.43471074 268.56528926] ; [  6.56528926 324.43471074],0
p2,1,0.010812,6.495938,[222  52] ; [291  38],[233.10447761  40.89552239] ; [279.89552239  49.10447761],0
s7,1,0.011216,6.430754,[112 150] ; [166 145],[127.11343805 134.88656195] ; [150.88656195 160.11343805],0
s6,1,0.015211,5.891866,[172  99] ; [235  88],[185.68518519  85.31481481] ; [221.31481481 101.68518519],0
s5,1,0.017563,5.639209,[ 76 192] ; [119 197],[ 89.48630137 178.51369863] ; [105.51369863 210.48630137],0
u1,1,0.018734,5.526207,[ 50 224] ; [ 87 244],[ 62.04628099 211.95371901] ; [ 74.95371901 256.04628099],0
p12,1,0.020364,5.380446,[ 16 256] ; [ 37 291],[ 24.02666667 247.97333333] ; [ 28.97333333 299.02666667],0
b5,1,0.027754,4.843301,[167 107] ; [230 101],[179.79834711  94.20165289] ; [217.20165289 113.79834711],0
r2,1,0.035553,4.418397,[263   9] ; [328   3],[266.58706468   5.41293532] ; [324.41293532   6.58706468],0
d1,1,0.039698,4.230763,[159 115] ; [219 112],[171.19338843 102.80661157] ; [206.80661157 124.19338843],0
p1,1,0.04347,4.07704,[ 17 255] ; [ 36 293],[ 23.98668885 248.01331115] ; [ 29.01331115 299.98668885],0
