Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,99.06767,[164 101] ; [ 62 237],[106.18794326 158.81205674] ; [119.81205674 179.18794326],1
p8,1,0.0,26.239914,[139 125] ; [ 93 204],[109.17647059 154.82352941] ; [122.82352941 174.17647059],1
p2,1,1e-06,24.033179,[232  33] ; [211  88],[208.14716312  56.85283688] ; [234.85283688  64.14716312],1
p7,1,3.6e-05,17.089177,[159 106] ; [124 168],[134.64093357 130.35906643] ; [148.35906643 143.64093357],1
s7,1,0.000111,14.93401,[123 128] ; [ 94 194],[101.05194805 149.94805195] ; [115.94805195 172.05194805],1
p5,1,0.000577,11.847197,[ 28 234] ; [ 10 288],[ 17.77857143 244.22142857] ; [ 20.22142857 277.77857143],1
n5,1,0.001113,10.628709,[204  62] ; [191 107],[186.29432624  79.70567376] ; [208.70567376  89.29432624],0
p10,1,0.001279,10.372048,[219  45] ; [213  85],[202.93238434  61.06761566] ; [229.06761566  68.93238434],0
s6,1,0.002173,9.397604,[180  82] ; [166 130],[162.45878136  99.54121864] ; [183.54121864 112.45878136],0
v1,1,0.002632,9.046516,[138 117] ; [120 171],[120.49450549 134.50549451] ; [137.50549451 153.49450549],0
d1,1,0.00367,8.440039,[161 105] ; [145 155],[143.80918728 122.19081272] ; [162.19081272 137.80918728],0
s2,1,0.006129,7.511852,[134 128] ; [118 180],[117.9 144.1] ; [134.1 163.9],0
r4,1,0.006262,7.4733,[247  19] ; [257  43],[236.86219081  29.13780919] ; [267.13780919  32.86219081],0
s8,1,0.006808,7.322825,[113 151] ; [ 95 204],[ 97.53463588 166.46536412] ; [110.46536412 188.53463588],0
n4,1,0.00706,7.257568,[202  63] ; [197 102],[187.47340426  77.52659574] ; [211.52659574  87.47340426],0
a5,1,0.00953,6.720644,[202  64] ; [198 102],[187.98586572  78.01413428] ; [212.01413428  87.98586572],0
p1,1,0.009707,6.687946,[ 21 244] ; [  9 289],[ 14.12078153 250.87921847] ; [ 15.87921847 282.12078153],0
d5,1,0.010023,6.630767,[222  44] ; [223  76],[209.50442478  56.49557522] ; [235.49557522  63.50442478],0
r3,1,0.013014,6.167273,[257   9] ; [274  25],[249.99292035  16.00707965] ; [281.00707965  17.99292035],0
u1,1,0.023561,5.126671,[ 48 218] ; [ 34 266],[ 38.53710247 227.46289753] ; [ 43.46289753 256.53710247],0
s3,1,0.026945,4.894311,[151 110] ; [144 153],[137.98387097 123.01612903] ; [157.01612903 139.98387097],0
p9,1,0.03538,4.426731,[222  43] ; [223  68],[212.09532374  52.90467626] ; [232.90467626  58.09532374],0
u3,1,0.038237,4.294457,[51 27] ; [52 52],[44.14285714 33.85714286] ; [58.85714286 45.14285714],0
p11,1,0.043362,4.081232,[211  55] ; [216  84],[200.67491166  65.32508834] ; [226.32508834  73.67491166],0
a6,1,0.050012,3.841063,[193  73] ; [194 105],[182.19823009  83.80176991] ; [204.80176991  94.19823009],0
n6,1,0.057939,3.595408,[224  42] ; [233  66],[215.1539823  50.8460177] ; [241.8460177  57.1539823],0
s5,1,0.068061,3.329174,[ 80 178] ; [ 70 221],[ 70.49180328 187.50819672] ; [ 79.50819672 211.49180328],0
d3,1,0.068815,3.311062,[184  82] ; [185 114],[173.72389381  92.27610619] ; [195.27610619 103.72389381],0
v3,1,0.071862,3.23996,[103 147] ; [ 97 191],[ 92.93680297 157.06319703] ; [107.06319703 180.93680297],0
d2,1,0.106406,2.606808,[130 136] ; [125 172],[120.47957371 145.52042629] ; [134.52042629 162.47957371],0
