Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.883741,[41 26] ; [12 46],[28.408 38.592] ; [24.592 33.408],1
v1,1,4.2e-05,16.767594,[47 20] ; [19 38],[35.66129032 31.33870968] ; [30.33870968 26.66129032],1
a3,1,0.013418,6.113208,[50 17] ; [31 27],[43.416 23.584] ; [37.584 20.416],0
n4,1,0.015468,5.862391,[59  8] ; [41 17],[53.6 13.4] ; [46.4 11.6],0
s4,1,0.031214,4.641155,[10 57] ; [18 40],[15.008 51.992] ; [12.992 45.008],0
n2,1,0.04854,3.891176,[9 1] ; [9 8],[6.66666667 3.33333333] ; [11.33333333  5.66666667],0
r1,1,0.056464,3.638318,[54 13] ; [38 20],[49.312 17.688] ; [42.688 15.312],0
d5,1,0.077268,3.121458,[54 13] ; [38 19],[49.70967742 17.29032258] ; [42.29032258 14.70967742],0
a5,1,0.088546,2.900612,[51 16] ; [36 22],[46.632 20.368] ; [40.368 17.632],0
s6,1,0.12958,2.297532,[40 25] ; [41 14],[43.875 21.125] ; [37.125 17.875],0
p1,1,0.138704,2.192273,[ 4 63] ; [ 8 50],[ 6.432 60.568] ; [ 5.568 52.432],0
p4,1,0.146742,2.105798,[51 15] ; [38 20],[47.37096774 18.62903226] ; [41.62903226 16.37096774],0
r4,1,0.17615,1.829814,[60  7] ; [47 11],[57.352  9.648] ; [49.648  8.352],0
d4,1,0.177495,1.81847,[55 12] ; [41 16],[51.87096774 15.12903226] ; [44.12903226 12.87096774],0
b5,1,0.223446,1.4821,[24 43] ; [27 31],[27.336 39.664] ; [23.664 34.336],0
u4,1,0.226999,1.459566,[ 4 63] ; [ 1 57],[ 2.68 64.32] ; [ 2.32 55.68],0
p6,1,0.237215,1.397066,[30 36] ; [32 25],[33.26829268 32.73170732] ; [28.73170732 28.26829268],0
p3,1,0.243703,1.359045,[46 21] ; [34 24],[42.88 24.12] ; [37.12 20.88],0
a4,1,0.296002,1.092119,[25 42] ; [27 31],[27.872 39.128] ; [24.128 33.872],0
b1,1,0.333375,0.935744,[30 37] ; [31 27],[32.696 34.304] ; [28.304 29.696],0
b4,1,0.333375,0.935744,[37 30] ; [27 31],[34.304 32.696] ; [29.696 28.304],0
p5,1,0.398692,0.712268,[10 57] ; [12 46],[11.792 55.208] ; [10.208 47.792],0
p10,1,0.400091,0.708051,[58  9] ; [47 11],[56.28 10.72] ; [48.72  9.28],0
p7,1,0.420549,0.648782,[56 10] ; [46 12],[54.29032258 11.70967742] ; [47.70967742 10.29032258],0
a6,1,0.428283,0.627475,[22 45] ; [23 35],[24.12 42.88] ; [20.88 37.12],0
p2,1,0.444598,0.584387,[57 10] ; [52  6],[58.424  8.576] ; [50.576  7.424],0
r2,1,0.463277,0.537965,[57  6] ; [50  8],[55.7107438  7.2892562] ; [51.2892562  6.7107438],0
s1,1,0.476164,0.507637,[ 1 66] ; [ 2 56],[ 1.608 65.392] ; [ 1.392 56.608],0
s3,1,0.48706,0.483015,[37 30] ; [35 22],[38.90322581 28.09677419] ; [33.09677419 23.90322581],0
d2,1,0.508907,0.436313,[34 33] ; [26 32],[32.16 34.84] ; [27.84 30.16],0
n1,1,0.515759,0.422366,[6 4] ; [8 9],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
s2,1,0.525947,0.402216,[35 32] ; [27 31],[33.232 33.768] ; [28.768 29.232],0
n6,1,0.531183,0.392128,[55 12] ; [50  8],[56.28 10.72] ; [48.72  9.28],0
u1,1,0.557473,0.344099,[ 3 64] ; [ 4 54],[ 3.752 63.248] ; [ 3.248 54.752],0
p11,1,0.604961,0.267579,[53 14] ; [48 10],[54.136 12.864] ; [46.864 11.136],0
a8,1,0.627867,0.234965,[ 9 56] ; [ 6 49],[ 8.125 56.875] ; [ 6.875 48.125],0
n5,1,0.679164,0.171069,[54 13] ; [45 13],[53.064 13.936] ; [45.936 12.064],0
v4,1,0.830682,0.045722,[62  4] ; [55  3],[62.27419355  3.72580645] ; [54.72580645  3.27419355],0
r3,1,0.832855,0.044539,[63  4] ; [54  4],[62.712  4.288] ; [54.288  3.712],0
a2,1,0.832855,0.044539,[ 4 63] ; [ 4 54],[ 4.288 62.712] ; [ 3.712 54.288],0
s7,1,0.836875,0.042392,[36 28] ; [31 26],[35.43801653 28.56198347] ; [31.56198347 25.43801653],0
p12,1,0.839009,0.041274,[ 3 64] ; [ 3 54],[ 3.24193548 63.75806452] ; [ 2.75806452 54.24193548],0
s5,1,0.855247,0.03328,[28 36] ; [24 33],[27.50413223 36.49586777] ; [24.49586777 32.50413223],0
a1,1,0.856191,0.032843,[ 3 64] ; [ 3 55],[ 3.216 63.784] ; [ 2.784 55.216],0
u2,1,0.865339,0.028758,[9 8] ; [15 12],[9.27272727 7.72727273] ; [14.72727273 12.27272727],0
d1,1,0.892546,0.018248,[35 32] ; [31 27],[35.376 31.624] ; [30.624 27.376],0
d3,1,0.913142,0.011898,[33 34] ; [28 30],[32.696 34.304] ; [28.304 29.696],0
p9,1,0.926763,0.008449,[57 10] ; [49  9],[56.816 10.184] ; [49.184  8.816],0
u3,1,0.977165,0.000819,[ 7 10] ; [11 16],[ 6.95454545 10.04545455] ; [11.04545455 15.95454545],0
b2,1,0.981007,0.000567,[18 26] ; [14 20],[18.05128205 25.94871795] ; [13.94871795 20.05128205],0
b3,1,0.981007,0.000567,[18 26] ; [14 20],[18.05128205 25.94871795] ; [13.94871795 20.05128205],0
s8,1,0.995396,3.3e-05,[37 30] ; [32 26],[36.984 30.016] ; [32.016 25.984],0
