Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.848595,[12 26] ; [196  50],[27.83098592 10.16901408] ; [180.16901408  65.83098592],1
r3,1,0.633288,0.227629,[36  2] ; [237   9],[36.52816901  1.47183099] ; [236.47183099   9.52816901],0
n4,1,0.659414,0.194236,[29 10] ; [190  55],[30.07394366  8.92605634] ; [188.92605634  56.07394366],0
p2,1,0.677075,0.173437,[32  5] ; [207  40],[31.13732394  5.86267606] ; [207.86267606  39.13732394],0
d2,1,0.677485,0.172971,[22 16] ; [133 112],[20.81272085 17.18727915] ; [134.18727915 110.81272085],0
a6,1,0.681539,0.168399,[26 13] ; [155  90],[24.8556338 14.1443662] ; [156.1443662  88.8556338],0
p11,1,0.682566,0.167251,[31  8] ; [189  58],[30.  9.] ; [190.  57.],0
u2,1,0.739556,0.110517,[6 5] ; [25 26],[5.5 5.5] ; [25.5 25.5],0
v1,1,0.853197,0.03424,[23 14] ; [149  97],[22.48763251 14.51236749] ; [149.51236749  96.48763251],0
v3,1,0.891005,0.018778,[16 21] ; [108 135],[16.38571429 20.61428571] ; [107.61428571 135.38571429],0
p5,1,0.895738,0.017173,[ 7 30] ; [ 49 198],[ 7.29577465 29.70422535] ; [ 48.70422535 198.29577465],0
p1,1,0.930752,0.007551,[ 5 33] ; [ 31 214],[ 4.83392226 33.16607774] ; [ 31.16607774 213.83392226],0
d1,1,0.973538,0.0011,[26 13] ; [164  83],[25.90909091 13.09090909] ; [164.09090909  82.90909091],0
d5,1,0.983938,0.000405,[33  6] ; [207  38],[32.95774648  6.04225352] ; [207.04225352  37.95774648],0
