Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000396,12.54902,[3 1] ; [ 3 33],[0.6 3.4] ; [ 5.4 30.6],1
s8,1,0.00067,11.571572,[2 2] ; [ 1 35],[0.3 3.7] ; [ 2.7 33.3],1
s7,1,0.000732,11.406525,[3 1] ; [ 3 30],[0.64864865 3.35135135] ; [ 5.35135135 27.64864865],1
p8,1,0.008038,7.02509,[3 1] ; [ 6 30],[0.9 3.1] ; [ 8.1 27.9],0
p10,1,0.01701,5.695345,[3 1] ; [ 7 28],[1.02564103 2.97435897] ; [ 8.97435897 26.02564103],0
p9,1,0.022158,5.233361,[3 1] ; [ 7 26],[1.08108108 2.91891892] ; [ 8.91891892 24.08108108],0
s1,1,0.038787,4.270153,[2 2] ; [ 4 32],[0.6 3.4] ; [ 5.4 30.6],0
s3,1,0.048031,3.908891,[2 1] ; [ 6 28],[0.64864865 2.35135135] ; [ 7.35135135 26.64864865],0
p6,1,0.057169,3.617664,[1 3] ; [ 1 34],[0.20512821 3.79487179] ; [ 1.79487179 33.20512821],0
b5,1,0.132026,2.268519,[3 1] ; [13 23],[1.6 2.4] ; [14.4 21.6],0
r1,1,0.132026,2.268519,[3 1] ; [13 23],[1.6 2.4] ; [14.4 21.6],0
s6,1,0.16503,1.927519,[2 2] ; [ 7 29],[0.9 3.1] ; [ 8.1 27.9],0
d1,1,0.165746,1.921,[3 1] ; [14 22],[1.7 2.3] ; [15.3 20.7],0
d2,1,0.181125,1.788369,[3 1] ; [14 21],[1.74358974 2.25641026] ; [15.25641026 19.74358974],0
d3,1,0.203628,1.616162,[3 1] ; [15 21],[1.8 2.2] ; [16.2 19.8],0
v4,1,0.203628,1.616162,[3 1] ; [15 21],[1.8 2.2] ; [16.2 19.8],0
v1,1,0.223543,1.481481,[2 2] ; [ 8 28],[1. 3.] ; [ 9. 27.],0
p7,1,0.281406,1.160289,[1 2] ; [ 4 31],[0.39473684 2.60526316] ; [ 4.60526316 30.39473684],0
s5,1,0.291841,1.111111,[1 3] ; [ 3 33],[0.4 3.6] ; [ 3.6 32.4],0
p4,1,0.304909,1.052602,[1 3] ; [ 3 32],[0.41025641 3.58974359] ; [ 3.58974359 31.41025641],0
n6,1,0.401484,0.703877,[2 1] ; [15 21],[1.30769231 1.69230769] ; [15.69230769 20.30769231],0
s2,1,0.425556,0.634921,[1 3] ; [ 4 32],[0.5 3.5] ; [ 4.5 31.5],0
d5,1,0.518605,0.416667,[3 1] ; [21 15],[2.4 1.6] ; [21.6 14.4],0
d4,1,0.518605,0.416667,[3 1] ; [21 15],[2.4 1.6] ; [21.6 14.4],0
n2,1,0.531168,0.392157,[2 1] ; [8 9],[1.5 1.5] ; [8.5 8.5],0
a2,1,0.554916,0.348584,[1 3] ; [ 5 31],[0.6 3.4] ; [ 5.4 30.6],0
p3,1,0.554916,0.348584,[1 3] ; [ 5 31],[0.6 3.4] ; [ 5.4 30.6],0
r4,1,0.554916,0.348584,[1 3] ; [ 5 31],[0.6 3.4] ; [ 5.4 30.6],0
a4,1,0.648867,0.207332,[2 2] ; [13 21],[1.57894737 2.42105263] ; [13.42105263 20.57894737],0
n1,1,0.659528,0.194098,[2 1] ; [9 8],[1.65 1.35] ; [9.35 7.65],0
p1,1,0.677318,0.17316,[1 3] ; [ 6 30],[0.7 3.3] ; [ 6.3 29.7],0
a3,1,0.681442,0.168507,[3 1] ; [22 12],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
b1,1,0.749085,0.102302,[2 2] ; [21 15],[2.3 1.7] ; [20.7 15.3],0
v3,1,0.906039,0.013932,[1 3] ; [10 26],[1.1 2.9] ; [ 9.9 26.1],0
n3,1,0.943209,0.005075,[1 2] ; [ 5 11],[0.94736842 2.05263158] ; [ 5.05263158 10.94736842],0
