Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,34.581197,[62 22] ; [13 43],[45. 39.] ; [30. 26.],1
s8,1,0.0,33.939394,[63 21] ; [14 42],[46.2 37.8] ; [30.8 25.2],1
s3,1,0.0,29.672095,[65 19] ; [17 38],[49.55395683 34.44604317] ; [32.44604317 22.55395683],1
s6,1,8e-06,19.833851,[71 11] ; [28 26],[59.69117647 22.30882353] ; [39.30882353 14.69117647],1
a3,1,0.000123,14.744898,[69 15] ; [29 27],[58.8 25.2] ; [39.2 16.8],1
p9,1,0.003096,8.75,[78  6] ; [42 14],[72. 12.] ; [48.  8.],0
v4,1,0.004675,8.00112,[80  3] ; [46 10],[75.23741007  7.76258993] ; [50.76258993  5.23741007],0
p2,1,0.006432,7.425229,[74  9] ; [39 16],[67.96376812 15.03623188] ; [45.03623188  9.96376812],0
d5,1,0.012925,6.179375,[71 12] ; [38 18],[65.08633094 17.91366906] ; [43.91366906 12.08633094],0
n5,1,0.01298,6.17184,[74 10] ; [40 16],[68.4 15.6] ; [45.6 10.4],0
r3,1,0.020989,5.327696,[81  3] ; [48  8],[77.4  6.6] ; [51.6  4.4],0
p6,1,0.029122,4.760405,[45 38] ; [19 35],[38.77372263 44.22627737] ; [25.22627737 28.77372263],0
n4,1,0.038434,4.285714,[72 12] ; [40 16],[67.2 16.8] ; [44.8 11.2],0
n6,1,0.041282,4.164417,[73 11] ; [41 15],[68.4 15.6] ; [45.6 10.4],0
b3,1,0.04177,4.144506,[30 29] ; [11 26],[25.19791667 33.80208333] ; [15.80208333 21.19791667],0
b2,1,0.04177,4.144506,[30 29] ; [11 26],[25.19791667 33.80208333] ; [15.80208333 21.19791667],0
p3,1,0.050803,3.814757,[60 24] ; [31 25],[54.6 29.4] ; [36.4 19.6],0
s4,1,0.050942,3.810166,[20 64] ; [ 6 50],[15.6 68.4] ; [10.4 45.6],0
d4,1,0.055846,3.656658,[68 15] ; [38 18],[63.29496403 19.70503597] ; [42.70503597 13.29496403],0
s1,1,0.056469,3.638167,[ 1 83] ; [ 4 50],[ 3.04347826 80.95652174] ; [ 1.95652174 52.04347826],0
p10,1,0.058418,3.581736,[72 12] ; [40 15],[67.68345324 16.31654676] ; [44.31654676 10.68345324],0
s5,1,0.079848,3.067992,[39 40] ; [18 35],[34.11363636 44.88636364] ; [22.88636364 30.11363636],0
r2,1,0.093231,2.817685,[75  7] ; [45 10],[71.82481752 10.17518248] ; [48.17518248  6.82481752],0
b4,1,0.097382,2.747904,[39 45] ; [34 22],[43.8 40.2] ; [29.2 26.8],0
p12,1,0.098812,2.72461,[ 7 76] ; [ 1 55],[ 4.77697842 78.22302158] ; [ 3.22302158 52.77697842],0
v3,1,0.101743,2.678003,[40 43] ; [18 35],[35.39705882 47.60294118] ; [22.60294118 30.39705882],0
a5,1,0.102024,2.673611,[62 22] ; [34 22],[57.6 26.4] ; [38.4 17.6],0
r1,1,0.113846,2.5,[63 21] ; [35 21],[58.8 25.2] ; [39.2 16.8],0
a2,1,0.123856,2.367865,[ 9 75] ; [ 2 54],[ 6.6 77.4] ; [ 4.4 51.6],0
d3,1,0.128939,2.305232,[47 37] ; [24 32],[42.6 41.4] ; [28.4 27.6],0
u2,1,0.204545,1.609618,[10  5] ; [12 14],[8.04878049 6.95121951] ; [13.95121951 12.04878049],0
u1,1,0.233065,1.422056,[ 5 79] ; [ 1 55],[ 3.6 80.4] ; [ 2.4 53.6],0
a1,1,0.233065,1.422056,[ 5 79] ; [ 1 55],[ 3.6 80.4] ; [ 2.4 53.6],0
r4,1,0.248732,1.330409,[71 13] ; [43 13],[68.4 15.6] ; [45.6 10.4],0
a8,1,0.314483,1.011754,[13 70] ; [ 5 47],[11.06666667 71.93333333] ; [ 6.93333333 45.06666667],0
d1,1,0.333801,0.934096,[46 38] ; [26 30],[43.2 40.8] ; [28.8 27.2],0
n2,1,0.365862,0.817672,[18  5] ; [7 4],[16.91176471  6.08823529] ; [8.08823529 2.91176471],0
p7,1,0.412497,0.671593,[64 19] ; [39 16],[61.94927536 21.05072464] ; [41.05072464 13.94927536],0
n1,1,0.458318,0.55,[13  9] ; [5 6],[12. 10.] ; [6. 5.],0
v2,1,0.500424,0.454036,[40 42] ; [29 24],[41.91111111 40.08888889] ; [27.08888889 25.91111111],0
p8,1,0.503606,0.44733,[55 28] ; [34 22],[53.14388489 29.85611511] ; [35.85611511 20.14388489],0
n3,1,0.53621,0.382609,[16  7] ; [8 2],[16.72727273  6.27272727] ; [7.27272727 2.72727273],0
a6,1,0.566248,0.329001,[29 55] ; [22 34],[30.6 53.4] ; [20.4 35.6],0
u3,1,0.580483,0.305455,[8 7] ; [12 15],[7.14285714 7.85714286] ; [12.85714286 14.14285714],0
p5,1,0.580848,0.304865,[18 65] ; [10 46],[16.71942446 66.28057554] ; [11.28057554 44.71942446],0
b1,1,0.629028,0.233381,[44 40] ; [27 29],[42.6 41.4] ; [28.4 27.6],0
p1,1,0.650605,0.205138,[ 7 76] ; [ 6 50],[ 7.76258993 75.23741007] ; [ 5.23741007 50.76258993],0
p11,1,0.674166,0.176768,[67 17] ; [43 13],[66. 18.] ; [44. 12.],0
a4,1,0.80251,0.06255,[40 44] ; [25 30],[39.28057554 44.71942446] ; [25.71942446 29.28057554],0
b5,1,0.888858,0.01953,[35 49] ; [24 32],[35.4 48.6] ; [23.6 32.4],0
d2,1,0.890219,0.019052,[43 41] ; [28 28],[42.6 41.4] ; [28.4 27.6],0
v1,1,0.979421,0.000665,[44 37] ; [30 25],[44.07352941 36.92647059] ; [29.92647059 25.07352941],0
