Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,32.006947,[52 17] ; [18 49],[35.51470588 33.48529412] ; [34.48529412 32.51470588],1
a4,1,1e-06,24.687433,[32 36] ; [ 6 62],[19. 49.] ; [19. 49.],1
d5,1,7e-06,20.16771,[53 16] ; [26 41],[40.08088235 28.91911765] ; [38.91911765 28.08088235],1
d1,1,3.4e-05,17.185004,[30 39] ; [ 8 60],[19.13868613 49.86131387] ; [18.86131387 49.13868613],1
d2,1,0.000115,14.876388,[34 33] ; [13 55],[23.32592593 43.67407407] ; [23.67407407 44.32592593],1
d4,1,0.0013,10.342649,[51 18] ; [32 36],[41.80291971 27.19708029] ; [41.19708029 26.80291971],0
a6,1,0.001538,10.032375,[47 22] ; [28 40],[37.77372263 31.22627737] ; [37.22627737 30.77372263],0
n5,1,0.004434,8.096744,[51 17] ; [35 33],[43. 25.] ; [43. 25.],0
n4,1,0.004644,8.013041,[47 22] ; [30 38],[38.7810219 30.2189781] ; [38.2189781 29.7810219],0
s7,1,0.011428,6.397541,[25 39] ; [13 55],[18.42424242 45.57575758] ; [19.57575758 48.42424242],0
s8,1,0.024046,5.091312,[20 49] ; [ 9 59],[14.60583942 54.39416058] ; [14.39416058 53.60583942],0
s6,1,0.028102,4.821782,[34 35] ; [21 47],[27.70072993 41.29927007] ; [27.29927007 40.70072993],0
p10,1,0.035338,4.428759,[49 19] ; [36 30],[43.13432836 24.86567164] ; [41.86567164 24.13432836],0
p3,1,0.057827,3.598644,[30 39] ; [19 49],[24.67883212 44.32116788] ; [24.32116788 43.67883212],0
p4,1,0.066568,3.365687,[34 35] ; [23 45],[28.7080292 40.2919708] ; [28.2919708 39.7080292],0
p9,1,0.072587,3.223519,[53 14] ; [43 23],[48.36090226 18.63909774] ; [47.63909774 18.36090226],0
u1,1,0.098589,2.728215,[ 5 64] ; [ 1 67],[ 3.02189781 65.97810219] ; [ 2.97810219 65.02189781],0
p5,1,0.115597,2.475979,[ 8 59] ; [ 3 64],[ 5.5 61.5] ; [ 5.5 61.5],0
a1,1,0.121915,2.39254,[ 8 61] ; [ 3 65],[ 5.54014599 63.45985401] ; [ 5.45985401 62.54014599],0
n6,1,0.132184,2.266667,[52 16] ; [44 24],[48. 20.] ; [48. 20.],0
n1,1,0.14062,2.171166,[12 14] ; [ 5 15],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
b2,1,0.158922,1.984449,[17 22] ; [12 30],[13.96296296 25.03703704] ; [15.03703704 26.96296296],0
b3,1,0.158922,1.984449,[17 22] ; [12 30],[13.96296296 25.03703704] ; [15.03703704 26.96296296],0
s1,1,0.176945,1.823101,[ 4 65] ; [ 1 67],[ 2.51824818 66.48175182] ; [ 2.48175182 65.51824818],0
p11,1,0.263592,1.249795,[45 24] ; [38 30],[41.80291971 27.19708029] ; [41.19708029 26.80291971],0
d3,1,0.323474,0.97485,[33 36] ; [26 40],[30.15555556 38.84444444] ; [28.84444444 37.15555556],0
b1,1,0.331187,0.94425,[31 38] ; [25 43],[28.20437956 40.79562044] ; [27.79562044 40.20437956],0
r4,1,0.443477,0.587269,[38 31] ; [33 35],[35.75912409 33.24087591] ; [35.24087591 32.75912409],0
p2,1,0.499897,0.455155,[44 24] ; [47 20],[45.83703704 22.16296296] ; [45.16296296 21.83703704],0
r2,1,0.505939,0.442457,[51 14] ; [50 18],[49.36090226 15.63909774] ; [51.63909774 16.36090226],0
v1,1,0.507271,0.439691,[17 49] ; [14 53],[15.38345865 50.61654135] ; [15.61654135 51.38345865],0
s2,1,0.507387,0.439451,[25 44] ; [21 47],[23.16788321 45.83211679] ; [22.83211679 45.16788321],0
