Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002896,8.871944,[ 1 14] ; [3 1],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
s4,1,0.109984,2.554444,[ 2 13] ; [2 2],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
n4,1,0.109984,2.554444,[ 2 13] ; [2 2],[ 3.15789474 11.84210526] ; [0.84210526 3.15789474],0
d5,1,0.133696,2.249053,[10  5] ; [1 3],[8.68421053 6.31578947] ; [2.31578947 1.68421053],0
v4,1,0.133696,2.249053,[10  5] ; [1 3],[8.68421053 6.31578947] ; [2.31578947 1.68421053],0
a7,1,0.133696,2.249053,[10  5] ; [1 3],[8.68421053 6.31578947] ; [2.31578947 1.68421053],0
p4,1,0.226023,1.465714,[ 3 12] ; [2 2],[ 3.94736842 11.05263158] ; [1.05263158 2.94736842],0
s7,1,0.226104,1.465201,[ 2 12] ; [1 1],[ 2.625 11.375] ; [0.375 1.625],0
p7,1,0.279642,1.168831,[ 5 10] ; [2 1],[5.83333333 9.16666667] ; [1.16666667 1.83333333],0
s1,1,0.288425,1.126961,[ 1 14] ; [1 3],[ 1.57894737 13.42105263] ; [0.42105263 3.57894737],0
s8,1,0.288425,1.126961,[ 1 14] ; [1 3],[ 1.57894737 13.42105263] ; [0.42105263 3.57894737],0
p2,1,0.313267,1.016852,[7 8] ; [3 1],[7.89473684 7.10526316] ; [2.10526316 1.89473684],0
p10,1,0.313267,1.016852,[8 7] ; [1 3],[7.10526316 7.89473684] ; [1.89473684 2.10526316],0
p11,1,0.372374,0.795726,[ 4 11] ; [2 2],[ 4.73684211 10.26315789] ; [1.26315789 2.73684211],0
v1,1,0.435488,0.608144,[7 8] ; [1 3],[6.31578947 8.68421053] ; [1.68421053 2.31578947],0
b5,1,0.435488,0.608144,[8 7] ; [3 1],[8.68421053 6.31578947] ; [2.31578947 1.68421053],0
p3,1,0.539222,0.376984,[ 5 10] ; [2 2],[5.52631579 9.47368421] ; [1.47368421 2.52631579],0
b1,1,0.539222,0.376984,[10  5] ; [2 2],[9.47368421 5.52631579] ; [2.52631579 1.47368421],0
a4,1,0.539222,0.376984,[ 5 10] ; [2 2],[5.52631579 9.47368421] ; [1.47368421 2.52631579],0
a3,1,0.539222,0.376984,[10  5] ; [2 2],[9.47368421 5.52631579] ; [2.52631579 1.47368421],0
d1,1,0.580543,0.305357,[6 9] ; [1 3],[5.52631579 9.47368421] ; [1.47368421 2.52631579],0
r2,1,0.605242,0.267161,[9 5] ; [2 2],[8.55555556 5.44444444] ; [2.44444444 1.55555556],0
b4,1,0.718904,0.129545,[9 6] ; [2 2],[8.68421053 6.31578947] ; [2.31578947 1.68421053],0
a5,1,0.718904,0.129545,[6 9] ; [2 2],[6.31578947 8.68421053] ; [1.68421053 2.31578947],0
r1,1,0.718904,0.129545,[6 9] ; [2 2],[6.31578947 8.68421053] ; [1.68421053 2.31578947],0
a6,1,0.750042,0.101496,[ 5 10] ; [1 3],[ 4.73684211 10.26315789] ; [1.26315789 2.73684211],0
p8,1,0.750042,0.101496,[ 5 10] ; [1 3],[ 4.73684211 10.26315789] ; [1.26315789 2.73684211],0
u2,1,0.80915,0.058333,[3 2] ; [1 1],[2.85714286 2.14285714] ; [1.14285714 0.85714286],0
d4,1,0.827472,0.0475,[12  3] ; [3 1],[11.84210526  3.15789474] ; [3.15789474 0.84210526],0
p9,1,0.905565,0.014074,[7 8] ; [2 2],[7.10526316 7.89473684] ; [1.89473684 2.10526316],0
n6,1,0.946375,0.004524,[ 4 11] ; [1 3],[ 3.94736842 11.05263158] ; [1.05263158 2.94736842],0
v3,1,0.946375,0.004524,[ 4 11] ; [1 3],[ 3.94736842 11.05263158] ; [1.05263158 2.94736842],0
d2,1,0.946375,0.004524,[ 4 11] ; [1 3],[ 3.94736842 11.05263158] ; [1.05263158 2.94736842],0
