Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.288651,[ 4 79] ; [27 48],[16.28481013 66.71518987] ; [14.71518987 60.28481013],1
p8,1,1.1e-05,19.314954,[20 64] ; [44 32],[33.6 50.4] ; [30.4 45.6],1
p3,1,0.001765,9.779348,[14 69] ; [30 47],[22.825 60.175] ; [21.175 55.825],0
p2,1,0.002365,9.242153,[50 34] ; [62 14],[58.8 25.2] ; [53.2 22.8],0
p4,1,0.00663,7.370449,[22 62] ; [36 41],[30.26086957 53.73913043] ; [27.73913043 49.26086957],0
n3,1,0.061657,3.492239,[24 17] ; [18  4],[27.33333333 13.66666667] ; [14.66666667  7.33333333],0
p1,1,0.123173,2.376504,[ 5 79] ; [ 1 75],[ 3.15 80.85] ; [ 2.85 73.15],0
r4,1,0.141985,2.156311,[58 26] ; [61 16],[62.08695652 21.91304348] ; [56.91304348 20.08695652],0
s6,1,0.149573,2.076605,[33 51] ; [38 37],[37.50943396 46.49056604] ; [33.49056604 41.50943396],0
s2,1,0.178913,1.806631,[22 61] ; [28 49],[25.9375 57.0625] ; [24.0625 52.9375],0
a1,1,0.201177,1.633806,[ 2 82] ; [ 5 72],[ 3.65217391 80.34782609] ; [ 3.34782609 73.65217391],0
b1,1,0.218903,1.511546,[25 59] ; [30 47],[28.69565217 55.30434783] ; [26.30434783 50.69565217],0
a5,1,0.22688,1.460317,[40 44] ; [44 33],[43.82608696 40.17391304] ; [40.17391304 36.82608696],0
p11,1,0.227859,1.454177,[49 35] ; [52 25],[52.69565217 31.30434783] ; [48.30434783 28.69565217],0
s3,1,0.229441,1.444323,[27 57] ; [31 44],[30.64150943 53.35849057] ; [27.35849057 47.64150943],0
a7,1,0.262043,1.257932,[59 25] ; [47 29],[55.65 28.35] ; [50.35 25.65],0
r3,1,0.274067,1.19628,[73 11] ; [71  6],[75.13043478  8.86956522] ; [68.86956522  8.13043478],0
u3,1,0.32164,0.982264,[24 17] ; [15 17],[21.90410959 19.09589041] ; [17.09589041 14.90410959],0
a2,1,0.342396,0.901438,[ 9 75] ; [ 5 72],[ 7.30434783 76.69565217] ; [ 6.69565217 70.30434783],0
v1,1,0.355507,0.853702,[27 57] ; [29 45],[29.7721519 54.2278481] ; [26.2278481 47.7721519],0
p10,1,0.365819,0.817817,[47 36] ; [49 28],[49.8 33.2] ; [46.2 30.8],0
u2,1,0.388437,0.743829,[17 24] ; [17 16],[18.83783784 22.16216216] ; [15.16216216 17.83783784],0
v4,1,0.398485,0.712893,[74 10] ; [70  6],[75.6  8.4] ; [68.4  7.6],0
d1,1,0.410568,0.677156,[37 47] ; [29 48],[34.43478261 49.56521739] ; [31.56521739 45.43478261],0
n1,1,0.423003,0.641956,[ 9 32] ; [ 3 19],[ 7.80952381 33.19047619] ; [ 4.19047619 17.80952381],0
a6,1,0.434772,0.610043,[52 32] ; [43 34],[49.56521739 34.43478261] ; [45.43478261 31.56521739],0
d5,1,0.436919,0.60436,[59 25] ; [49 27],[56.7 27.3] ; [51.3 24.7],0
s8,1,0.472736,0.515575,[ 9 75] ; [11 65],[10.5 73.5] ; [ 9.5 66.5],0
a3,1,0.494819,0.46603,[43 41] ; [43 33],[45.15 38.85] ; [40.85 35.15],0
s4,1,0.562506,0.335384,[16 68] ; [12 65],[14.60869565 69.39130435] ; [13.39130435 63.60869565],0
a8,1,0.565139,0.330884,[ 2 78] ; [ 3 69],[ 2.63157895 77.36842105] ; [ 2.36842105 69.63157895],0
v2,1,0.567227,0.327345,[36 47] ; [35 38],[37.77564103 45.22435897] ; [33.22435897 39.77564103],0
p12,1,0.579843,0.306488,[ 2 82] ; [ 3 74],[ 2.60869565 81.39130435] ; [ 2.39130435 74.60869565],0
a4,1,0.608903,0.261776,[21 63] ; [22 55],[22.43478261 61.56521739] ; [20.56521739 56.43478261],0
u1,1,0.608948,0.26171,[ 6 78] ; [ 4 73],[ 5.2173913 78.7826087] ; [ 4.7826087 72.2173913],0
n6,1,0.609738,0.260557,[52 32] ; [50 26],[53.55 30.45] ; [48.45 27.55],0
b4,1,0.628165,0.234557,[49 35] ; [42 35],[47.47826087 36.52173913] ; [43.52173913 33.47826087],0
r1,1,0.636296,0.22362,[52 31] ; [51 26],[53.43125 29.56875] ; [49.56875 27.43125],0
n5,1,0.637041,0.222633,[28 56] ; [23 54],[26.60869565 57.39130435] ; [24.39130435 52.60869565],0
d4,1,0.679797,0.170354,[62 22] ; [59 18],[63.13043478 20.86956522] ; [57.86956522 19.13043478],0
b5,1,0.702617,0.145764,[51 33] ; [49 28],[52.17391304 31.82608696] ; [47.82608696 29.17391304],0
d2,1,0.718925,0.129525,[24 60] ; [24 53],[25.04347826 58.95652174] ; [22.95652174 54.04347826],0
p5,1,0.80139,0.063277,[ 4 80] ; [ 3 73],[ 3.675 80.325] ; [ 3.325 72.675],0
s1,1,0.834435,0.043688,[ 5 79] ; [ 4 73],[ 4.69565217 79.30434783] ; [ 4.30434783 72.69565217],0
p9,1,0.876886,0.023999,[57 26] ; [52 25],[56.54375 26.45625] ; [52.45625 24.54375],0
s5,1,0.895404,0.017284,[17 66] ; [16 59],[17.33544304 65.66455696] ; [15.66455696 59.33544304],0
n2,1,0.914493,0.011529,[26 14] ; [14  8],[25.80645161 14.19354839] ; [14.19354839  7.80645161],0
d3,1,0.926757,0.00845,[51 33] ; [45 30],[50.71698113 33.28301887] ; [45.28301887 29.71698113],0
b2,1,0.948957,0.004098,[ 8 28] ; [ 8 27],[ 8.11267606 27.88732394] ; [ 7.88732394 27.11267606],0
b3,1,0.948957,0.004098,[ 8 28] ; [ 8 27],[ 8.11267606 27.88732394] ; [ 7.88732394 27.11267606],0
v3,1,0.960289,0.002479,[18 64] ; [16 58],[17.87179487 64.12820513] ; [16.12820513 57.87179487],0
r2,1,0.973002,0.001145,[72 12] ; [65 11],[71.925 12.075] ; [65.075 10.925],0
