Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,99.06767,[ 62 237] ; [164 101],[119.81205674 179.18794326] ; [106.18794326 158.81205674],1
p8,1,0.0,26.239914,[ 93 204] ; [139 125],[122.82352941 174.17647059] ; [109.17647059 154.82352941],1
p2,1,1e-06,24.033179,[211  88] ; [232  33],[234.85283688  64.14716312] ; [208.14716312  56.85283688],1
p7,1,3.6e-05,17.089177,[124 168] ; [159 106],[148.35906643 143.64093357] ; [134.64093357 130.35906643],1
s7,1,0.000111,14.93401,[ 94 194] ; [123 128],[115.94805195 172.05194805] ; [101.05194805 149.94805195],1
p5,1,0.000577,11.847197,[ 10 288] ; [ 28 234],[ 20.22142857 277.77857143] ; [ 17.77857143 244.22142857],1
n5,1,0.001113,10.628709,[191 107] ; [204  62],[208.70567376  89.29432624] ; [186.29432624  79.70567376],0
p10,1,0.001279,10.372048,[213  85] ; [219  45],[229.06761566  68.93238434] ; [202.93238434  61.06761566],0
s6,1,0.002173,9.397604,[166 130] ; [180  82],[183.54121864 112.45878136] ; [162.45878136  99.54121864],0
v1,1,0.002632,9.046516,[120 171] ; [138 117],[137.50549451 153.49450549] ; [120.49450549 134.50549451],0
d1,1,0.00367,8.440039,[145 155] ; [161 105],[162.19081272 137.80918728] ; [143.80918728 122.19081272],0
s2,1,0.006129,7.511852,[118 180] ; [134 128],[134.1 163.9] ; [117.9 144.1],0
r4,1,0.006262,7.4733,[257  43] ; [247  19],[267.13780919  32.86219081] ; [236.86219081  29.13780919],0
s8,1,0.006808,7.322825,[ 95 204] ; [113 151],[110.46536412 188.53463588] ; [ 97.53463588 166.46536412],0
n4,1,0.00706,7.257568,[197 102] ; [202  63],[211.52659574  87.47340426] ; [187.47340426  77.52659574],0
a5,1,0.00953,6.720644,[198 102] ; [202  64],[212.01413428  87.98586572] ; [187.98586572  78.01413428],0
p1,1,0.009707,6.687946,[  9 289] ; [ 21 244],[ 15.87921847 282.12078153] ; [ 14.12078153 250.87921847],0
d5,1,0.010023,6.630767,[223  76] ; [222  44],[235.49557522  63.50442478] ; [209.50442478  56.49557522],0
r3,1,0.013014,6.167273,[274  25] ; [257   9],[281.00707965  17.99292035] ; [249.99292035  16.00707965],0
