Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.700769,[132  29] ; [78 65],[111.21710526  49.78289474] ; [98.78289474 44.21710526],1
p12,1,0.000477,12.204204,[ 29 134] ; [  7 136],[ 19.17647059 143.82352941] ; [ 16.82352941 126.17647059],1
d1,1,0.001401,10.20427,[122  41] ; [83 61],[108.84364821  54.15635179] ; [96.15635179 47.84364821],0
s7,1,0.001605,9.954354,[103  51] ; [65 69],[89.83333333 64.16666667] ; [78.16666667 55.83333333],0
p5,1,0.003765,8.393708,[ 42 121] ; [ 18 125],[ 31.96078431 131.03921569] ; [ 28.03921569 114.96078431],0
s8,1,0.005196,7.809976,[100  60] ; [67 77],[87.89473684 72.10526316] ; [79.10526316 64.89473684],0
s4,1,0.005541,7.693756,[ 17 143] ; [ 32 111],[ 25.87458746 134.12541254] ; [ 23.12541254 119.87458746],0
p8,1,0.005795,7.612978,[124  38] ; [88 54],[112.97368421  49.02631579] ; [99.02631579 42.97368421],0
n4,1,0.00992,6.649184,[147  16] ; [114  29],[139.02941176  23.97058824] ; [121.97058824  21.02941176],0
p2,1,0.016229,5.777933,[155   8] ; [125  18],[149.1503268  13.8496732] ; [130.8496732  12.1503268],0
r4,1,0.019643,5.443355,[157   6] ; [129  15],[151.85016287  11.14983713] ; [134.14983713   9.85016287],0
d2,1,0.02002,5.410155,[98 64] ; [68 76],[87.88235294 74.11764706] ; [78.11764706 65.88235294],0
n5,1,0.035683,4.412187,[146  16] ; [117  26],[139.69180328  22.30819672] ; [123.30819672  19.69180328],0
s3,1,0.039585,4.235573,[97 60] ; [72 72],[88.14950166 68.85049834] ; [80.85049834 63.14950166],0
n3,1,0.045194,4.011396,[16 10] ; [16  2],[18.90909091  7.09090909] ; [13.09090909  4.90909091],0
n6,1,0.057582,3.605693,[151  10] ; [126  18],[146.21967213  14.78032787] ; [130.78032787  13.21967213],0
r1,1,0.059699,3.545714,[142  20] ; [114  29],[135.97377049  26.02622951] ; [120.02622951  22.97377049],0
a3,1,0.074201,3.18756,[128  34] ; [101  43],[121.23529412  40.76470588] ; [107.76470588  36.23529412],0
d4,1,0.086268,2.942663,[143  19] ; [117  27],[137.64705882  24.35294118] ; [122.35294118  21.64705882],0
s5,1,0.091298,2.851337,[74 83] ; [52 87],[66.83108108 90.16891892] ; [59.16891892 79.83108108],0
p1,1,0.098544,2.728944,[ 22 140] ; [ 11 132],[ 17.52786885 144.47213115] ; [ 15.47213115 127.52786885],0
p3,1,0.111115,2.538295,[119  44] ; [93 51],[112.56026059  50.43973941] ; [99.43973941 44.56026059],0
b5,1,0.11386,2.499813,[92 71] ; [94 50],[98.75570033 64.24429967] ; [87.24429967 56.75570033],0
d5,1,0.116358,2.465669,[144  18] ; [119  25],[139.23529412  22.76470588] ; [123.76470588  20.23529412],0
u4,1,0.132046,2.268288,[  7 156] ; [  2 142],[  4.77850163 158.22149837] ; [  4.22149837 139.77850163],0
s2,1,0.168013,1.900584,[97 62] ; [76 67],[91.08278146 67.91721854] ; [81.91721854 61.08278146],0
a1,1,0.234344,1.414296,[ 12 151] ; [  6 138],[  9.55700326 153.44299674] ; [  8.44299674 135.55700326],0
a7,1,0.252892,1.307258,[118  44] ; [113  31],[122.29411765  39.70588235] ; [108.70588235  35.29411765],0
v4,1,0.256819,1.285824,[158   4] ; [136   7],[156.15737705   5.84262295] ; [137.84262295   5.15737705],0
d3,1,0.305656,1.049354,[126  37] ; [104  40],[122.11726384  40.88273616] ; [107.88273616  36.11726384],0
u2,1,0.325319,0.967442,[21 14] ; [21 22],[18.84615385 16.15384615] ; [23.15384615 19.84615385],0
p11,1,0.346252,0.887145,[140  23] ; [118  26],[136.98371336  26.01628664] ; [121.01628664  22.98371336],0
s1,1,0.363613,0.825375,[  3 158] ; [  5 136],[  4.26490066 156.73509934] ; [  3.73509934 137.26490066],0
u3,1,0.384665,0.755739,[22 13] ; [31 12],[23.78205128 11.21794872] ; [29.21794872 13.78205128],0
