Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,31.418822,[72 77] ; [74 13],[92.1779661 56.8220339] ; [53.8220339 33.1779661],1
s2,1,3e-06,21.862864,[52 97] ; [60 31],[69.53333333 79.46666667] ; [42.46666667 48.53333333],1
s4,1,0.000322,12.936989,[ 16 134] ; [26 64],[ 26.25 123.75] ; [15.75 74.25],1
p7,1,0.000402,12.521017,[76 70] ; [67 22],[88.84255319 57.15744681] ; [54.15744681 34.84255319],1
p3,1,0.000605,11.759123,[55 93] ; [54 36],[67.78151261 80.21848739] ; [41.21848739 48.78151261],1
d4,1,0.000818,11.200195,[98 51] ; [77 13],[109.10041841  39.89958159] ; [65.89958159 24.10041841],1
s3,1,0.001014,10.801507,[72 76] ; [64 27],[84.21757322 63.78242678] ; [51.78242678 39.21757322],0
r4,1,0.002335,9.265326,[118  32] ; [85  6],[126.34854772  23.65145228] ; [76.65145228 14.34854772],0
p6,1,0.002857,8.896545,[ 38 106] ; [40 48],[48.4137931 95.5862069] ; [29.5862069 58.4137931],0
d1,1,0.003553,8.49931,[60 90] ; [54 37],[70.95435685 79.04564315] ; [43.04564315 47.95435685],0
d5,1,0.004911,7.912088,[100  50] ; [75 15],[109.375  40.625] ; [65.625 24.375],0
s7,1,0.006299,7.462845,[62 81] ; [55 34],[72.11637931 70.88362069] ; [44.88362069 44.11637931],0
s8,1,0.006321,7.456548,[57 93] ; [51 40],[67.21991701 82.78008299] ; [40.78008299 50.21991701],0
p4,1,0.007724,7.096313,[62 85] ; [54 36],[71.94936709 75.05063291] ; [44.05063291 45.94936709],0
b4,1,0.008971,6.828545,[73 77] ; [60 31],[82.78008299 67.21991701] ; [50.21991701 40.78008299],0
r1,1,0.01053,6.542912,[101  49] ; [75 16],[109.54356846  40.45643154] ; [66.45643154 24.54356846],0
p10,1,0.012092,6.297366,[97 50] ; [73 17],[105.44303797  41.55696203] ; [64.55696203 25.44303797],0
p5,1,0.016431,5.756171,[ 10 137] ; [15 75],[ 15.50632911 131.49367089] ; [ 9.49367089 80.50632911],0
p8,1,0.0167,5.727612,[57 89] ; [49 40],[65.85531915 80.14468085] ; [40.14468085 48.85531915],0
r3,1,0.017762,5.619479,[129  21] ; [87  4],[134.43983402  15.56016598] ; [81.56016598  9.43983402],0
b5,1,0.018978,5.503517,[76 74] ; [32 59],[67.21991701 82.78008299] ; [40.78008299 50.21991701],0
n6,1,0.029447,4.741304,[112  38] ; [77 12],[118.61924686  31.38075314] ; [70.38075314 18.61924686],0
p9,1,0.031099,4.647463,[107  41] ; [76 14],[113.79831933  34.20168067] ; [69.20168067 20.79831933],0
v1,1,0.031723,4.613424,[68 79] ; [54 35],[75.99152542 71.00847458] ; [46.00847458 42.99152542],0
v4,1,0.037055,4.3479,[132  16] ; [88  3],[136.23430962  11.76569038] ; [83.76569038  7.23430962],0
a4,1,0.040496,4.196999,[58 90] ; [48 43],[65.64016736 82.35983264] ; [40.35983264 50.64016736],0
d3,1,0.048799,3.882251,[58 92] ; [47 44],[65.3526971 84.6473029] ; [39.6473029 51.3526971],0
a5,1,0.055477,3.667701,[96 54] ; [69 22],[102.69709544  47.30290456] ; [62.30290456 28.69709544],0
p2,1,0.107179,2.595326,[103  43] ; [72 18],[108.26271186  37.73728814] ; [66.73728814 23.26271186],0
d2,1,0.109191,2.565892,[66 83] ; [50 41],[72.01666667 76.98333333] ; [43.98333333 47.01666667],0
n2,1,0.127087,2.327728,[33 16] ; [21  4],[35.75675676 13.24324324] ; [18.24324324  6.75675676],0
p12,1,0.130314,2.288764,[  5 142] ; [ 7 82],[  7.47457627 139.52542373] ; [ 4.52542373 84.47457627],0
a1,1,0.180467,1.793776,[  8 142] ; [ 9 82],[ 10.58091286 139.41908714] ; [ 6.41908714 84.58091286],0
v2,1,0.183196,1.771505,[61 80] ; [47 43],[65.92207792 75.07792208] ; [42.07792208 47.92207792],0
u3,1,0.187707,1.735521,[21 29] ; [14 10],[23.64864865 26.35135135] ; [11.35135135 12.64864865],0
a3,1,0.204809,1.607743,[100  50] ; [67 23],[104.375  45.625] ; [62.625 27.375],0
a2,1,0.214097,1.543501,[ 11 139] ; [11 80],[ 13.69294606 136.30705394] ; [ 8.30705394 82.69294606],0
b1,1,0.32302,0.976679,[66 84] ; [46 45],[69.70954357 80.29045643] ; [42.29045643 48.70954357],0
b2,1,0.378568,0.775347,[41 55] ; [29 29],[43.63636364 52.36363636] ; [26.36363636 31.63636364],0
b3,1,0.378568,0.775347,[41 55] ; [29 29],[43.63636364 52.36363636] ; [26.36363636 31.63636364],0
n4,1,0.391715,0.733611,[111  39] ; [71 19],[113.75  36.25] ; [68.25 21.75],0
a6,1,0.398238,0.713639,[66 84] ; [35 56],[62.86307054 87.13692946] ; [38.13692946 52.86307054],0
p1,1,0.420255,0.649602,[  9 140] ; [ 8 83],[ 10.55416667 138.44583333] ; [ 6.44583333 84.55416667],0
n5,1,0.467389,0.528142,[111  38] ; [70 19],[113.31512605  35.68487395] ; [67.68487395 21.31512605],0
n3,1,0.511235,0.431538,[33 14] ; [15  9],[31.77464789 15.22535211] ; [16.22535211  7.77464789],0
u4,1,0.531096,0.392294,[  3 147] ; [ 3 88],[  3.73443983 146.26556017] ; [ 2.26556017 88.73443983],0
a8,1,0.639673,0.21917,[ 13 128] ; [10 80],[ 14.03896104 126.96103896] ; [ 8.96103896 81.03896104],0
s1,1,0.688326,0.160904,[  5 143] ; [ 4 87],[  5.57322176 142.42677824] ; [ 3.42677824 87.57322176],0
n1,1,0.729176,0.119869,[21 27] ; [12 13],[21.69863014 26.30136986] ; [11.30136986 13.69863014],0
v3,1,0.77954,0.078354,[53 90] ; [35 55],[54.00858369 88.99141631] ; [33.99141631 56.00858369],0
p11,1,0.779574,0.078329,[113  37] ; [70 21],[113.90041494  36.09958506] ; [69.09958506 21.90041494],0
u2,1,0.884475,0.021112,[23 27] ; [11 12],[23.28767123 26.71232877] ; [10.71232877 12.28767123],0
u1,1,0.957179,0.002883,[  8 142] ; [ 5 86],[  8.09128631 141.90871369] ; [ 4.90871369 86.09128631],0
