Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,66.774709,[165   8] ; [12 17],[151.58910891  21.41089109] ; [25.41089109  3.58910891],1
r3,1,0.0,52.761209,[170   3] ; [19 12],[160.27941176  12.72058824] ; [28.72058824  2.27941176],1
r1,1,0.0,38.527693,[138  34] ; [ 8 23],[123.7044335  48.2955665] ; [22.2955665  8.7044335],1
v4,1,0.0,34.625316,[168   5] ; [20 10],[160.21674877  12.78325123] ; [27.78325123  2.21674877],1
a7,1,0.000132,14.607632,[122  50] ; [11 20],[112.68965517  59.31034483] ; [20.31034483 10.68965517],1
b1,1,0.002668,9.02196,[ 67 106] ; [21 10],[74.62745098 98.37254902] ; [13.37254902 17.62745098],0
n4,1,0.004877,7.924645,[131  41] ; [16 15],[124.55172414  47.44827586] ; [22.44827586  8.55172414],0
n6,1,0.00494,7.901204,[147  25] ; [20 11],[141.49753695  30.50246305] ; [25.50246305  5.49753695],0
v3,1,0.019245,5.479093,[ 64 105] ; [ 5 26],[ 58.305 110.695] ; [10.695 20.305],0
n3,1,0.026447,4.926552,[28  5] ; [7 6],[25.10869565  7.89130435] ; [9.89130435 3.10869565],0
n5,1,0.029258,4.752377,[135  37] ; [18 12],[130.27722772  41.72277228] ; [22.72277228  7.27722772],0
v2,1,0.042441,4.117511,[87 80] ; [10 21],[81.81313131 85.18686869] ; [15.18686869 15.81313131],0
s4,1,0.062291,3.475298,[ 22 149] ; [ 8 23],[ 25.3960396 145.6039604] ; [ 4.6039604 26.3960396],0
a8,1,0.078242,3.101039,[ 25 134] ; [ 1 28],[ 21.9893617 137.0106383] ; [ 4.0106383 24.9893617],0
n1,1,0.081872,3.02735,[13 19] ; [9 4],[15.64444444 16.35555556] ; [6.35555556 6.64444444],0
s5,1,0.095435,2.780223,[ 53 114] ; [ 5 25],[ 49.16751269 117.83248731] ; [ 8.83248731 21.16751269],0
a6,1,0.109696,2.558589,[110  63] ; [15 16],[106.00490196  66.99509804] ; [18.99509804 12.00490196],0
