Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,32.336145,[39 39] ; [134  24],[57.1779661 20.8220339] ; [115.8220339  42.1779661],1
a3,1,0.000354,12.759258,[47 32] ; [132  31],[58.4338843 20.5661157] ; [120.5661157  42.4338843],1
p2,1,0.001061,10.717668,[65 13] ; [157   7],[71.55371901  6.44628099] ; [150.44628099  13.55371901],0
v1,1,0.001437,10.157676,[35 42] ; [108  53],[46.26470588 30.73529412] ; [96.73529412 64.26470588],0
s3,1,0.001928,9.616517,[60 18] ; [149  14],[67.64315353 10.35684647] ; [141.35684647  21.64315353],0
d1,1,0.002079,9.478448,[41 38] ; [118  46],[51.69135802 27.30864198] ; [107.30864198  56.69135802],0
p9,1,0.003279,8.645196,[63 15] ; [153  11],[69.61983471  8.38016529] ; [146.38016529  17.61983471],0
s6,1,0.011682,6.35855,[62 14] ; [149  12],[67.66244726  8.33755274] ; [143.33755274  17.66244726],0
p3,1,0.013179,6.14497,[42 36] ; [115  49],[50.60330579 27.39669421] ; [106.39669421  57.60330579],0
a7,1,0.014159,6.018211,[66 13] ; [112  51],[58.10743802 20.89256198] ; [119.89256198  43.10743802],0
r1,1,0.028302,4.809579,[60 19] ; [142  21],[65.94214876 13.05785124] ; [136.05785124  26.94214876],0
u3,1,0.02966,4.728908,[15 16] ; [24  8],[19.19047619 11.80952381] ; [19.80952381 12.19047619],0
n1,1,0.039229,4.250906,[ 2 10] ; [14 13],[4.92307692 7.07692308] ; [11.07692308 15.92307692],0
n5,1,0.040146,4.211722,[60 19] ; [141  22],[65.61570248 13.38429752] ; [135.38429752  27.61570248],0
p6,1,0.040977,4.176976,[37 42] ; [99 64],[44.39669421 34.60330579] ; [91.60330579 71.39669421],0
p11,1,0.041173,4.168882,[62 17] ; [145  19],[67.2962963 11.7037037] ; [139.7037037  24.2962963],0
v4,1,0.070358,3.274649,[74  4] ; [160   2],[76.05  1.95] ; [157.95   4.05],0
a5,1,0.077118,3.124622,[55 24] ; [131  33],[60.4691358 18.5308642] ; [125.5308642  38.4691358],0
p5,1,0.082229,3.020278,[11 67] ; [ 39 125],[16.11570248 61.88429752] ; [ 33.88429752 130.11570248],0
v3,1,0.082261,3.019657,[30 46] ; [83 78],[36.23628692 39.76371308] ; [76.76371308 84.23628692],0
v2,1,0.084417,2.977749,[39 37] ; [101  59],[45.08474576 30.91525424] ; [94.91525424 65.08474576],0
p7,1,0.090454,2.866284,[61 17] ; [138  21],[65.49367089 12.50632911] ; [133.50632911  25.49367089],0
b3,1,0.096783,2.757778,[11 28] ; [46 60],[15.33103448 23.66896552] ; [41.66896552 64.33103448],0
b2,1,0.096783,2.757778,[11 28] ; [46 60],[15.33103448 23.66896552] ; [41.66896552 64.33103448],0
p4,1,0.098404,2.731213,[55 24] ; [130  34],[60.14403292 18.85596708] ; [124.85596708  39.14403292],0
r4,1,0.099708,2.710211,[70  9] ; [155   9],[73.14814815  5.85185185] ; [151.85185185  12.14814815],0
b4,1,0.10776,2.586763,[51 28] ; [88 76],[45.18930041 33.81069959] ; [93.81069959 70.18930041],0
u4,1,0.120675,2.408541,[ 1 78] ; [  9 155],[ 3.25102881 75.74897119] ; [  6.74897119 157.25102881],0
s5,1,0.135484,2.22852,[36 41] ; [88 66],[41.33333333 35.66666667] ; [82.66666667 71.33333333],0
r2,1,0.137931,2.20089,[74  5] ; [158   4],[76.04979253  2.95020747] ; [155.95020747   6.04979253],0
p10,1,0.149701,2.075298,[66 12] ; [149  15],[69.29752066  8.70247934] ; [145.70247934  18.29752066],0
b5,1,0.190188,1.71616,[48 31] ; [85 79],[43.23868313 35.76131687] ; [89.76131687 74.23868313],0
d5,1,0.20505,1.606034,[60 19] ; [135  28],[63.65702479 15.34297521] ; [131.34297521  31.65702479],0
r3,1,0.219485,1.507738,[73  5] ; [159   5],[74.7768595  3.2231405] ; [157.2231405   6.7768595],0
d4,1,0.220379,1.5019,[67 12] ; [147  16],[69.85950413  9.14049587] ; [144.14049587  18.85950413],0
p12,1,0.228019,1.453175,[ 8 71] ; [ 26 138],[11.05349794 67.94650206] ; [ 22.94650206 141.05349794],0
n4,1,0.287056,1.133378,[61 18] ; [136  28],[64.04526749 14.95473251] ; [132.95473251  31.04526749],0
n6,1,0.312182,1.02142,[68 10] ; [148  14],[70.2  7.8] ; [145.8  16.2],0
d3,1,0.32075,0.985884,[55 24] ; [124  40],[58.19341564 20.80658436] ; [120.80658436  43.19341564],0
u1,1,0.49438,0.46698,[13 66] ; [ 33 131],[14.95473251 64.04526749] ; [ 31.04526749 132.95473251],0
b1,1,0.535863,0.383262,[29 50] ; [67 97],[31.20987654 47.79012346] ; [64.79012346 99.20987654],0
u2,1,0.610733,0.259109,[18 14] ; [20 12],[19. 13.] ; [19. 13.],0
p1,1,0.663821,0.188915,[11 66] ; [ 20 143],[ 9.94583333 67.05416667] ; [ 21.05416667 141.94583333],0
a4,1,0.686622,0.162767,[33 46] ; [73 91],[34.46090535 44.53909465] ; [71.53909465 92.46090535],0
a8,1,0.763265,0.090719,[12 61] ; [ 28 127],[12.80701754 60.19298246] ; [ 27.19298246 127.80701754],0
s4,1,0.775631,0.081235,[19 57] ; [ 38 125],[18.12552301 57.87447699] ; [ 38.87447699 124.12552301],0
a1,1,0.77732,0.079983,[ 5 74] ; [ 12 152],[ 5.52674897 73.47325103] ; [ 11.47325103 152.52674897],0
