Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.126976,[ 7 21] ; [41  8],[17.45454545 10.54545455] ; [30.54545455 18.45454545],1
p11,1,0.000182,14.007572,[11 17] ; [42 10],[18.55  9.45] ; [34.45 17.55],1
p2,1,0.000585,11.823158,[14 14] ; [43  7],[20.46153846  7.53846154] ; [36.53846154 13.46153846],1
a5,1,0.002566,9.093129,[ 9 19] ; [35 17],[15.4 12.6] ; [28.6 23.4],0
s8,1,0.005913,7.576506,[ 2 26] ; [18 33],[ 7.08860759 20.91139241] ; [12.91139241 38.08860759],0
p4,1,0.027219,4.876869,[ 8 19] ; [29 23],[12.64556962 14.35443038] ; [24.35443038 27.64556962],0
p6,1,0.032491,4.572414,[ 3 24] ; [17 34],[ 6.92307692 20.07692308] ; [13.07692308 37.92307692],0
r3,1,0.035645,4.413999,[14 13] ; [37 12],[18.11842105  8.88157895] ; [32.88157895 16.11842105],0
d5,1,0.050962,3.809524,[15 13] ; [39 13],[18.9  9.1] ; [35.1 16.9],0
p3,1,0.05477,3.689071,[ 7 21] ; [24 27],[10.98734177 17.01265823] ; [20.01265823 30.98734177],0
s3,1,0.102136,2.671875,[ 7 21] ; [21 27],[10.31578947 17.68421053] ; [17.68421053 30.31578947],0
v1,1,0.104172,2.640486,[ 6 22] ; [19 29],[ 9.21052632 18.78947368] ; [15.78947368 32.21052632],0
a6,1,0.121381,2.399405,[10 18] ; [28 24],[13.3 14.7] ; [24.7 27.3],0
p7,1,0.14307,2.144621,[ 7 20] ; [21 28],[ 9.94736842 17.05263158] ; [18.05263158 30.94736842],0
s7,1,0.194248,1.685103,[ 7 20] ; [20 29],[ 9.59210526 17.40789474] ; [17.40789474 31.59210526],0
n5,1,0.202186,1.626512,[17 11] ; [38 13],[19.49367089  8.50632911] ; [35.50632911 15.49367089],0
a4,1,0.202567,1.623768,[ 7 20] ; [21 31],[ 9.56962025 17.43037975] ; [18.43037975 33.56962025],0
n4,1,0.279619,1.168941,[16 12] ; [36 16],[18.2  9.8] ; [33.8 18.2],0
u1,1,0.287712,1.130298,[ 2 26] ; [ 8 44],[ 3.5 24.5] ; [ 6.5 45.5],0
s6,1,0.293877,1.101772,[10 18] ; [24 26],[12.20512821 15.79487179] ; [21.79487179 28.20512821],0
p8,1,0.294475,1.09905,[ 8 20] ; [21 31],[10.15 17.85] ; [18.85 33.15],0
s4,1,0.312669,1.019368,[ 7 21] ; [ 8 43],[ 5.3164557 22.6835443] ; [ 9.6835443 41.3164557],0
b2,1,0.31513,1.00905,[ 3 12] ; [11 21],[ 4.46808511 10.53191489] ; [ 9.53191489 22.46808511],0
b3,1,0.31513,1.00905,[ 3 12] ; [11 21],[ 4.46808511 10.53191489] ; [ 9.53191489 22.46808511],0
