Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.005291,7.777326,[ 5 81] ; [2 3],[ 6.61538462 79.38461538] ; [0.38461538 4.61538462],0
s8,1,0.010376,6.569107,[13 73] ; [3 2],[15.12087912 70.87912088] ; [0.87912088 4.12087912],0
p4,1,0.045095,4.015077,[30 55] ; [4 1],[32.11111111 52.88888889] ; [1.88888889 3.11111111],0
b3,1,0.060452,3.52493,[14 34] ; [3 1],[15.69230769 32.30769231] ; [1.30769231 2.69230769],0
b2,1,0.060452,3.52493,[14 34] ; [3 1],[15.69230769 32.30769231] ; [1.30769231 2.69230769],0
p7,1,0.074483,3.181354,[34 52] ; [4 1],[35.91208791 50.08791209] ; [2.08791209 2.91208791],0
p6,1,0.111633,2.53095,[15 69] ; [2 2],[16.22727273 67.77272727] ; [0.77272727 3.22727273],0
v2,1,0.115868,2.472299,[36 46] ; [4 1],[37.70114943 44.29885057] ; [2.29885057 2.70114943],0
p11,1,0.191903,1.70295,[43 43] ; [4 1],[44.41758242 41.58241758] ; [2.58241758 2.41758242],0
b4,1,0.209259,1.576546,[44 42] ; [4 1],[45.36263736 40.63736264] ; [2.63736264 2.36263736],0
d3,1,0.237727,1.394021,[45 40] ; [4 1],[46.27777778 38.72222222] ; [2.72222222 2.27777778],0
a2,1,0.242987,1.36318,[16 70] ; [2 3],[17.01098901 68.98901099] ; [0.98901099 4.01098901],0
b1,1,0.288057,1.128682,[48 38] ; [4 1],[49.14285714 36.85714286] ; [2.85714286 2.14285714],0
a5,1,0.333332,0.935908,[50 36] ; [4 1],[51.03296703 34.96703297] ; [2.96703297 2.03296703],0
d1,1,0.336315,0.924429,[33 53] ; [3 2],[34.02197802 51.97802198] ; [1.97802198 3.02197802],0
a4,1,0.336315,0.924429,[33 53] ; [3 2],[34.02197802 51.97802198] ; [1.97802198 3.02197802],0
s4,1,0.362567,0.828982,[ 7 79] ; [1 4],[ 7.56043956 78.43956044] ; [0.43956044 4.56043956],0
v1,1,0.365109,0.820243,[34 52] ; [3 2],[34.96703297 51.03296703] ; [2.03296703 2.96703297],0
n5,1,0.377076,0.780214,[34 51] ; [3 2],[34.94444444 50.05555556] ; [2.05555556 2.94444444],0
d2,1,0.394872,0.723885,[35 51] ; [3 2],[35.91208791 50.08791209] ; [2.08791209 2.91208791],0
v3,1,0.435618,0.607798,[20 62] ; [2 3],[20.73563218 61.26436782] ; [1.26436782 3.73563218],0
d4,1,0.436498,0.605473,[54 32] ; [4 1],[54.81318681 31.18681319] ; [3.18681319 1.81318681],0
a3,1,0.454632,0.559077,[54 31] ; [4 1],[54.77777778 30.22222222] ; [3.22222222 1.77777778],0
s5,1,0.522995,0.407984,[ 9 75] ; [1 4],[ 9.43820225 74.56179775] ; [0.56179775 4.43820225],0
s6,1,0.560636,0.338605,[24 62] ; [2 3],[24.57142857 61.42857143] ; [1.42857143 3.57142857],0
p3,1,0.572718,0.318156,[24 61] ; [2 3],[24.55555556 60.44444444] ; [1.44444444 3.55555556],0
n4,1,0.591854,0.287458,[45 41] ; [2 3],[44.41758242 41.58241758] ; [2.58241758 2.41758242],0
a7,1,0.730755,0.118419,[58 28] ; [3 2],[57.64835165 28.35164835] ; [3.35164835 1.64835165],0
r3,1,0.739367,0.110684,[63 23] ; [4 1],[63.31868132 22.68131868] ; [3.68131868 1.31868132],0
v4,1,0.780109,0.07794,[64 22] ; [4 1],[64.26373626 21.73626374] ; [3.73626374 1.26373626],0
r1,1,0.858128,0.031954,[55 31] ; [3 2],[54.81318681 31.18681319] ; [3.18681319 1.81318681],0
a6,1,0.858128,0.031954,[55 31] ; [3 2],[54.81318681 31.18681319] ; [3.18681319 1.81318681],0
p8,1,0.873546,0.025331,[31 54] ; [2 3],[31.16666667 53.83333333] ; [1.83333333 3.16666667],0
s7,1,0.886874,0.020238,[14 66] ; [1 4],[14.11764706 65.88235294] ; [0.88235294 4.11764706],0
r4,1,0.900208,0.015725,[54 32] ; [3 2],[53.86813187 32.13186813] ; [3.13186813 1.86813187],0
