Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,109.834718,[398  28] ; [12 22],[379.69565217  46.30434783] ; [30.30434783  3.69565217],1
v4,1,0.0,59.903435,[405  17] ; [21 13],[394.23684211  27.76315789] ; [31.76315789  2.23684211],1
r1,1,0.0,35.450188,[346  77] ; [13 21],[332.29102845  90.70897155] ; [26.70897155  7.29102845],1
d5,1,0.000689,11.518145,[333  91] ; [18 16],[324.94323144  99.05676856] ; [26.05676856  7.94323144],1
s3,1,0.000793,11.258705,[228 190] ; [ 8 25],[218.73170732 199.26829268] ; [17.26829268 15.73170732],1
a6,1,0.001857,9.685346,[287 138] ; [14 20],[278.7037037 146.2962963] ; [22.2962963 11.7037037],0
d1,1,0.004484,8.076812,[233 193] ; [10 24],[225.03913043 200.96086957] ; [17.96086957 16.03913043],0
u3,1,0.005121,7.836269,[79 63] ; [ 3 13],[73.69620253 68.30379747] ; [8.30379747 7.69620253],0
s7,1,0.014528,5.972878,[167 244] ; [ 6 26],[160.503386 250.496614] ; [12.496614 19.503386],0
s5,1,0.015481,5.860868,[114 295] ; [ 3 31],[108.02031603 300.97968397] ; [ 8.97968397 25.02031603],0
a4,1,0.015908,5.812972,[177 248] ; [ 7 27],[170.37037037 254.62962963] ; [13.62962963 20.37037037],0
s2,1,0.02163,5.275344,[202 219] ; [ 9 24],[195.66299559 225.33700441] ; [15.33700441 17.66299559],0
b1,1,0.02669,4.910728,[134 292] ; [17 17],[139.83913043 286.16086957] ; [11.16086957 22.83913043],0
a2,1,0.036626,4.367698,[ 88 338] ; [ 2 32],[ 83.34782609 342.65217391] ; [ 6.65217391 27.34782609],0
a1,1,0.041471,4.156648,[ 11 415] ; [ 3 31],[ 12.96521739 413.03478261] ; [ 1.03478261 32.96521739],0
n6,1,0.049579,3.855656,[343  81] ; [22 11],[338.64332604  85.35667396] ; [26.35667396  6.64332604],0
s6,1,0.080442,3.055951,[259 157] ; [16 18],[254.22222222 161.77777778] ; [20.77777778 13.22222222],0
s4,1,0.097779,2.741405,[ 70 350] ; [ 2 32],[ 66.60792952 353.39207048] ; [ 5.39207048 28.60792952],0
n4,1,0.097991,2.737933,[295 129] ; [19 15],[290.68995633 133.31004367] ; [23.31004367 10.68995633],0
a5,1,0.111439,2.533698,[283 143] ; [18 16],[278.75217391 147.24782609] ; [22.24782609 11.75217391],0
a3,1,0.113766,2.501117,[282 143] ; [18 16],[277.77777778 147.22222222] ; [22.22222222 11.77777778],0
d4,1,0.116736,2.460579,[346  78] ; [24 10],[342.53275109  81.46724891] ; [27.46724891  6.53275109],0
v1,1,0.119969,2.417725,[192 224] ; [11 23],[187.66222222 228.33777778] ; [15.33777778 18.66222222],0
v3,1,0.120517,2.410591,[136 269] ; [ 7 27],[131.92482916 273.07517084] ; [11.07517084 22.92482916],0
b4,1,0.150471,2.067473,[247 179] ; [24 10],[250.96956522 175.03043478] ; [20.03043478 13.96956522],0
d2,1,0.158988,1.983829,[190 234] ; [11 23],[186.07860262 237.92139738] ; [14.92139738 19.07860262],0
n5,1,0.165551,1.922777,[285 137] ; [19 15],[281.33333333 140.66666667] ; [22.66666667 11.33333333],0
p2,1,0.174112,1.847178,[330  94] ; [23 11],[326.79475983  97.20524017] ; [26.20524017  7.79475983],0
p6,1,0.184505,1.760955,[104 315] ; [ 5 29],[100.81898455 318.18101545] ; [ 8.18101545 25.81898455],0
a7,1,0.193298,1.692301,[307 118] ; [21 13],[303.7037037 121.2962963] ; [24.2962963  9.7037037],0
d3,1,0.218582,1.513653,[292 131] ; [20 14],[288.78774617 134.21225383] ; [23.21225383 10.78774617],0
u1,1,0.219527,1.507463,[ 56 370] ; [ 2 32],[ 53.71304348 372.28695652] ; [ 4.28695652 29.71304348],0
p5,1,0.222518,1.48806,[ 18 404] ; [ 3 31],[ 19.43421053 402.56578947] ; [ 1.56578947 32.43421053],0
n1,1,0.230248,1.439329,[43 78] ; [ 3 12],[40.92647059 80.07352941] ; [5.07352941 9.92647059],0
n2,1,0.244045,1.357078,[92 32] ; [9 6],[90.10071942 33.89928058] ; [10.89928058  4.10071942],0
b3,1,0.246898,1.340769,[ 79 153] ; [ 4 15],[ 76.71713147 155.28286853] ; [ 6.28286853 12.71713147],0
b2,1,0.246898,1.340769,[ 79 153] ; [ 4 15],[ 76.71713147 155.28286853] ; [ 6.28286853 12.71713147],0
