Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.218047,[ 6 32] ; [48 26],[18.32142857 19.67857143] ; [35.67857143 38.32142857],1
p6,1,2.9e-05,17.449886,[ 4 35] ; [37 37],[14.15044248 24.84955752] ; [26.84955752 47.15044248],1
p11,1,0.000271,13.262837,[18 21] ; [59 15],[26.57522124 12.42477876] ; [50.42477876 23.57522124],1
p4,1,0.003538,8.507129,[13 26] ; [46 28],[20.36283186 18.63716814] ; [38.63716814 35.36283186],0
n5,1,0.018729,5.526628,[23 16] ; [59 15],[28.30088496 10.69911504] ; [53.69911504 20.30088496],0
u3,1,0.023564,5.126452,[20  5] ; [18 17],[15.83333333  9.16666667] ; [22.16666667 12.83333333],0
d1,1,0.035492,4.421328,[20 19] ; [23 51],[14.84070796 24.15929204] ; [28.15929204 45.84070796],0
v4,1,0.035757,4.408664,[34  5] ; [71  2],[36.5625  2.4375] ; [68.4375  4.5625],0
n4,1,0.058817,3.57043,[21 18] ; [53 21],[25.53982301 13.46017699] ; [48.46017699 25.53982301],0
n3,1,0.068964,3.3075,[9 3] ; [6 9],[6.66666667 5.33333333] ; [8.33333333 6.66666667],0
n2,1,0.076309,3.141818,[8 4] ; [14  1],[9.77777778 2.22222222] ; [12.22222222  2.77777778],0
r3,1,0.085852,2.950474,[36  3] ; [72  1],[37.60714286  1.39285714] ; [70.39285714  2.60714286],0
s8,1,0.086777,2.933168,[24 15] ; [33 41],[19.67256637 19.32743363] ; [37.32743363 36.67256637],0
b5,1,0.087623,2.917504,[29 10] ; [43 31],[24.84955752 14.15044248] ; [47.15044248 26.84955752],0
a6,1,0.117123,2.45538,[14 25] ; [38 36],[17.94690265 21.05309735] ; [34.05309735 39.94690265],0
a3,1,0.117123,2.45538,[14 25] ; [38 36],[17.94690265 21.05309735] ; [34.05309735 39.94690265],0
a8,1,0.148911,2.083367,[ 2 33] ; [11 60],[ 4.29245283 30.70754717] ; [ 8.70754717 62.29245283],0
v2,1,0.168818,1.893408,[12 24] ; [34 38],[15.33333333 20.66666667] ; [30.66666667 41.33333333],0
a7,1,0.205767,1.600962,[29 10] ; [45 27],[26. 13.] ; [48. 24.],0
v3,1,0.212478,1.554461,[ 8 27] ; [25 47],[10.79439252 24.20560748] ; [22.20560748 49.79439252],0
d5,1,0.220661,1.500069,[30  9] ; [48 25],[27.16071429 11.83928571] ; [50.83928571 22.16071429],0
d2,1,0.284261,1.146603,[12 27] ; [16 58],[ 9.66371681 29.33628319] ; [18.33628319 55.66371681],0
p1,1,0.300784,1.070715,[ 7 32] ; [ 8 65],[ 5.22321429 33.77678571] ; [ 9.77678571 63.22321429],0
p2,1,0.31089,1.026889,[29 10] ; [61 13],[31.0619469  7.9380531] ; [58.9380531 15.0619469],0
a4,1,0.323915,0.973075,[ 5 34] ; [15 59],[ 6.90265487 32.09734513] ; [13.09734513 60.90265487],0
v1,1,0.360085,0.837597,[15 23] ; [35 37],[17.27272727 20.72727273] ; [32.72727273 39.27272727],0
b4,1,0.372526,0.795221,[25 14] ; [41 33],[22.77876106 16.22123894] ; [43.22123894 30.77876106],0
p3,1,0.375064,0.786818,[13 26] ; [31 43],[15.18584071 23.81415929] ; [28.81415929 45.18584071],0
n1,1,0.381133,0.767045,[6 6] ; [ 5 10],[4.88888889 7.11111111] ; [6.11111111 8.88888889],0
r1,1,0.39037,0.737788,[26 13] ; [55 19],[27.95575221 11.04424779] ; [53.04424779 20.95575221],0
u1,1,0.412217,0.672397,[ 3 36] ; [ 3 71],[ 2.07079646 36.92920354] ; [ 3.92920354 70.07079646],0
b2,1,0.424293,0.638393,[ 5 13] ; [ 9 39],[ 3.81818182 14.18181818] ; [10.18181818 37.81818182],0
b3,1,0.424293,0.638393,[ 5 13] ; [ 9 39],[ 3.81818182 14.18181818] ; [10.18181818 37.81818182],0
p9,1,0.425581,0.634853,[30  6] ; [56 17],[28.40366972  7.59633028] ; [57.59633028 15.40366972],0
s3,1,0.492454,0.47116,[35  4] ; [63 11],[33.82300885  5.17699115] ; [64.17699115  9.82300885],0
p5,1,0.506564,0.441159,[ 4 34] ; [11 62],[ 5.13513514 32.86486486] ; [ 9.86486486 63.13513514],0
d3,1,0.599103,0.276351,[26 13] ; [45 28],[24.72321429 14.27678571] ; [46.27678571 26.72321429],0
s1,1,0.606347,0.265529,[ 3 35] ; [ 4 70],[ 2.375 35.625] ; [ 4.625 69.375],0
p10,1,0.624767,0.239224,[28  9] ; [59 15],[29.  8.] ; [58. 16.],0
d4,1,0.647201,0.209447,[31  8] ; [56 18],[30.02654867  8.97345133] ; [56.97345133 17.02654867],0
r4,1,0.670198,0.18137,[32  7] ; [63 11],[32.78761062  6.21238938] ; [62.21238938 11.78761062],0
s5,1,0.670856,0.180602,[14 22] ; [25 47],[13. 23.] ; [26. 46.],0
r2,1,0.718698,0.129744,[35  4] ; [67  6],[35.51785714  3.48214286] ; [66.48214286  6.51785714],0
s7,1,0.719802,0.128683,[21 14] ; [40 31],[20.14150943 14.85849057] ; [40.85849057 30.14150943],0
s4,1,0.739765,0.110333,[12 27] ; [20 52],[11.24324324 27.75675676] ; [20.75675676 51.24324324],0
n6,1,0.755996,0.096561,[30  9] ; [58 15],[30.64285714  8.35714286] ; [57.35714286 15.64285714],0
p12,1,0.757187,0.09559,[ 2 36] ; [ 5 69],[ 2.375 35.625] ; [ 4.625 69.375],0
s6,1,0.789686,0.071139,[31  7] ; [58 15],[30.46846847  7.53153153] ; [58.53153153 14.46846847],0
u2,1,0.898134,0.016389,[14 10] ; [21 14],[14.23728814  9.76271186] ; [20.76271186 14.23728814],0
b1,1,0.971813,0.001249,[17 22] ; [32 42],[16.91150442 22.08849558] ; [32.08849558 41.91150442],0
