Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,129.906534,[379   8] ; [36 28],[356.10864745  30.89135255] ; [58.89135255  5.10864745],1
r1,1,0.0,116.751453,[336  51] ; [21 51],[301.  86.] ; [56. 16.],1
r3,1,0.0,109.923248,[379   8] ; [44 27],[357.42576419  29.57423581] ; [65.57423581  5.42576419],1
v4,1,0.0,87.177491,[376  13] ; [44 26],[355.94771242  33.05228758] ; [64.05228758  5.94771242],1
n6,1,0.0,25.972229,[323  64] ; [39 30],[307.22368421  79.77631579] ; [54.77631579 14.22368421],1
p2,1,1e-06,25.012191,[324  63] ; [41 30],[308.41703057  78.58296943] ; [56.58296943 14.41703057],1
s6,1,1e-06,24.108667,[264 118] ; [28 44],[245.69162996 136.30837004] ; [46.30837004 25.69162996],1
p9,1,2e-06,22.51182,[324  60] ; [42 28],[309.56828194  74.43171806] ; [56.43171806 13.56828194],1
p10,1,3e-06,21.626765,[309  77] ; [38 32],[293.73245614  92.26754386] ; [53.26754386 16.73245614],1
p11,1,5e-06,20.953164,[305  84] ; [38 34],[289.42950108  99.57049892] ; [53.57049892 18.42950108],1
p7,1,5.9e-05,16.131965,[235 143] ; [25 44],[219.86577181 158.13422819] ; [40.13422819 28.86577181],1
p8,1,0.000131,14.624952,[198 187] ; [19 52],[183.2127193 201.7872807] ; [33.7872807 37.2127193],1
p6,1,0.000278,13.212456,[148 235] ; [11 58],[134.72787611 248.27212389] ; [24.27212389 44.72787611],1
n4,1,0.000311,13.001166,[291  97] ; [39 33],[278.34782609 109.65217391] ; [51.65217391 20.34782609],1
n5,1,0.00184,9.702739,[271 114] ; [36 34],[259.76923077 125.23076923] ; [47.23076923 22.76923077],0
n3,1,0.002637,9.042843,[65 25] ; [11 16],[58.46153846 31.53846154] ; [17.53846154  9.46153846],0
p4,1,0.003121,8.73553,[223 163] ; [28 44],[211.54148472 174.45851528] ; [39.45851528 32.54148472],0
s8,1,0.003774,8.389698,[150 238] ; [15 57],[139.17391304 248.82608696] ; [25.82608696 46.17391304],0
a2,1,0.004037,8.267171,[ 98 291] ; [ 7 65],[ 88.60086768 300.39913232] ; [16.39913232 55.60086768],0
a6,1,0.004407,8.108201,[272 117] ; [38 34],[261.5835141 127.4164859] ; [48.4164859 23.5835141],0
a7,1,0.004516,8.063576,[295  94] ; [43 29],[285.21041215 103.78958785] ; [52.78958785 19.21041215],0
u3,1,0.006214,7.487115,[68 35] ; [10 17],[61.8 41.2] ; [16.2 10.8],0
s2,1,0.007807,7.077286,[195 192] ; [24 48],[184.64705882 202.35294118] ; [34.35294118 37.64705882],0
d3,1,0.010091,6.618729,[299  90] ; [45 27],[290.27331887  98.72668113] ; [53.72668113 18.27331887],0
a5,1,0.010785,6.500337,[294  95] ; [44 28],[285.21041215 103.78958785] ; [52.78958785 19.21041215],0
b1,1,0.019256,5.478121,[148 241] ; [38 34],[156.95010846 232.04989154] ; [29.04989154 42.95010846],0
d5,1,0.025217,5.008928,[337  52] ; [55 17],[330.77657267  58.22342733] ; [61.22342733 10.77657267],0
d1,1,0.03094,4.656305,[257 132] ; [38 34],[248.92624729 140.07375271] ; [46.07375271 25.92624729],0
a1,1,0.034689,4.460436,[ 12 377] ; [ 6 66],[ 15.18872017 373.81127983] ; [ 2.81127983 69.18872017],0
p3,1,0.035273,4.431907,[178 210] ; [23 48],[169.90849673 218.09150327] ; [31.09150327 39.90849673],0
s5,1,0.048795,3.882408,[134 240] ; [16 52],[126.92307692 247.07692308] ; [23.07692308 44.92307692],0
a3,1,0.052513,3.759356,[285 104] ; [44 27],[278.21956522 110.78043478] ; [50.78043478 20.21956522],0
s1,1,0.056714,3.63096,[ 10 376] ; [ 5 67],[ 12.6419214 373.3580786] ; [ 2.3580786 69.6419214],0
u2,1,0.06169,3.491347,[62 40] ; [11 16],[57.72093023 44.27906977] ; [15.27906977 11.72093023],0
u1,1,0.062689,3.464769,[ 73 316] ; [ 7 65],[ 67.50542299 321.49457701] ; [12.49457701 59.50542299],0
v1,1,0.085867,2.9502,[172 210] ; [23 45],[165.53333333 216.46666667] ; [29.46666667 38.53333333],0
b2,1,0.121351,2.399801,[ 91 134] ; [14 35],[ 86.22262774 138.77737226] ; [18.77737226 30.22262774],0
b3,1,0.121351,2.399801,[ 91 134] ; [14 35],[ 86.22262774 138.77737226] ; [18.77737226 30.22262774],0
a8,1,0.131739,2.271894,[ 51 312] ; [ 5 63],[ 47.16473318 315.83526682] ; [ 8.83526682 59.16473318],0
p12,1,0.142861,2.146874,[ 21 363] ; [ 1 70],[ 18.56703297 365.43296703] ; [ 3.43296703 67.56703297],0
v2,1,0.154721,2.025075,[165 215] ; [24 46],[159.6 220.4] ; [29.4 40.6],0
